t_s,theta1_deg,omega1_deg_s
5.0000,0.1059,-0.0370
6.0000,38.5138,-4.5925
7.0000,32.2371,267.1893
8.0000,27.1903,311.7394
9.0000,18.6715,257.6215
10.0000,22.7832,137.1815
11.0000,62.8681,277.4996
12.0000,42.7710,20.0005
13.0000,25.8656,275.5859
14.0000,27.2938,313.7872
15.0000,20.8297,257.8616
16.0000,23.4794,213.8940
17.0000,34.9706,-85.8782
18.0000,67.3170,13.3110
19.0000,34.3724,130.7655
20.0000,26.0108,240.3623
21.0000,30.8234,280.2004
22.0000,26.0798,305.4272
23.0000,19.6110,280.1617
24.0000,21.7751,158.0617
25.0000,46.2957,-70.2952
26.0000,70.2879,156.2000
27.0000,31.1490,302.6591
28.0000,18.4686,261.7564
29.0000,17.1822,172.9201
30.0000,47.9769,-43.3913
31.0000,70.0172,61.6675
32.0000,30.4934,110.1001
33.0000,40.2003,-188.7119
34.0000,59.8665,-71.8952
