t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.0000,26.8052,344.9069,69.2041,740.2911
6.0000,46.3220,16.3994,7.7577,1304.1042
7.0000,47.1081,511.1050,60.1702,-293.0099
8.0000,29.6637,153.3683,63.0890,1075.4565
9.0000,69.5229,82.9624,-51.0761,-606.5253
10.0000,43.4112,400.1082,71.9006,384.1413
11.0000,63.7978,139.6366,-33.0773,997.9642
12.0000,57.4713,408.0992,47.1604,-111.2735
13.0000,28.3857,242.6402,72.6544,948.9312
14.0000,58.9559,66.5552,-82.5365,-657.0973
15.0000,40.3377,356.0199,74.3545,504.5029
16.0000,24.2167,123.3314,62.5366,973.9146
17.0000,59.7771,323.9845,177.9394,-203.6828
18.0000,74.2504,402.8341,-95.7756,598.5682
19.0000,69.1542,304.5144,152.4720,-486.5782
20.0000,55.4074,18.9586,-1.4102,1114.8231
21.0000,52.2326,472.9913,72.0593,-358.1690
22.0000,30.9215,132.1175,65.2323,1036.4568
23.0000,74.4592,200.4055,-162.6704,-160.6294
24.0000,32.5883,295.6939,73.0028,869.9128
25.0000,61.2266,239.8554,-50.2322,-676.8443
26.0000,38.3774,333.9205,70.3365,597.2766
27.0000,35.8609,35.3856,47.3191,1191.5145
28.0000,76.6019,150.8646,176.8771,-214.2179
29.0000,30.0875,133.4499,53.7906,1069.6152
30.0000,26.5660,369.3797,85.1517,509.0825
31.0000,29.2027,303.9439,71.9221,857.5033
32.0000,68.2757,247.7874,-8.4327,-889.2746
33.0000,36.7168,315.6551,72.1750,612.5297
34.0000,56.5884,17.6016,3.9110,1255.9674
35.0000,57.0948,438.6079,47.6970,-59.7809
36.0000,28.7323,210.5369,68.3781,1034.2692
37.0000,74.9649,265.0772,162.3602,-406.4643
38.0000,75.4224,421.2571,-121.5116,330.6130
39.0000,36.4486,406.3776,89.9182,164.4438
40.0000,30.0137,290.0660,70.9113,842.3188
41.0000,66.9742,350.1331,11.6692,-959.0558
42.0000,42.8391,384.3631,72.2009,363.8205
43.0000,39.0221,75.1315,58.1216,1144.2008
44.0000,39.8192,374.3212,84.7099,54.8763
45.0000,34.3135,276.0989,83.1229,911.9016
46.0000,67.4581,161.0560,-72.9370,-661.4448
47.0000,35.9906,296.3313,74.8480,746.6795
48.0000,66.6878,242.9730,-14.8664,-842.8043
49.0000,34.1229,331.6166,66.0801,575.0727
50.0000,75.4494,394.5006,-92.6476,656.1035
51.0000,70.1018,72.1663,-7.0212,1085.9534
52.0000,59.0358,427.5534,49.7783,-40.8683
53.0000,19.8542,256.3068,53.4433,992.9091
54.0000,61.3673,203.9772,-59.6297,-653.3849
55.0000,37.2217,308.9831,69.0942,664.7239
56.0000,67.3222,311.2737,3.1618,-965.9101
57.0000,40.0909,338.3758,70.5215,490.2167
58.0000,51.2824,6.3227,13.0585,1261.7203
59.0000,54.4579,438.5260,49.5025,-117.7073
60.0000,28.2274,271.9185,72.2885,970.5380
61.0000,62.2117,211.7817,-72.7705,-574.0472
62.0000,37.6294,310.2408,72.1442,663.5530
63.0000,66.8210,426.3362,31.3843,-1085.9743
64.0000,41.3788,348.8749,95.3959,503.0979
65.0000,31.3894,209.3967,75.5231,1037.2685
66.0000,27.5204,292.3490,83.5290,664.6779
67.0000,32.8345,252.1166,83.1939,954.2413
68.0000,61.4753,-102.0187,33.3280,1022.6980
69.0000,31.9008,286.7701,93.5416,634.4414
70.0000,35.5291,280.6219,92.3998,784.4764
71.0000,67.3652,260.8155,-8.3704,-868.0202
72.0000,42.7276,351.7279,74.1184,383.7820
