t_s,theta1_deg,omega1_deg_s
5.9946,46.3220,27.5624
6.4207,-28.7521,-642.1341
6.8353,-26.5940,39.5972
7.9490,25.5565,66.7258
9.8944,7.6851,268.0477
11.0320,65.3640,-15.2640
11.4082,-41.4636,-542.8708
11.8132,-31.9814,173.7035
12.9393,21.4156,71.7718
14.9104,18.5049,138.9528
15.9481,22.1280,27.0231
18.1763,82.8169,-361.2112
20.0012,55.4218,17.7858
20.4120,-38.0848,-556.1536
20.8197,-18.9610,-39.8450
21.9461,27.8452,52.9393
23.9337,20.0664,106.4437
25.9201,19.9263,114.9088
26.9629,34.9997,31.6807
27.5358,-75.1334,-169.5822
28.9570,28.1094,8.0015
29.9082,10.5765,-58.7451
30.9348,16.8194,129.1049
32.9202,20.3005,67.2759
33.9971,56.5765,26.6453
34.3884,-24.3167,-690.5908
34.8260,-31.2940,222.1333
35.9456,23.5486,76.7581
38.4137,-33.1209,-623.4437
38.8669,-3.4730,-25.9675
39.9331,16.7462,142.3770
41.8940,10.7587,171.6988
42.9545,37.8364,34.8436
43.4887,-61.7986,-334.0215
43.8512,-4.1400,-35.0312
44.9295,24.1959,87.0061
46.9250,21.0286,88.8860
48.9228,17.5106,95.4490
50.1654,78.6336,-367.6721
51.0060,70.1930,45.3649
51.3734,-24.4488,-677.1882
51.8228,-30.5583,207.7725
52.9555,12.5432,119.0172
54.9226,19.4486,130.9650
56.9069,15.8497,160.1858
57.9901,51.0710,20.7458
58.4111,-32.0633,-621.1830
58.8249,-30.6720,156.7831
59.9393,19.1267,88.4906
61.9204,19.2922,121.6398
63.8918,17.6825,105.3438
64.9397,25.8663,59.5093
65.9185,20.6980,-39.1755
66.9319,25.7841,48.1181
67.9671,62.9840,-16.5281
68.9070,22.2342,-62.1640
69.9139,23.4655,56.9986
71.8956,15.5919,136.4036
