t_s,theta1_deg,omega1_deg_s
5.0000,-14.2769,-70.6891
6.0000,-13.7518,-183.5810
7.0000,-24.8113,-406.7961
8.0000,-51.0853,-333.6673
9.0000,-51.8770,-322.6750
10.0000,-50.4804,-318.5059
11.0000,-49.6490,-320.2830
12.0000,-54.7150,-299.2908
13.0000,-51.5222,-272.0782
14.0000,-51.6436,-299.2957
15.0000,-53.5251,-359.0676
16.0000,-50.0350,-335.8507
17.0000,-50.2264,-348.2783
18.0000,-28.6642,-316.8212
19.0000,-24.7825,-94.7019
20.0000,-13.7689,-146.5514
21.0000,-19.4919,-342.2027
22.0000,-42.8599,-331.7535
23.0000,-41.5291,-256.8337
24.0000,-38.8008,-175.7389
25.0000,-41.1462,-364.5488
26.0000,-47.1449,-254.5713
27.0000,-41.7759,-293.9880
28.0000,-45.4005,-209.2317
29.0000,-38.5918,-264.1975
30.0000,-35.9504,-254.6876
31.0000,-39.5987,-332.8698
32.0000,-43.2062,-243.7890
33.0000,-35.7340,-226.9486
34.0000,-39.7254,-333.6577
