n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.6911,23.7642,24.7547,50.0063,127.7629
1,6.5041,24.7547,41.3468,127.7629,43.7588
2,7.3171,41.3468,8.8205,43.7588,136.0726
3,8.1301,8.8205,36.8134,136.0726,159.1498
4,8.9431,36.8134,11.1350,159.1498,124.9926
5,9.7561,11.1350,17.7196,124.9926,164.7471
6,10.5691,17.7196,26.3420,164.7471,161.9642
7,11.3821,26.3420,37.6113,161.9642,159.5963
8,12.1951,37.6113,30.7957,159.5963,-106.0600
9,13.0081,30.7957,14.4354,-106.0600,-108.7308
10,13.8211,14.4354,16.3420,-108.7308,-139.1493
11,14.6341,16.3420,25.4181,-139.1493,171.4205
12,15.4472,25.4181,36.9758,171.4205,-174.8723
13,16.2602,36.9758,28.7598,-174.8723,87.0652
14,17.0732,28.7598,19.4676,87.0652,-61.7560
15,17.8862,19.4676,16.7623,-61.7560,99.8577
16,18.6992,16.7623,43.5948,99.8577,40.0727
17,19.5122,43.5948,36.1330,40.0727,-0.0619
18,20.3252,36.1330,31.9382,-0.0619,110.0183
19,21.1382,31.9382,34.4365,110.0183,-153.9961
20,21.9512,34.4365,16.7128,-153.9961,-65.1225
21,22.7642,16.7128,20.2861,-65.1225,40.6981
22,23.5772,20.2861,24.8294,40.6981,10.2661
23,24.3902,24.8294,15.4975,10.2661,158.5022
24,25.2033,15.4975,40.5627,158.5022,-171.6058
25,26.0163,40.5627,34.2581,-171.6058,47.2558
26,26.8293,34.2581,41.2769,47.2558,43.6504
27,27.6423,41.2769,36.5982,43.6504,-58.0479
28,28.4553,36.5982,22.6898,-58.0479,-112.0106
29,29.2683,22.6898,17.0406,-112.0106,-136.7771
30,30.0813,17.0406,27.1723,-136.7771,128.1587
31,30.8943,27.1723,10.7703,128.1587,-100.2650
32,31.7073,10.7703,17.9452,-100.2650,-135.5123
33,32.5203,17.9452,30.8735,-135.5123,84.1552
34,33.3333,30.8735,27.2248,84.1552,-52.7273
35,34.1463,27.2248,20.4405,-52.7273,160.6672
36,34.9593,20.4405,38.3455,160.6672,-175.1502
37,35.7724,38.3455,26.6834,-175.1502,133.0087
38,36.5854,26.6834,3.4236,133.0087,-113.8254
39,37.3984,3.4236,14.8540,-113.8254,-147.4588
40,38.2114,14.8540,47.8492,-147.4588,-167.4034
41,39.0244,47.8492,45.5560,-167.4034,-28.5817
42,39.8374,45.5560,10.8014,-28.5817,147.4212
43,40.6504,10.8014,38.8124,147.4212,165.4437
44,41.4634,38.8124,35.9010,165.4437,132.4251
45,42.2764,35.9010,19.5032,132.4251,-34.5738
46,43.0894,19.5032,27.9094,-34.5738,-171.8245
47,43.9024,27.9094,41.5559,-171.8245,-76.5759
48,44.7154,41.5559,22.1355,-76.5759,-124.7022
49,45.5285,22.1355,43.3017,-124.7022,-34.9775
50,46.3415,43.3017,9.4455,-34.9775,144.9966
51,47.1545,9.4455,40.8115,144.9966,149.3876
52,47.9675,40.8115,39.9109,149.3876,29.8562
53,48.7805,39.9109,42.7191,29.8562,18.1459
54,49.5935,42.7191,50.6713,18.1459,38.3544
55,50.4065,50.6713,21.3705,38.3544,-141.6176
56,51.2195,21.3705,14.0894,-141.6176,-70.7934
57,52.0325,14.0894,31.2862,-70.7934,8.5979
58,52.8455,31.2862,5.5637,8.5979,112.7923
59,53.6585,5.5637,24.7285,112.7923,166.1010
60,54.4715,24.7285,44.6481,166.1010,-83.9997
61,55.2846,44.6481,17.3186,-83.9997,-105.4669
62,56.0976,17.3186,16.5992,-105.4669,-124.7580
63,56.9106,16.5992,33.1538,-124.7580,-131.5602
64,57.7236,33.1538,29.2190,-131.5602,177.8893
65,58.5366,29.2190,27.6488,177.8893,163.7944
66,59.3496,27.6488,40.9436,163.7944,159.4486
67,60.1626,40.9436,18.3879,159.4486,77.1973
68,60.9756,18.3879,38.2092,77.1973,19.2053
69,61.7886,38.2092,33.8387,19.2053,-3.3090
70,62.6016,33.8387,40.1347,-3.3090,91.0800
71,63.4146,40.1347,6.9237,91.0800,130.9764
72,64.2276,6.9237,41.3787,130.9764,143.4535
73,65.0407,41.3787,18.5406,143.4535,-60.9383
74,65.8537,18.5406,17.3754,-60.9383,112.1618
75,66.6667,17.3754,36.2533,112.1618,124.7081
76,67.4797,36.2533,22.6386,124.7081,-172.5689
77,68.2927,22.6386,29.9577,-172.5689,-95.6778
78,69.1057,29.9577,14.5412,-95.6778,-109.6977
79,69.9187,14.5412,13.7989,-109.6977,-155.1793
80,70.7317,13.7989,44.0105,-155.1793,153.6418
81,71.5447,44.0105,43.5237,153.6418,49.7058
82,72.3577,43.5237,12.9642,49.7058,58.5774
83,73.1707,12.9642,11.7124,58.5774,143.7225
84,73.9837,11.7124,39.9689,143.7225,141.9381
85,74.7967,39.9689,12.5854,141.9381,-75.2844
86,75.6098,12.5854,29.4357,-75.2844,-82.2924
87,76.4228,29.4357,17.6752,-82.2924,-113.2622
88,77.2358,17.6752,16.6569,-113.2622,-150.8218
89,78.0488,16.6569,47.6577,-150.8218,169.2534
90,78.8618,47.6577,36.1094,169.2534,150.1762
91,79.6748,36.1094,15.9237,150.1762,94.0146
92,80.4878,15.9237,38.7635,94.0146,23.9322
93,81.3008,38.7635,34.3845,23.9322,-2.5396
94,82.1138,34.3845,42.9522,-2.5396,60.6771
95,82.9268,42.9522,8.0320,60.6771,94.1058
96,83.7398,8.0320,18.2730,94.1058,156.6689
97,84.5528,18.2730,44.4584,156.6689,-119.0934
98,85.3659,44.4584,23.0639,-119.0934,133.5569
99,86.1789,23.0639,37.8969,133.5569,-1.7171
100,86.9919,37.8969,27.1071,-1.7171,-3.4672
101,87.8049,27.1071,34.5461,-3.4672,116.5415
102,88.6179,34.5461,28.0914,116.5415,-159.0123
103,89.4309,28.0914,14.5092,-159.0123,-92.6961
104,90.2439,14.5092,12.8554,-92.6961,-129.6277
105,91.0569,12.8554,43.2303,-129.6277,-22.3563
106,91.8699,43.2303,8.3501,-22.3563,150.4273
107,92.6829,8.3501,43.4743,150.4273,-178.3356
108,93.4959,43.4743,23.8245,-178.3356,167.0959
109,94.3089,23.8245,39.5206,167.0959,177.0263
110,95.1220,39.5206,34.1592,177.0263,176.0870
111,95.9350,34.1592,33.7578,176.0870,173.0552
112,96.7480,33.7578,32.9507,173.0552,174.4363
113,97.5610,32.9507,32.0766,174.4363,174.1894
114,98.3740,32.0766,30.5207,174.1894,175.1631
115,99.1870,30.5207,30.2738,175.1631,175.0430
116,100.0000,30.2738,26.4782,175.0430,171.5671
117,100.8130,26.4782,32.0927,171.5671,173.7408
118,101.6260,32.0927,32.1223,173.7408,169.3303
119,102.4390,32.1223,31.6217,169.3303,149.5261
120,103.2520,31.6217,10.2731,149.5261,79.7204
121,104.0650,10.2731,20.0685,79.7204,-34.1927
122,104.8780,20.0685,15.6435,-34.1927,-35.1700
123,105.6911,15.6435,21.3959,-35.1700,169.9626
124,106.5041,21.3959,29.1666,169.9626,161.4301
125,107.3171,29.1666,35.5843,161.4301,118.0135
126,108.1301,35.5843,18.3861,118.0135,-27.7731
127,108.9431,18.3861,19.6238,-27.7731,175.2657
128,109.7561,19.6238,22.9627,175.2657,163.2190
129,110.5691,22.9627,29.1803,163.2190,142.5299
130,111.3821,29.1803,30.0320,142.5299,17.1230
131,112.1951,30.0320,35.9651,17.1230,61.0908
132,113.0081,35.9651,19.3444,61.0908,-175.2412
133,113.8211,19.3444,27.7868,-175.2412,-4.6554
134,114.6341,27.7868,6.4364,-4.6554,142.1658
135,115.4472,6.4364,28.0049,142.1658,113.4023
136,116.2602,28.0049,13.0601,113.4023,-45.7580
137,117.0732,13.0601,18.4978,-45.7580,154.4796
138,117.8862,18.4978,25.5448,154.4796,110.0073
139,118.6992,25.5448,20.8257,110.0073,4.7900
140,119.5122,20.8257,24.6272,4.7900,-51.0270
