t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.6911,23.7642,-587.2982,50.0063,761.7306
6.5041,24.7547,-507.4120,127.7629,-623.5184
7.3171,41.3468,-273.2701,43.7588,-762.4696
8.1301,8.8205,-139.6457,136.0726,578.8488
8.9431,36.8134,-310.8344,159.1498,275.9891
9.7561,11.1350,-343.4655,124.9926,316.6313
10.5691,17.7196,-290.9488,164.7471,448.6945
11.3821,26.3420,-367.3136,161.9642,277.7032
12.1951,37.6113,-320.6909,159.5963,235.5391
13.0081,30.7957,-392.5068,-106.0600,36.1750
13.8211,14.4354,-415.7045,-108.7308,75.6805
14.6341,16.3420,-419.0833,-139.1493,-204.1024
15.4472,25.4181,-381.6604,171.4205,288.3472
16.2602,36.9758,-304.9652,-174.8723,391.2711
17.0732,28.7598,-411.0975,87.0652,197.6629
17.8862,19.4676,-491.6012,-61.7560,122.8398
18.6992,16.7623,-323.2738,99.8577,353.1473
19.5122,43.5948,-416.3173,40.0727,-461.1483
20.3252,36.1330,-507.2751,-0.0619,24.2985
21.1382,31.9382,-296.5892,110.0183,-987.8832
21.9512,34.4365,-119.6705,-153.9961,587.1575
22.7642,16.7128,-499.9666,-65.1225,319.2515
23.5772,20.2861,-508.9465,40.6981,628.0357
24.3902,24.8294,-688.1298,10.2661,1101.9804
25.2033,15.4975,-262.0562,158.5022,442.0038
26.0163,40.5627,-311.3309,-171.6058,386.4618
26.8293,34.2581,-564.4402,47.2558,604.2194
27.6423,41.2769,-293.8526,43.6504,-721.8866
28.4553,36.5982,-415.5135,-58.0479,557.2439
29.2683,22.6898,-414.7797,-112.0106,-12.6921
30.0813,17.0406,-435.4074,-136.7771,-199.9128
30.8943,27.1723,-419.1153,128.1587,188.2383
31.7073,10.7703,-432.5345,-100.2650,30.8160
32.5203,17.9452,-453.9224,-135.5123,-216.2505
33.3333,30.8735,-415.4857,84.1552,282.3031
34.1463,27.2248,-499.9590,-52.7273,90.6859
34.9593,20.4405,-234.2970,160.6672,439.8500
35.7724,38.3455,-322.4395,-175.1502,343.8051
36.5854,26.6834,-428.1215,133.0087,132.2928
37.3984,3.4236,-417.1633,-113.8254,65.2639
38.2114,14.8540,-447.4179,-147.4588,-300.2543
39.0244,47.8492,-296.3410,-167.4034,321.7247
39.8374,45.5560,-478.0798,-28.5817,401.0802
40.6504,10.8014,-213.5311,147.4212,461.5478
41.4634,38.8124,-332.2070,165.4437,302.4302
42.2764,35.9010,-318.7666,132.4251,2.3968
43.0894,19.5032,-491.4446,-34.5738,181.2673
43.9024,27.9094,-244.9860,-171.8245,397.1199
44.7154,41.5559,-443.3258,-76.5759,118.0776
45.5285,22.1355,-435.5754,-124.7022,-146.0696
46.3415,43.3017,-464.7262,-34.9775,415.0173
47.1545,9.4455,-277.5689,144.9966,385.3945
47.9675,40.8115,-323.1189,149.3876,214.4735
48.7805,39.9109,-397.8630,29.8562,-439.9678
49.5935,42.7191,-456.6104,18.1459,-134.4258
50.4065,50.6713,-257.2128,38.3544,-679.3168
51.2195,21.3705,-489.6970,-141.6176,-568.7851
52.0325,14.0894,-491.9118,-70.7934,179.2277
52.8455,31.2862,-579.6182,8.5979,807.5297
53.6585,5.5637,-326.1951,112.7923,383.6703
54.4715,24.7285,-258.7099,166.1010,484.3292
55.2846,44.6481,-442.3517,-83.9997,19.6540
56.0976,17.3186,-436.2483,-105.4669,5.6137
56.9106,16.5992,-429.7721,-124.7580,-98.4619
57.7236,33.1538,-486.0588,-131.5602,-344.3198
58.5366,29.2190,-348.0018,177.8893,344.9843
59.3496,27.6488,-402.5065,163.7944,234.3001
60.1626,40.9436,-322.7059,159.4486,240.0354
60.9756,18.3879,-406.9244,77.1973,499.5524
61.7886,38.2092,-523.5234,19.2053,-31.7784
62.6016,33.8387,-494.6127,-3.3090,125.6770
63.4146,40.1347,-266.4656,91.0800,-972.4806
64.2276,6.9237,-240.1265,130.9764,496.3360
65.0407,41.3787,-336.6868,143.4535,187.1421
65.8537,18.5406,-500.6950,-60.9383,144.8713
66.6667,17.3754,-319.3833,112.1618,327.3198
