t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
67.4797,36.2533,-338.2979,124.7081,-899.5752
68.2927,22.6386,-207.3387,-172.5689,500.1250
69.1057,29.9577,-457.6201,-95.6778,90.1748
69.9187,14.5412,-435.7794,-109.6977,32.2799
70.7317,13.7989,-469.9126,-155.1793,-408.4664
71.5447,44.0105,-335.9690,153.6418,242.9201
72.3577,43.5237,-289.4158,49.7058,-780.1872
73.1707,12.9642,-463.8305,58.5774,723.6998
73.9837,11.7124,-345.2056,143.7225,337.1888
74.7967,39.9689,-340.9484,141.9381,82.2874
75.6098,12.5854,-456.8708,-75.2844,135.8660
76.4228,29.4357,-400.8921,-82.2924,196.5328
77.2358,17.6752,-420.7053,-113.2622,8.3475
78.0488,16.6569,-466.2136,-150.8218,-381.5425
78.8618,47.6577,-312.5276,169.2534,322.4030
79.6748,36.1094,-309.6390,150.1762,225.0618
80.4878,15.9237,-367.2743,94.0146,378.5145
81.3008,38.7635,-517.0305,23.9322,-59.7079
82.1138,34.3845,-521.9395,-2.5396,126.6272
82.9268,42.9522,-249.9184,60.6771,-916.6915
83.7398,8.0320,-338.7449,94.1058,520.5136
84.5528,18.2730,-295.9485,156.6689,390.5597
85.3659,44.4584,-261.8033,-119.0934,359.3747
86.1789,23.0639,-388.9075,133.5569,179.5209
86.9919,37.8969,-610.2493,-1.7171,179.7976
87.8049,27.1071,-543.5943,-3.4672,209.1398
88.6179,34.5461,-306.2254,116.5415,-958.6422
89.4309,28.0914,-195.3720,-159.0123,516.0423
90.2439,14.5092,-450.0551,-92.6961,209.6104
91.0569,12.8554,-427.9732,-129.6277,-108.8949
91.8699,43.2303,-502.0223,-22.3563,512.3284
92.6829,8.3501,-267.8097,150.4273,429.0031
93.4959,43.4743,-311.2599,-178.3356,342.7536
94.3089,23.8245,-359.8877,167.0959,229.2925
95.1220,39.5206,-329.7104,177.0263,267.8984
95.9350,34.1592,-351.5655,176.0870,236.6040
96.7480,33.7578,-341.1934,173.0552,231.2207
97.5610,32.9507,-339.4710,174.4363,273.1288
98.3740,32.0766,-338.8182,174.1894,251.9353
99.1870,30.5207,-349.1144,175.1631,256.4918
100.0000,30.2738,-351.3431,175.0430,230.9761
100.8130,26.4782,-350.7788,171.5671,237.1465
101.6260,32.0927,-355.0171,173.7408,247.8913
102.4390,32.1223,-354.8742,169.3303,229.9150
103.2520,31.6217,-340.2538,149.5261,196.0286
104.0650,10.2731,-382.7661,79.7204,460.7307
104.8780,20.0685,-528.3993,-34.1927,-575.9129
105.6911,15.6435,-539.9219,-35.1700,300.2011
106.5041,21.3959,-264.7863,169.9626,276.6368
107.3171,29.1666,-343.0656,161.4301,240.0950
108.1301,35.5843,-327.4298,118.0135,-65.8986
108.9431,18.3861,-481.4144,-27.7731,212.9579
109.7561,19.6238,-263.9744,175.2657,314.1666
110.5691,22.9627,-360.6683,163.2190,244.5867
111.3821,29.1803,-354.2416,142.5299,146.9931
112.1951,30.0320,-510.2852,17.1230,-108.1009
113.0081,35.9651,-191.9339,61.0908,-972.4028
113.8211,19.3444,-140.6027,-175.2412,517.7783
114.6341,27.7868,-593.9959,-4.6554,714.7158
115.4472,6.4364,-253.2850,142.1658,355.0021
116.2602,28.0049,-333.2689,113.4023,-70.6862
117.0732,13.0601,-485.1190,-45.7580,220.5741
117.8862,18.4978,-272.4104,154.4796,257.9187
118.6992,25.5448,-294.9936,110.0073,-113.3883
119.5122,20.8257,-483.4800,4.7900,-17.5154
120.3252,24.6272,-480.9068,-51.0270,699.6106
