frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,581.913,491.996,576.675,652.911,-0.387,-1.864,0,-0.39,-1.06
1,0.01668,driven,581.913,491.996,576.614,652.909,-0.387,-1.886,0,-2.28,1.62
2,0.03337,driven,581.728,491.995,576.614,652.914,-0.453,-1.821,0,-3.28,3.18
3,0.05005,driven,581.517,491.993,576.613,652.918,-0.528,-1.745,0,-3.41,3.62
4,0.06673,driven,581.452,491.993,576.625,652.920,-0.551,-1.718,0,-1.94,2.08
5,0.08342,driven,581.359,491.992,576.625,652.922,-0.584,-1.685,0,-0.90,0.93
6,0.1001,driven,581.329,491.991,576.631,652.923,-0.594,-1.672,0,-0.09,0.27
7,0.11678,driven,581.329,491.991,576.631,652.923,-0.594,-1.672,0,-0.82,1.24
8,0.13347,driven,581.324,491.991,576.670,652.924,-0.596,-1.656,0,-1.79,2.22
9,0.15015,driven,581.106,491.989,576.683,652.928,-0.674,-1.574,0,-2.28,2.54
10,0.16683,driven,581.106,491.989,576.683,652.928,-0.674,-1.574,0,-1.22,1.19
11,0.18352,driven,581.045,491.988,576.683,652.929,-0.696,-1.553,0,0.55,-0.75
12,0.2002,driven,581.106,491.989,576.671,652.928,-0.674,-1.579,0,0.59,-1.22
13,0.21688,driven,581.158,491.989,576.638,652.926,-0.656,-1.609,0,1.53,-2.06
14,0.23357,driven,581.182,491.990,576.595,652.924,-0.647,-1.632,0,1.73,-1.81
15,0.25025,driven,581.318,491.991,576.638,652.923,-0.599,-1.666,0,0.52,-0.02
16,0.26693,driven,581.318,491.991,576.643,652.923,-0.599,-1.664,0,-0.18,-0.22
17,0.28362,driven,581.182,491.990,576.638,652.926,-0.647,-1.617,0,-1.21,0.74
18,0.3003,driven,581.258,491.991,576.527,652.921,-0.620,-1.684,0,-1.09,0.78
19,0.31698,driven,581.129,491.989,576.643,652.927,-0.666,-1.597,0,-0.73,0.35
20,0.33367,driven,581.100,491.989,576.560,652.925,-0.676,-1.616,0,-1.09,1.54
21,0.35035,driven,581.100,491.989,576.560,652.925,-0.676,-1.616,0,-0.36,1.26
22,0.36703,driven,581.045,491.988,576.696,652.929,-0.696,-1.548,0,-0.42,1.04
23,0.38372,driven,581.045,491.988,576.696,652.929,-0.696,-1.548,0,0.04,-0.27
24,0.4004,driven,581.045,491.988,576.560,652.926,-0.696,-1.596,0,-0.89,0.36
25,0.41708,driven,581.033,491.988,576.661,652.929,-0.700,-1.556,0,-0.87,0.83
26,0.43377,driven,580.877,491.986,576.640,652.930,-0.756,-1.508,0,-0.28,0.23
27,0.45045,driven,581.033,491.988,576.584,652.926,-0.700,-1.584,0,0.43,-1.17
28,0.46713,driven,581.033,491.988,576.584,652.926,-0.700,-1.584,0,3.76,-3.84
29,0.48382,driven,581.162,491.990,576.583,652.924,-0.654,-1.630,0,4.83,-5.18
30,0.5005,driven,581.619,491.994,576.564,652.915,-0.491,-1.799,0,5.23,-6.22
31,0.51718,driven,581.619,491.994,576.479,652.912,-0.491,-1.830,0,-0.00,-1.05
32,0.53387,driven,581.619,491.994,576.464,652.912,-0.491,-1.835,0,-4.36,4.33
33,0.55055,driven,581.221,491.990,576.479,652.920,-0.633,-1.688,0,-3.57,4.69
34,0.56723,driven,581.212,491.990,576.564,652.923,-0.636,-1.654,0,-1.98,3.11
35,0.58392,driven,581.212,491.990,576.598,652.924,-0.636,-1.642,0,1.64,-1.04
36,0.6006,driven,581.221,491.990,576.598,652.924,-0.633,-1.645,0,2.05,-2.09
37,0.61728,driven,581.446,491.992,576.598,652.920,-0.553,-1.725,0,1.99,-2.05
38,0.63397,driven,581.446,491.992,576.596,652.919,-0.553,-1.726,0,1.25,-1.35
39,0.65065,driven,581.446,491.992,576.596,652.919,-0.553,-1.726,0,-1.26,1.11
40,0.66733,driven,581.446,491.992,576.579,652.919,-0.553,-1.732,0,-2.07,2.02
41,0.68402,driven,581.225,491.990,576.587,652.923,-0.632,-1.651,0,-1.98,2.13
42,0.7007,driven,581.225,491.990,576.596,652.924,-0.632,-1.648,0,0.25,-0.40
43,0.71738,driven,581.294,491.991,576.587,652.922,-0.607,-1.675,0,2.82,-3.35
44,0.73407,driven,581.464,491.993,576.531,652.917,-0.547,-1.756,0,2.47,-2.99
45,0.75075,driven,581.547,491.993,576.531,652.915,-0.517,-1.785,0,1.48,-1.68
46,0.76743,driven,581.547,491.993,576.531,652.915,-0.517,-1.785,0,-0.43,0.47
47,0.78412,driven,581.547,491.993,576.526,652.915,-0.517,-1.787,0,-1.30,1.25
48,0.8008,driven,581.425,491.992,576.526,652.918,-0.561,-1.744,0,-1.26,1.31
49,0.81748,driven,581.406,491.992,576.535,652.918,-0.567,-1.734,0,-0.57,0.71
50,0.83417,driven,581.406,491.992,576.540,652.919,-0.567,-1.732,0,0.28,-0.03
51,0.85085,driven,581.425,491.992,576.551,652.919,-0.561,-1.735,0,0.39,-0.11
52,0.86753,driven,581.432,491.992,576.569,652.919,-0.558,-1.731,0,0.30,-0.21
53,0.88422,driven,581.468,491.993,576.569,652.918,-0.545,-1.744,0,0.63,-0.65
