t_s,theta1_deg,omega1_deg_s
5.0290,36.1173,-562.4987
5.7029,52.3004,-300.8178
6.5014,56.1057,-409.2642
7.3471,27.8109,-632.1104
8.0084,52.2335,-332.5026
8.8211,39.6794,-519.7502
9.5255,53.5643,-357.2943
10.2894,60.1172,-342.2411
11.1464,34.2624,-609.1358
11.7999,53.5269,-267.5768
12.5948,56.9104,-380.7478
13.4634,23.7924,-684.2661
14.1223,51.1558,-321.0981
14.9287,40.5144,-537.7268
15.6210,59.0044,-305.6422
16.4171,57.0740,-406.4339
17.2127,47.2046,-505.4806
17.9043,56.6556,-297.1056
18.6715,61.5520,-260.4704
19.5203,42.7004,-574.9907
20.1930,56.7429,-300.2873
20.9714,60.3096,-310.3445
21.8575,26.1387,-657.9930
22.5160,49.5401,-325.7543
23.2996,47.4696,-460.3014
24.0343,60.2719,-366.5071
24.8974,33.7459,-624.0634
25.5467,55.8792,-285.1062
26.3513,56.5440,-425.5352
27.2099,22.8888,-678.6388
27.8727,53.9681,-341.1192
28.7145,27.5929,-615.2964
29.3743,55.6503,-294.8757
30.2277,34.4618,-602.8490
30.8887,53.1973,-281.5422
31.6642,61.3843,-311.8120
32.6508,-28.9607,-565.2856
33.3795,-26.2224,-484.8159
33.8914,50.8570,-47.7844
34.5094,-11.1400,155.1685
36.2107,45.3871,-276.8567
36.7732,-20.3933,325.2207
38.5084,34.0598,-356.6055
39.0571,-18.1762,209.8893
40.7622,37.5095,-212.1440
41.3053,-24.8049,409.0321
43.2302,8.1324,-619.6420
44.0399,-3.7455,-555.6865
44.6899,39.0699,-412.5710
45.4116,46.3547,-428.2802
46.1605,57.8272,-337.3254
46.9722,47.1827,-490.7920
47.7016,47.9396,-413.4291
48.4562,56.5384,-348.0599
49.3020,35.4395,-582.1137
49.9683,52.9043,-298.8961
50.7713,49.8283,-435.7846
51.5423,48.3730,-461.9101
52.2916,51.4156,-408.8452
53.0554,52.2422,-420.8493
53.8432,47.5668,-482.1705
54.5732,52.1619,-411.2771
55.3437,56.2742,-402.9115
56.1731,38.6538,-589.5627
56.8398,54.0984,-289.0315
57.6399,54.7229,-396.7472
58.4787,31.3680,-603.6013
59.1436,51.4242,-331.7874
59.9476,49.5462,-455.4307
60.6967,53.0291,-431.4828
61.4775,47.9095,-480.2694
62.2142,54.5227,-416.2885
63.0175,47.8452,-508.9691
63.7293,53.7879,-383.2091
64.5162,54.4260,-430.5923
65.3084,45.2548,-530.7837
66.0078,56.2867,-343.6286
66.8047,53.5379,-439.4571
67.6155,38.1702,-575.4793
