t_s,theta1_deg,omega1_deg_s
5.0000,17.0459,-302.9310
6.0000,-11.0056,-460.1745
7.0000,3.3519,-315.2759
8.0000,18.4072,-257.5077
9.0000,22.4449,-275.1932
10.0000,18.9751,-262.0482
11.0000,18.0040,-288.6320
12.0000,16.0337,-254.5644
13.0000,-7.8866,-330.8007
14.0000,6.6423,-323.5066
15.0000,13.5692,-273.5926
16.0000,19.1566,-275.1053
17.0000,21.1247,-263.5171
18.0000,19.4684,-255.9476
19.0000,15.4948,-283.2541
20.0000,0.1457,-259.3025
21.0000,21.0234,-364.7760
22.0000,25.0401,-292.9539
23.0000,20.2741,-247.6847
24.0000,16.9439,-248.1067
25.0000,4.3572,-251.6420
26.0000,2.7362,-348.0291
27.0000,9.6871,-333.4352
28.0000,-1.3407,-271.0785
29.0000,-3.1084,-370.9823
