t_s,theta1_deg,omega1_deg_s
0.0206,-0.5506,-46.1765
0.6205,33.8008,133.1371
1.6125,10.8258,8.9373
2.6441,3.4992,151.7444
3.6638,7.6113,32.2460
4.6643,17.5893,65.7931
6.6004,30.3772,230.0010
7.6286,9.8205,-0.6623
8.6386,2.6768,124.4277
9.6544,9.0887,15.7970
10.6555,13.7379,35.8569
11.6872,34.2729,72.5698
12.3536,-48.6060,354.9792
13.6165,30.5790,44.3571
14.6297,13.4960,-8.9495
15.6255,6.3158,65.6617
16.6399,4.3777,85.0649
17.6604,5.5990,50.4024
18.6617,15.7420,22.6243
19.7051,45.8586,74.2938
20.5297,0.4094,440.0024
21.6399,9.0779,88.8843
22.6644,6.3192,60.0336
23.6780,13.1903,1.2292
24.7078,47.0667,109.6102
25.3743,-46.6689,364.1504
26.6411,25.9733,45.1330
27.6910,43.3129,52.3948
28.6517,52.1738,213.2856
