t_s,theta1_deg,omega1_deg_s
5.1715,25.0880,-10.2906
6.1881,13.9350,3.5748
7.2170,25.2421,14.5829
8.2846,69.8761,-54.6620
9.2529,60.6521,-96.8776
10.2441,55.7837,-98.0288
11.2463,56.8121,-97.9972
12.2625,66.2078,-82.7846
13.2425,61.9173,-82.2095
14.2436,60.2180,-102.7008
15.2504,60.4631,-95.2578
16.2398,59.0854,-72.8949
17.2450,58.8060,-74.4685
18.2245,50.9690,25.7653
18.8592,-77.5254,169.4562
19.2551,72.6780,142.5393
20.1749,13.9117,51.6409
21.2202,16.7560,27.4483
22.7919,-80.8960,-5.1081
23.5910,-21.2869,-530.0387
24.3352,69.6384,-116.6937
25.2358,42.5881,-78.9742
26.3087,80.7730,-84.9740
27.5897,-16.0975,-634.2238
28.5924,-27.7846,-495.7428
29.4088,50.7460,-379.0353
30.2205,38.5367,-128.4776
31.2610,47.9964,-114.4691
33.2137,37.2181,-78.0568
34.2285,42.4436,-100.9447
