t_s,theta1_deg,omega1_deg_s
5.0000,-21.4985,372.7273
6.0000,-31.2717,291.9822
7.0000,-36.5673,288.2600
8.0000,-13.8161,332.9479
9.0000,-12.6775,388.6656
10.0000,-9.9377,372.6604
11.0000,-9.6003,360.3531
12.0000,-6.8367,375.8025
13.0000,-5.5089,397.3136
14.0000,-6.6661,367.5213
15.0000,-9.5735,374.8988
16.0000,-8.3499,413.0674
17.0000,-8.8747,382.0641
18.0000,-18.6148,369.7212
19.0000,-18.1817,536.5376
20.0000,-28.8656,324.7364
21.0000,-39.7412,257.2309
22.0000,-30.8926,237.7443
23.0000,-14.1033,436.1783
24.0000,-26.2159,551.1952
25.0000,-21.2275,352.2328
26.0000,-9.2671,350.9077
27.0000,-26.4974,330.7123
28.0000,-32.3585,366.9880
29.0000,-20.0471,501.5274
30.0000,-19.5673,325.9432
31.0000,-21.9370,291.5928
32.0000,-32.7250,404.1063
33.0000,-14.8059,298.4915
34.0000,-17.4953,312.9153
35.0000,-12.0015,322.5133
