frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,omega_cap_suspect
0,0.0,free_swing,578,493,579,631,-27.832,0.415,0,9.55,58.89,1,138.00,10.50,2500,0,0,0
1,0.01668,free_swing,578,493,578,634,-27.832,0.000,0,-1.30,31.39,0,141.00,8.56,2500,0,0,0
2,0.03337,free_swing,578,493,583,627,-27.832,2.137,0,-6.43,9.92,1,134.09,13.04,2500,0,0,0
3,0.05005,free_swing,578,492,579,643,-27.979,0.379,0,-5.83,-5.51,0,151.00,2.07,2500,0,0,0
4,0.06673,free_swing,578,492,584,638,-27.979,2.353,0,5.22,-39.95,0,146.12,5.24,2500,0,0,0
5,0.08342,free_swing,578,492,577,638,-27.979,-0.392,0,6.65,2.26,0,146.00,5.31,2500,0,0,0
6,0.1001,free_swing,579,493,581,629,-27.553,0.843,0,0.00,14.53,1,136.01,11.79,2500,0,0,0
7,0.11678,free_swing,578,492,582,630,-27.979,1.660,0,-5.88,42.04,1,138.06,10.47,2500,0,0,0
8,0.13347,free_swing,578,492,582,633,-27.979,1.625,0,-6.79,-33.70,0,141.06,8.52,2500,0,0,0
9,0.15015,free_swing,578,492,580,636,-27.979,0.796,0,2.23,-31.55,0,144.01,6.60,2500,0,0,0
10,0.16683,free_swing,578,492,578,638,-27.979,0.000,0,0.00,5.32,0,146.00,5.32,2500,0,0,0
11,0.18352,free_swing,578,492,581,635,-27.979,1.202,0,0.00,5.59,0,143.03,7.24,2500,0,0,0
12,0.2002,free_swing,578,492,581,636,-27.979,1.193,0,0.00,28.39,0,144.03,6.59,2500,0,0,0
13,0.21688,free_swing,578,492,579,636,-27.979,0.398,0,0.00,3.24,0,144.00,6.61,2500,0,0,0
14,0.23357,free_swing,578,492,584,630,-27.979,2.490,0,0.00,11.61,1,138.13,10.42,2500,0,0,0
15,0.25025,free_swing,578,492,580,629,-27.979,0.836,0,0.00,8.37,1,137.01,11.14,2500,0,0,0
16,0.26693,free_swing,578,492,582,628,-27.979,1.685,0,0.00,-4.68,1,136.06,11.76,2500,0,0,0
17,0.28362,free_swing,578,492,582,632,-27.979,1.637,0,0.00,-22.61,0,140.06,9.17,2500,0,0,0
18,0.3003,free_swing,578,492,581,630,-27.979,1.245,0,0.00,-26.54,1,138.03,10.48,2500,0,0,0
19,0.31698,free_swing,578,492,577,640,-27.979,-0.387,0,0.79,-9.59,0,148.00,4.02,2500,0,0,0
20,0.33367,free_swing,578,492,582,611,-27.979,1.925,0,-2.39,75.56,1,119.07,22.78,2500,0,0,0
21,0.35035,free_swing,578,492,581,624,-27.979,1.302,0,-3.54,64.11,1,132.03,14.37,2500,0,0,0
22,0.36703,free_swing,578,491,587,611,-28.129,4.289,0,4.46,-61.44,1,120.34,21.96,2500,0,0,0
23,0.38372,free_swing,578,492,580,616,-27.979,0.924,0,5.93,-61.78,1,124.02,19.57,2500,0,0,0
24,0.4004,free_swing,579,492,577,639,-27.699,-0.779,0,0.93,5.10,0,147.01,4.66,2500,0,0,0
25,0.41708,free_swing,578,492,583,627,-27.979,2.121,0,-1.65,44.22,1,135.09,12.39,2500,0,0,0
26,0.43377,free_swing,578,492,584,612,-27.979,2.862,0,2.40,-39.44,1,120.15,22.08,2500,0,0,0
27,0.45045,free_swing,579,492,577,625,-27.699,-0.862,0,8.33,-54.81,1,133.02,13.74,2500,0,0,0
28,0.46713,free_swing,579,492,579,635,-27.699,0.000,0,3.00,88.94,0,143.00,7.26,2500,0,0,0
29,0.48382,free_swing,579,492,586,627,-27.699,2.968,0,0.79,85.89,1,135.18,12.33,2500,0,0,0
30,0.5005,free_swing,579,492,590,625,-27.699,4.728,0,-6.85,33.49,1,133.45,13.45,2500,0,0,0
31,0.51718,free_swing,579,492,581,618,-27.699,0.909,0,-5.93,-63.66,1,126.02,18.28,2500,0,0,0
32,0.53387,free_swing,578,491,589,637,-28.129,4.309,0,0.78,-24.05,0,146.41,5.05,2500,0,0,0
33,0.55055,free_swing,579,492,580,624,-27.699,0.434,0,3.56,14.46,1,132.00,14.39,2500,0,0,0
34,0.56723,free_swing,579,492,587,629,-27.699,3.342,0,4.80,6.95,1,137.23,11.00,2500,0,0,0
35,0.58392,free_swing,579,491,584,628,-27.848,2.090,0,-2.25,0.47,1,137.09,11.09,2500,0,0,0
36,0.6006,free_swing,579,492,586,625,-27.699,3.013,0,2.06,-59.87,1,133.18,13.63,2500,0,0,0
37,0.61728,free_swing,579,492,579,630,-27.699,0.000,0,2.38,-10.15,1,138.00,10.50,2500,0,0,0
38,0.63397,free_swing,579,492,584,633,-27.699,2.031,0,-0.78,35.86,0,141.09,8.50,2500,0,0,0
39,0.65065,free_swing,579,492,585,637,-27.699,2.370,0,0.00,52.65,0,145.12,5.88,2500,0,0,0
40,0.66733,free_swing,579,492,586,605,-27.699,3.545,0,0.00,75.45,1,113.22,26.58,2500,0,0,0
41,0.68402,free_swing,579,492,586,621,-27.699,3.106,0,0.00,12.82,1,129.19,16.22,2500,0,0,0
42,0.7007,free_swing,579,492,590,590,-27.699,6.404,0,1.47,-33.75,1,98.62,36.05,2500,0,0,0
43,0.71738,free_swing,579,492,581,628,-27.699,0.843,0,-4.46,-87.86,1,136.01,11.79,2500,0,0,0
44,0.73407,free_swing,579,492,584,608,-27.699,2.468,0,-2.40,-136.63,1,116.11,24.70,2500,0,0,0
45,0.75075,free_swing,578,492,577,626,-27.979,-0.428,0,-4.46,32.68,1,134.00,13.10,2500,0,0,0
46,0.76743,free_swing,579,492,577,634,-27.699,-0.807,0,0.78,42.25,0,142.01,7.90,2500,0,0,0
47,0.78412,free_swing,578,492,587,624,-27.979,3.900,0,2.87,27.63,1,132.31,14.20,2500,0,0,0
48,0.8008,free_swing,579,492,581,629,-27.699,0.836,0,-2.03,-72.83,1,137.01,11.14,2500,0,0,0
49,0.81748,free_swing,579,491,577,636,-27.848,-0.790,0,2.41,-10.57,0,145.01,5.96,2500,0,0,0
50,0.83417,free_swing,579,491,580,628,-27.848,0.418,0,1.37,107.84,1,137.00,11.15,2500,0,0,0
