stem,x_param,theta1_deg,omega1_deg_s
3.2V_0.97Hz,0.9700,58.3727,239.3398
3.2V_0.97Hz,0.9700,8.9650,58.9353
3.2V_0.97Hz,0.9700,15.7223,37.1969
3.2V_0.97Hz,0.9700,23.3704,117.5048
3.2V_0.97Hz,0.9700,37.1442,473.1532
3.2V_0.97Hz,0.9700,11.9813,629.5375
3.2V_0.97Hz,0.9700,19.8104,154.1120
3.2V_0.97Hz,0.9700,27.7562,686.4151
3.2V_0.97Hz,0.9700,17.4869,178.6461
3.2V_0.97Hz,0.9700,35.6457,250.8924
3.2V_0.97Hz,0.9700,5.5621,546.6233
3.2V_0.97Hz,0.9700,15.2544,197.3537
3.2V_0.97Hz,0.9700,25.2236,661.7293
3.2V_0.97Hz,0.9700,18.9861,79.0886
3.2V_0.97Hz,0.9700,18.2066,233.7599
3.2V_0.97Hz,0.9700,52.0581,444.5177
3.2V_0.97Hz,0.9700,17.0775,194.1284
3.2V_0.97Hz,0.9700,26.8644,159.7311
3.2V_0.98Hz,0.9800,12.4951,166.7053
3.2V_0.98Hz,0.9800,23.3688,149.8170
3.2V_0.98Hz,0.9800,36.6141,607.2236
3.2V_0.98Hz,0.9800,20.6154,203.8501
3.2V_0.98Hz,0.9800,19.1085,142.4930
3.2V_0.98Hz,0.9800,36.2683,418.4496
3.2V_0.98Hz,0.9800,1.4150,114.7827
3.2V_0.98Hz,0.9800,19.0926,95.7148
3.2V_0.98Hz,0.9800,35.0938,271.8271
3.2V_0.98Hz,0.9800,11.9310,-49.7025
3.2V_0.98Hz,0.9800,11.2591,108.3745
3.2V_0.98Hz,0.9800,14.3050,133.5842
3.2V_0.98Hz,0.9800,22.6927,252.3231
3.2V_0.98Hz,0.9800,30.9809,450.1925
3.2V_0.98Hz,0.9800,63.3496,250.0836
3.2V_0.98Hz,0.9800,53.6021,276.0210
3.2V_0.98Hz,0.9800,66.5413,237.2660
3.2V_0.98Hz,0.9800,50.4659,220.5051
3.2V_0.98Hz,0.9800,10.7097,545.1944
3.2V_0.98Hz,0.9800,22.9209,201.9953
3.2V_0.98Hz,0.9800,42.1936,641.7360
3.2V_0.98Hz,0.9800,17.7033,80.6628
3.2V_0.98Hz,0.9800,23.9410,149.9939
3.2V_0.98Hz,0.9800,44.7801,392.4291
3.2V_0.98Hz,0.9800,20.5850,216.9185
3.2V_0.98Hz,0.9800,38.9427,327.1668
3.2V_0.98Hz,0.9800,24.4630,20.8118
3.2V_0.98Hz,0.9800,23.9175,92.8727
3.2V_0.98Hz,0.9800,46.2110,381.7446
3.2V_0.98Hz,0.9800,51.0719,260.7213
3.2V_0.98Hz,0.9800,54.7345,313.6874
3.2V_0.98Hz,0.9800,10.1467,191.9447
3.2V_0.98Hz,0.9800,24.6106,176.9077
3.2V_0.98Hz,0.9800,47.0198,314.8679
3.2V_0.98Hz,0.9800,55.4398,109.8425
3.2V_0.98Hz,0.9800,58.0956,137.3960
3.2V_0.98Hz,0.9800,24.0464,22.4730
3.2V_0.98Hz,0.9800,12.4648,133.3298
3.2V_0.98Hz,0.9800,26.5681,308.3897
3.2V_0.98Hz,0.9800,1.6142,371.5114
3.2V_0.98Hz,0.9800,19.5983,147.0788
3.2V_0.98Hz,0.9800,40.3078,364.1187
3.2V_0.98Hz,0.9800,6.8098,525.4042
3.2V_0.98Hz,0.9800,14.9957,104.6758
3.2V_0.98Hz,0.9800,32.7136,302.8449
3.2V_0.98Hz,0.9800,5.5096,589.6983
3.2V_0.98Hz,0.9800,21.9108,181.8903
3.2V_0.98Hz,0.9800,32.3382,661.4920
3.2V_0.98Hz,0.9800,18.1055,121.3829
3.2V_0.98Hz,0.9800,32.0619,225.3148
3.2V_0.98Hz,0.9800,59.0936,301.1281
3.2V_0.98Hz,0.9800,20.5262,101.7089
3.2V_0.98Hz,0.9800,32.5782,442.9432
3.2V_0.98Hz,0.9800,25.8538,235.1464
3.2V_0.98Hz,0.9800,46.0131,320.5811
3.2V_0.98Hz,0.9800,37.1340,-17.5631
3.2V_0.98Hz,0.9800,18.9658,12.8836
3.2V_0.98Hz,0.9800,17.1889,96.1806
3.2V_0.98Hz,0.9800,33.1697,438.1829
3.2V_0.98Hz,0.9800,6.4663,591.5270
3.2V_0.99Hz,0.9900,68.1930,-23.0795
3.2V_0.99Hz,0.9900,60.2132,80.9735
3.2V_0.99Hz,0.9900,80.6095,-140.9396
3.2V_0.99Hz,0.9900,66.7710,19.8255
3.2V_0.99Hz,0.9900,67.6957,-194.8772
3.2V_0.99Hz,0.9900,70.9580,35.2382
3.2V_0.99Hz,0.9900,80.3320,-261.7187
3.2V_0.99Hz,0.9900,51.8408,-137.1232
3.2V_0.99Hz,0.9900,71.3512,-248.5494
3.2V_0.99Hz,0.9900,58.4528,-72.4700
3.2V_0.99Hz,0.9900,70.9087,-178.0962
3.2V_0.99Hz,0.9900,68.2000,6.8354
3.2V_0.99Hz,0.9900,79.1802,-291.3775
3.2V_0.99Hz,0.9900,64.4380,-53.9412
3.2V_0.99Hz,0.9900,57.0250,-4.3051
3.2V_0.99Hz,0.9900,47.4060,-87.3063
3.2V_0.99Hz,0.9900,80.3123,-200.6068
3.2V_0.99Hz,0.9900,64.3940,-15.5428
3.2V_0.99Hz,0.9900,57.4141,-249.4088
3.2V_0.99Hz,0.9900,68.9491,-69.6506
3.2V_0.99Hz,0.9900,57.4770,-1.4311
3.2V_0.99Hz,0.9900,71.4203,-296.7816
3.2V_0.99Hz,0.9900,46.5567,-253.0823
3.2V_0.99Hz,0.9900,53.7137,-141.7510
3.2V_0.99Hz,0.9900,75.3499,-192.6726
3.2V_0.99Hz,0.9900,67.1150,-18.9281
3.2V_0.99Hz,0.9900,57.1813,-240.9221
3.2V_0.99Hz,0.9900,63.0785,-40.5778
3.2V_0.99Hz,0.9900,60.1350,3.0722
3.2V_0.99Hz,0.9900,72.7418,-141.6250
3.2V_0.99Hz,0.9900,64.4010,-5.3051
3.2V_0.99Hz,0.9900,68.9721,-207.6653
3.2V_0.99Hz,0.9900,83.7415,-265.6280
3.2V_0.99Hz,0.9900,48.7518,-211.5199
3.2V_0.99Hz,0.9900,57.7914,-133.3706
3.2V_0.99Hz,0.9900,69.0265,-235.6201
3.2V_0.99Hz,0.9900,61.1801,-43.7225
3.2V_0.99Hz,0.9900,72.7012,-244.9387
3.2V_0.99Hz,0.9900,67.4370,-15.0701
3.2V_0.99Hz,0.9900,68.6998,-111.3966
3.2V_0.99Hz,0.9900,66.6350,-34.1028
3.2V_0.99Hz,0.9900,49.9204,-180.4132
3.2V_0.99Hz,0.9900,53.1734,-145.4371
3.2V_0.99Hz,0.9900,52.1782,-163.8157
3.2V_0.99Hz,0.9900,42.1457,-186.1635
3.2V_0.99Hz,0.9900,48.7326,-129.3234
3.2V_0.99Hz,0.9900,93.7718,-289.6416
3.2V_0.99Hz,0.9900,51.5564,-118.4350
3.2V_0.99Hz,0.9900,46.3520,-106.3470
3.2V_0.99Hz,0.9900,63.3480,-30.6272
3.2V_0.99Hz,0.9900,66.5563,-223.1752
3.2V_0.99Hz,0.9900,68.4910,-21.7004
3.2V_0.99Hz,0.9900,59.5760,-395.4229
3.2V_0.99Hz,0.9900,71.2753,-118.8836
3.2V_0.99Hz,0.9900,51.0600,2.5194
3.2V_0.99Hz,0.9900,68.8836,-186.0915
3.2V_0.99Hz,0.9900,68.4950,25.6363
3.2V_0.99Hz,0.9900,67.6702,-306.5585
3.2V_0.99Hz,0.9900,54.2937,-191.6259
3.2V_1.00Hz,1.0000,26.8052,344.9069
3.2V_1.00Hz,1.0000,46.3220,16.3994
3.2V_1.00Hz,1.0000,47.1081,511.1050
3.2V_1.00Hz,1.0000,29.6637,153.3683
3.2V_1.00Hz,1.0000,69.5229,82.9624
3.2V_1.00Hz,1.0000,43.4112,400.1082
3.2V_1.00Hz,1.0000,63.7978,139.6366
3.2V_1.00Hz,1.0000,57.4713,408.0992
3.2V_1.00Hz,1.0000,28.3857,242.6402
3.2V_1.00Hz,1.0000,58.9559,66.5552
3.2V_1.00Hz,1.0000,40.3377,356.0199
3.2V_1.00Hz,1.0000,24.2167,123.3314
3.2V_1.00Hz,1.0000,59.7771,323.9845
3.2V_1.00Hz,1.0000,74.2504,402.8341
3.2V_1.00Hz,1.0000,69.1542,304.5144
3.2V_1.00Hz,1.0000,55.4074,18.9586
3.2V_1.00Hz,1.0000,52.2326,472.9913
3.2V_1.00Hz,1.0000,30.9215,132.1175
3.2V_1.00Hz,1.0000,74.4592,200.4055
3.2V_1.00Hz,1.0000,32.5883,295.6939
3.2V_1.00Hz,1.0000,61.2266,239.8554
3.2V_1.00Hz,1.0000,38.3774,333.9205
3.2V_1.00Hz,1.0000,35.8609,35.3856
3.2V_1.00Hz,1.0000,76.6019,150.8646
3.2V_1.00Hz,1.0000,30.0875,133.4499
3.2V_1.00Hz,1.0000,26.5660,369.3797
3.2V_1.00Hz,1.0000,29.2027,303.9439
3.2V_1.00Hz,1.0000,68.2757,247.7874
3.2V_1.00Hz,1.0000,36.7168,315.6551
3.2V_1.00Hz,1.0000,56.5884,17.6016
3.2V_1.00Hz,1.0000,57.0948,438.6079
3.2V_1.00Hz,1.0000,28.7323,210.5369
3.2V_1.00Hz,1.0000,74.9649,265.0772
3.2V_1.00Hz,1.0000,75.4224,421.2571
3.2V_1.00Hz,1.0000,36.4486,406.3776
3.2V_1.00Hz,1.0000,30.0137,290.0660
3.2V_1.00Hz,1.0000,66.9742,350.1331
3.2V_1.00Hz,1.0000,42.8391,384.3631
3.2V_1.00Hz,1.0000,39.0221,75.1315
3.2V_1.00Hz,1.0000,39.8192,374.3212
3.2V_1.00Hz,1.0000,34.3135,276.0989
3.2V_1.00Hz,1.0000,67.4581,161.0560
3.2V_1.00Hz,1.0000,35.9906,296.3313
3.2V_1.00Hz,1.0000,66.6878,242.9730
3.2V_1.00Hz,1.0000,34.1229,331.6166
3.2V_1.00Hz,1.0000,75.4494,394.5006
3.2V_1.00Hz,1.0000,70.1018,72.1663
3.2V_1.00Hz,1.0000,59.0358,427.5534
3.2V_1.00Hz,1.0000,19.8542,256.3068
3.2V_1.00Hz,1.0000,61.3673,203.9772
3.2V_1.00Hz,1.0000,37.2217,308.9831
3.2V_1.00Hz,1.0000,67.3222,311.2737
3.2V_1.00Hz,1.0000,40.0909,338.3758
3.2V_1.00Hz,1.0000,51.2824,6.3227
3.2V_1.00Hz,1.0000,54.4579,438.5260
3.2V_1.00Hz,1.0000,28.2274,271.9185
3.2V_1.00Hz,1.0000,62.2117,211.7817
3.2V_1.00Hz,1.0000,37.6294,310.2408
3.2V_1.00Hz,1.0000,66.8210,426.3362
3.2V_1.00Hz,1.0000,41.3788,348.8749
3.2V_1.00Hz,1.0000,31.3894,209.3967
3.2V_1.00Hz,1.0000,27.5204,292.3490
3.2V_1.00Hz,1.0000,32.8345,252.1166
3.2V_1.00Hz,1.0000,61.4753,-102.0187
3.2V_1.00Hz,1.0000,31.9008,286.7701
3.2V_1.00Hz,1.0000,35.5291,280.6219
3.2V_1.00Hz,1.0000,67.3652,260.8155
3.2V_1.00Hz,1.0000,42.7276,351.7279
3.2V_1.09Hz,1.0900,43.9608,-489.3957
3.2V_1.09Hz,1.0900,42.4523,-497.6150
3.2V_1.09Hz,1.0900,62.2537,-505.6486
3.2V_1.09Hz,1.0900,55.5213,-499.5398
3.2V_1.09Hz,1.0900,51.7487,-364.8007
3.2V_1.09Hz,1.0900,56.5129,-503.5105
3.2V_1.09Hz,1.0900,66.8843,-287.2941
3.2V_1.09Hz,1.0900,33.4418,-245.6101
3.2V_1.09Hz,1.0900,62.7131,-250.3849
3.2V_1.09Hz,1.0900,41.1146,-481.6706
3.2V_1.09Hz,1.0900,44.6482,-400.5880
3.2V_1.09Hz,1.0900,53.7774,-508.4553
3.2V_1.09Hz,1.0900,45.3702,-209.6559
3.2V_1.09Hz,1.0900,36.6385,-491.8238
3.2V_1.09Hz,1.0900,54.3163,-201.9942
3.2V_1.09Hz,1.0900,27.1314,-386.4853
3.2V_1.09Hz,1.0900,53.1811,-218.6627
3.2V_1.09Hz,1.0900,33.1888,-293.7432
3.2V_1.09Hz,1.0900,49.1459,-187.0704
3.2V_1.09Hz,1.0900,55.3091,-502.3427
3.2V_1.09Hz,1.0900,44.5927,-219.3419
3.2V_1.09Hz,1.0900,40.9479,-318.3757
3.2V_1.09Hz,1.0900,48.0095,-147.6895
3.2V_1.09Hz,1.0900,44.3121,-498.8922
3.2V_1.09Hz,1.0900,60.0760,-311.1011
3.2V_1.09Hz,1.0900,54.5978,-65.5636
3.2V_1.09Hz,1.0900,45.7824,-209.5906
3.2V_1.09Hz,1.0900,52.0099,-83.9952
3.2V_1.09Hz,1.0900,49.6108,-240.4253
3.2V_1.09Hz,1.0900,49.8310,-43.4961
3.2V_1.09Hz,1.0900,53.5700,-287.5207
3.2V_1.09Hz,1.0900,39.6669,-55.5264
3.2V_1.09Hz,1.0900,55.1781,-308.1401
3.2V_1.09Hz,1.0900,44.0864,-62.7602
3.2V_1.09Hz,1.0900,55.3994,-296.4266
3.2V_1.09Hz,1.0900,31.7656,-250.4053
3.2V_1.09Hz,1.0900,70.0009,-218.4345
3.2V_1.09Hz,1.0900,59.2679,-250.2311
3.2V_1.09Hz,1.0900,48.5840,-23.2980
3.2V_1.09Hz,1.0900,49.6886,-278.7456
3.2V_1.09Hz,1.0900,46.3564,-94.4944
3.2V_1.09Hz,1.0900,52.0737,-308.1303
3.2V_1.09Hz,1.0900,43.1306,-104.7728
3.2V_1.09Hz,1.0900,53.7036,-311.8074
3.2V_1.09Hz,1.0900,37.1472,-84.5855
3.2V_1.15Hz,1.1500,-72.2723,-125.7489
3.2V_1.15Hz,1.1500,-38.2650,10.0980
3.2V_1.15Hz,1.1500,-66.6790,-32.3505
3.2V_1.15Hz,1.1500,-68.0890,-16.7850
3.2V_1.15Hz,1.1500,-71.3300,32.0294
3.2V_1.15Hz,1.1500,-81.9180,-8.4563
3.2V_1.15Hz,1.1500,-60.6670,19.3124
3.2V_1.15Hz,1.1500,-33.2560,-178.7024
3.2V_1.15Hz,1.1500,-31.8596,-359.8829
3.2V_1.15Hz,1.1500,-59.5246,-110.9257
3.2V_1.15Hz,1.1500,-31.4457,146.6473
3.2V_1.15Hz,1.1500,-77.3460,-75.7104
3.2V_1.15Hz,1.1500,-71.2640,-275.6645
3.2V_1.15Hz,1.1500,-34.9751,-87.7391
3.2V_1.15Hz,1.1500,-42.3620,-363.9519
3.2V_1.15Hz,1.1500,-55.6895,-168.7427
3.2V_1.15Hz,1.1500,-68.3846,-152.8702
3.2V_1.15Hz,1.1500,-59.0130,-28.1479
3.2V_1.15Hz,1.1500,-50.7696,168.1915
3.2V_1.15Hz,1.1500,-77.2090,6.2038
3.2V_1.15Hz,1.1500,-68.4992,-128.4503
3.2V_1.15Hz,1.1500,-43.6813,229.1941
3.2V_1.15Hz,1.1500,-62.0827,-100.8488
3.2V_1.15Hz,1.1500,-61.0431,-210.6747
3.2V_1.15Hz,1.1500,-57.6171,-263.6084
3.2V_1.15Hz,1.1500,-65.2651,-79.5166
3.2V_1.15Hz,1.1500,-29.1655,171.5007
3.2V_1.15Hz,1.1500,-73.8610,-35.9105
3.2V_1.15Hz,1.1500,-65.8383,-218.0012
3.2V_1.15Hz,1.1500,-66.0582,-324.9694
3.2V_1.15Hz,1.1500,-67.3758,-186.6918
3.2V_1.15Hz,1.1500,-42.6945,136.1287
3.2V_1.15Hz,1.1500,-72.4430,-30.6305
3.2V_1.15Hz,1.1500,-76.1835,-333.7104
3.2V_1.15Hz,1.1500,-75.7384,-160.7828
3.2V_1.15Hz,1.1500,-33.9611,-71.0331
3.2V_1.15Hz,1.1500,-56.1360,-54.1897
3.2V_1.15Hz,1.1500,-68.8030,2.6192
3.2V_1.15Hz,1.1500,-72.8881,-130.8828
3.2V_1.15Hz,1.1500,-70.4949,-171.0232
3.2V_1.15Hz,1.1500,-74.2674,-259.6673
3.2V_1.15Hz,1.1500,-68.5686,-175.0465
3.2V_1.15Hz,1.1500,-71.1030,92.9055
3.2V_1.15Hz,1.1500,-22.0558,-200.9082
3.2V_1.15Hz,1.1500,-67.6190,-63.4437
3.2V_1.15Hz,1.1500,-32.5775,141.8618
3.2V_1.15Hz,1.1500,-74.1154,57.8068
3.2V_1.15Hz,1.1500,-78.4650,-116.5300
3.2V_1.15Hz,1.1500,-68.6370,-57.6365
3.2V_1.15Hz,1.1500,-69.1041,-240.0492
3.2V_1.15Hz,1.1500,-58.8743,-156.7172
3.2V_1.15Hz,1.1500,-70.0470,-33.0014
3.2V_1.15Hz,1.1500,-71.3990,-45.7663
3.2V_1.15Hz,1.1500,-68.5420,-54.9080
3.2V_1.15Hz,1.1500,-76.8050,-51.6808
3.2V_1.15Hz,1.1500,-62.0970,-64.8500
3.2V_1.15Hz,1.1500,-77.4598,-319.3066
3.2V_1.15Hz,1.1500,-66.0320,-36.4757
3.2V_1.15Hz,1.1500,-20.7668,-157.1039
3.2V_1.15Hz,1.1500,-76.3846,-87.2194
3.2V_1.15Hz,1.1500,-72.1366,-361.1482
3.2V_1.15Hz,1.1500,-85.7130,-105.9051
3.2V_1.15Hz,1.1500,-65.7710,-8.9584
3.2V_1.15Hz,1.1500,-60.8692,215.2448
3.2V_1.15Hz,1.1500,-76.5730,32.1140
3.2V_1.15Hz,1.1500,-79.5040,-7.2456
3.2V_1.15Hz,1.1500,-78.2318,-80.7270
3.2V_1.15Hz,1.1500,-68.6586,-82.5847
3.2V_1.15Hz,1.1500,-81.9396,-86.8884
3.2V_1.15Hz,1.1500,-71.7943,50.9346
3.2V_1.15Hz,1.1500,-47.0441,160.2508
3.2V_1.15Hz,1.1500,-81.3564,-78.3878
3.2V_1.15Hz,1.1500,-62.8875,164.1924
3.2V_1.15Hz,1.1500,-65.8084,-264.1809
3.2V_1.15Hz,1.1500,-66.8450,-28.9087
3.2V_1.15Hz,1.1500,-38.3148,-93.5404
3.2V_1.15Hz,1.1500,-33.6337,-307.3695
3.2V_1.15Hz,1.1500,-46.5788,235.6615
3.2V_1.15Hz,1.1500,-77.9960,31.8167
3.2V_1.15Hz,1.1500,-77.0090,-16.7371
3.2V_1.15Hz,1.1500,-22.7415,-231.0241
3.2V_1.15Hz,1.1500,-62.7160,12.2363
3.2V_1.15Hz,1.1500,-54.4265,175.8667
3.2V_1.15Hz,1.1500,-25.3306,-245.0948
3.2V_1.15Hz,1.1500,-69.7487,-110.1566
3.2V_1.15Hz,1.1500,-67.6055,125.5877
3.2V_1.15Hz,1.1500,-65.6780,-23.6648
3.2V_1.15Hz,1.1500,-78.8850,-34.8658
3.2V_1.15Hz,1.1500,-71.5760,-75.7862
3.2V_1.15Hz,1.1500,-65.8910,-39.0600
3.2V_1.15Hz,1.1500,-72.0780,-1.0325
3.2V_1.15Hz,1.1500,-74.1860,4.1856
3.2V_1.15Hz,1.1500,-84.2702,-78.0515
3.2V_1.15Hz,1.1500,-62.6820,-51.2487
3.2V_1.15Hz,1.1500,-63.3430,9.6730
3.2V_1.15Hz,1.1500,-72.9050,36.4069
3.2V_1.15Hz,1.1500,-83.7910,-10.7782
3.2V_1.15Hz,1.1500,-61.6890,13.3583
3.2V_1.15Hz,1.1500,-33.7813,-146.7882
3.2V_1.16Hz,1.1600,-26.3442,237.6358
3.2V_1.16Hz,1.1600,-35.6124,486.6834
3.2V_1.16Hz,1.1600,-28.7062,189.7233
3.2V_1.16Hz,1.1600,-34.7233,200.5987
3.2V_1.16Hz,1.1600,-12.9851,267.8651
3.2V_1.16Hz,1.1600,-25.6499,193.7286
3.2V_1.16Hz,1.1600,-46.4346,266.0934
3.2V_1.16Hz,1.1600,-15.2291,391.1713
3.2V_1.16Hz,1.1600,-35.7389,325.3293
3.2V_1.16Hz,1.1600,-31.4279,129.6078
3.2V_1.16Hz,1.1600,-44.8782,291.6924
3.2V_1.16Hz,1.1600,-27.2832,412.3583
3.2V_1.16Hz,1.1600,-38.0255,373.1897
3.2V_1.16Hz,1.1600,-19.2372,218.1116
3.2V_1.16Hz,1.1600,-30.3021,607.3802
3.2V_1.16Hz,1.1600,-37.4925,329.0156
3.2V_1.16Hz,1.1600,-34.6431,143.5664
3.2V_1.16Hz,1.1600,-34.0545,357.3280
3.2V_1.16Hz,1.1600,-48.8031,165.5269
3.2V_1.16Hz,1.1600,-14.4682,196.7280
3.2V_1.16Hz,1.1600,-47.9632,242.8245
3.2V_1.16Hz,1.1600,-36.6057,325.8295
3.2V_1.16Hz,1.1600,-36.4915,409.7546
3.2V_1.16Hz,1.1600,-24.8544,216.9585
3.2V_1.16Hz,1.1600,-51.8668,266.3646
3.2V_1.16Hz,1.1600,-11.9122,455.2660
3.2V_1.16Hz,1.1600,-29.4550,195.6279
3.2V_1.16Hz,1.1600,-41.4547,245.5606
3.2V_1.16Hz,1.1600,-51.1962,244.3007
3.2V_1.16Hz,1.1600,-30.5697,480.5216
3.2V_1.16Hz,1.1600,-30.2617,166.9975
3.2V_1.16Hz,1.1600,-22.1831,240.7680
3.2V_1.16Hz,1.1600,-24.6852,469.8154
3.2V_1.16Hz,1.1600,-29.4924,233.7943
3.2V_1.16Hz,1.1600,-46.7070,219.0194
3.2V_1.16Hz,1.1600,-53.0897,220.7335
3.2V_1.16Hz,1.1600,-47.5872,214.8405
3.2V_1.16Hz,1.1600,-39.1566,401.8605
3.2V_1.16Hz,1.1600,-23.7264,154.2084
3.2V_1.16Hz,1.1600,-30.4344,384.6061
3.2V_1.16Hz,1.1600,-36.4157,425.4451
3.2V_1.16Hz,1.1600,-27.2800,462.1165
3.2V_1.16Hz,1.1600,-38.1284,357.3133
3.2V_1.16Hz,1.1600,-30.5906,523.1628
3.2V_1.16Hz,1.1600,-43.7290,443.1638
3.2V_1.16Hz,1.1600,-39.3099,467.2809
3.2V_1.16Hz,1.1600,-49.9514,252.3614
3.2V_1.16Hz,1.1600,-37.3321,384.4701
3.2V_1.16Hz,1.1600,-37.2727,133.9336
3.2V_1.16Hz,1.1600,-32.9877,341.9321
3.2V_1.16Hz,1.1600,-44.8867,458.0882
3.2V_1.16Hz,1.1600,-33.0960,446.1145
3.2V_1.16Hz,1.1600,-29.9186,432.9695
3.2V_1.16Hz,1.1600,-45.7378,387.5491
3.2V_1.16Hz,1.1600,-44.1306,455.0432
3.2V_1.16Hz,1.1600,-50.7118,416.2478
3.2V_1.16Hz,1.1600,-37.8903,514.7904
3.2V_1.16Hz,1.1600,-54.2902,341.2474
3.2V_1.16Hz,1.1600,-36.4839,437.8261
3.2V_1.16Hz,1.1600,-38.4940,517.6671
3.2V_1.16Hz,1.1600,-31.4900,476.9755
3.2V_1.16Hz,1.1600,-34.7880,518.7053
3.2V_1.16Hz,1.1600,-25.6309,445.2769
3.2V_1.16Hz,1.1600,-26.5546,449.5329
3.2V_1.16Hz,1.1600,-25.8097,453.1791
3.2V_1.16Hz,1.1600,-28.2705,471.5245
3.2V_1.16Hz,1.1600,-50.1698,337.2820
3.2V_1.16Hz,1.1600,-46.5090,431.5951
3.2V_1.16Hz,1.1600,-30.9760,467.9540
3.2V_1.16Hz,1.1600,-29.1275,203.9845
3.2V_1.16Hz,1.1600,-29.9054,464.5193
3.2V_1.16Hz,1.1600,-21.9012,273.4228
3.2V_1.16Hz,1.1600,-49.6497,292.1661
3.2V_1.16Hz,1.1600,-51.0456,377.3270
3.2V_1.16Hz,1.1600,-35.1245,435.6541
3.2V_1.16Hz,1.1600,-27.2510,450.9017
3.2V_1.16Hz,1.1600,-27.4771,449.6994
3.2V_1.16Hz,1.1600,-24.4555,449.1725
3.2V_1.16Hz,1.1600,-46.4499,342.4315
3.2V_1.16Hz,1.1600,-43.1082,463.6919
3.2V_1.16Hz,1.1600,-31.2175,462.5095
3.2V_1.16Hz,1.1600,-29.4192,221.3636
3.2V_1.16Hz,1.1600,-42.3289,472.2051
3.2V_1.16Hz,1.1600,-26.6888,389.2358
3.2V_1.16Hz,1.1600,-26.3858,461.0713
3.2V_1.16Hz,1.1600,-37.8863,511.6224
3.2V_1.16Hz,1.1600,-40.8019,480.8403
3.2V_1.16Hz,1.1600,-27.2969,451.7552
3.2V_1.16Hz,1.1600,-29.3143,461.7973
3.2V_1.16Hz,1.1600,-29.2296,461.7698
3.2V_1.16Hz,1.1600,-26.9080,453.6928
3.2V_1.16Hz,1.1600,-44.4777,424.4283
3.2V_1.16Hz,1.1600,-33.8784,246.8136
3.2V_1.16Hz,1.1600,-52.4594,345.6092
3.2V_1.16Hz,1.1600,-34.0536,439.5291
3.2V_1.16Hz,1.1600,-36.7493,483.6604
3.2V_1.16Hz,1.1600,-33.5448,187.4383
3.2V_1.16Hz,1.1600,-56.0544,237.6975
3.2V_1.16Hz,1.1600,-48.4028,209.9959
3.2V_1.16Hz,1.1600,-43.5669,205.6509
3.2V_1.16Hz,1.1600,-47.6124,192.9983
3.2V_1.16Hz,1.1600,-41.9946,187.3298
3.2V_1.16Hz,1.1600,-18.7116,291.7773
3.2V_1.16Hz,1.1600,-27.8340,247.8168
3.2V_1.16Hz,1.1600,-58.5112,229.6700
3.2V_1.16Hz,1.1600,-44.5066,169.0919
3.2V_1.16Hz,1.1600,-45.4048,206.8478
3.2V_1.16Hz,1.1600,-43.7228,214.6876
3.2V_1.16Hz,1.1600,-48.2804,197.1396
3.2V_1.16Hz,1.1600,-35.5414,258.1353
3.2V_1.17Hz,1.1700,-5.1109,601.9108
3.2V_1.17Hz,1.1700,-12.9226,328.7166
3.2V_1.17Hz,1.1700,-31.9549,392.0076
3.2V_1.17Hz,1.1700,-21.6956,364.4893
3.2V_1.17Hz,1.1700,5.6539,441.8957
3.2V_1.17Hz,1.1700,1.5540,414.9574
3.2V_1.17Hz,1.1700,7.4851,653.6587
3.2V_1.17Hz,1.1700,-5.9219,352.3423
3.2V_1.17Hz,1.1700,-28.6182,248.3281
3.2V_1.17Hz,1.1700,-11.9243,262.7904
3.2V_1.17Hz,1.1700,-11.4442,414.8033
3.2V_1.17Hz,1.1700,-16.6391,508.4794
3.2V_1.17Hz,1.1700,-0.4739,616.0699
3.2V_1.17Hz,1.1700,-14.6255,345.3700
3.2V_1.17Hz,1.1700,-23.4254,378.1467
3.2V_1.17Hz,1.1700,5.8211,421.3726
3.2V_1.17Hz,1.1700,-0.6178,428.2201
3.2V_1.17Hz,1.1700,4.9814,623.0586
3.2V_1.17Hz,1.1700,-6.8677,373.3396
3.2V_1.17Hz,1.1700,5.8519,485.7260
3.2V_1.17Hz,1.1700,0.9555,415.6479
3.2V_1.17Hz,1.1700,2.2856,443.5446
3.2V_1.17Hz,1.1700,4.5318,576.1221
3.2V_1.17Hz,1.1700,-4.6650,427.0057
3.2V_1.17Hz,1.1700,-11.5255,504.8063
3.2V_1.17Hz,1.1700,-17.4676,508.6773
3.2V_1.17Hz,1.1700,-0.3195,562.3144
3.2V_1.17Hz,1.1700,-17.8916,626.3096
3.2V_1.17Hz,1.1700,-10.6852,342.8677
3.2V_1.17Hz,1.1700,-25.4991,400.1439
3.2V_1.17Hz,1.1700,-19.5456,395.2426
3.2V_1.17Hz,1.1700,-32.5041,389.0267
3.2V_1.17Hz,1.1700,-32.9461,374.2701
3.2V_1.17Hz,1.1700,-32.4343,358.6979
3.2V_1.17Hz,1.1700,-0.3608,368.8981
3.2V_1.17Hz,1.1700,2.1776,447.8419
3.2V_1.17Hz,1.1700,-22.9288,488.4689
3.2V_1.17Hz,1.1700,-1.6870,341.0309
3.2V_1.17Hz,1.1700,-4.4388,475.7868
3.2V_1.17Hz,1.1700,1.7835,407.4409
3.2V_1.17Hz,1.1700,-6.8983,356.9865
3.2V_1.17Hz,1.1700,-9.7090,441.7501
3.2V_1.17Hz,1.1700,-11.1911,358.9302
