t_s,theta1_deg,omega1_deg_s
5.6000,19.4656,-479.6132
6.4000,-7.9280,-284.0894
7.2000,8.0449,-372.5086
8.0000,9.7254,-457.2861
8.8000,-3.5421,-274.3338
9.6000,4.9796,-389.8932
10.4000,5.0660,-520.4079
11.2000,3.3658,-260.9868
12.0000,4.2268,-378.0671
12.8000,8.6106,-520.0729
13.6000,-9.9244,-315.5241
14.4000,2.1364,-357.5392
15.2000,-4.3111,-535.8334
16.0000,0.8235,-267.7547
16.8000,6.2711,-406.4719
17.6000,-6.9112,-348.8990
18.4000,-7.2660,-364.9163
19.2000,-7.2393,-384.8617
20.0000,0.5916,-556.9028
20.8000,-6.4569,-353.0785
21.6000,-7.0289,-388.2196
22.4000,-7.7713,-375.5558
23.2000,-4.1230,-416.3416
24.0000,-8.0865,-355.4612
24.8000,-2.6212,-530.1421
25.6000,-2.2588,-343.9315
26.4000,-6.7550,-426.5981
27.2000,-4.7363,-363.1474
28.0000,-5.9047,-397.4028
28.8000,1.6183,-400.0636
29.6000,26.0313,-88.2199
30.4000,9.8457,-252.8947
31.2000,6.0695,-394.2797
32.0000,1.4069,-553.0954
32.8000,1.5013,-310.5089
