frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,667.199,484.942,665.662,637.935,1.573,-0.576,0,-0.16,20.21
1,0.01668,driven,667.199,484.942,666.424,637.940,1.573,-0.290,0,-0.05,12.06
2,0.03337,driven,667.199,484.942,666.785,637.942,1.573,-0.155,0,0.05,6.12
3,0.05005,driven,667.199,484.942,666.951,637.942,1.573,-0.093,0,0.16,2.39
4,0.06673,driven,667.199,484.942,666.977,637.942,1.573,-0.083,0,0.37,1.92
5,0.08342,driven,667.241,484.941,667.198,637.941,1.588,-0.016,0,0.37,1.33
6,0.1001,driven,667.241,484.941,667.216,637.941,1.588,-0.009,0,0.16,1.37
7,0.11678,driven,667.241,484.941,667.216,637.941,1.588,-0.009,0,0.21,0.66
8,0.13347,driven,667.241,484.941,667.350,637.941,1.588,0.041,0,-0.60,1.80
9,0.15015,driven,667.241,484.941,667.350,637.941,1.588,0.041,0,-1.67,2.17
10,0.16683,driven,667.091,484.945,667.350,637.945,1.532,0.097,0,-1.01,0.89
11,0.18352,driven,667.091,484.945,667.342,637.945,1.532,0.094,0,1.26,-1.14
12,0.2002,driven,667.241,484.941,667.342,637.941,1.588,0.038,0,2.76,-4.10
13,0.21688,driven,667.363,484.938,667.232,637.938,1.634,-0.049,0,1.85,-7.52
14,0.23357,driven,667.366,484.938,666.913,637.937,1.635,-0.170,0,0.49,-8.23
15,0.25025,driven,667.390,484.937,666.413,637.934,1.644,-0.366,0,-0.02,-8.38
16,0.26693,driven,667.390,484.937,666.278,637.933,1.644,-0.416,0,-0.31,-5.89
17,0.28362,driven,667.366,484.938,665.893,637.931,1.635,-0.552,0,-0.68,-1.92
18,0.3003,driven,667.321,484.939,665.875,637.932,1.618,-0.542,0,-0.50,-2.51
19,0.31698,driven,667.321,484.939,665.861,637.932,1.618,-0.547,0,-0.01,-2.45
20,0.33367,driven,667.321,484.939,665.488,637.928,1.618,-0.687,0,-0.13,-4.75
21,0.35035,driven,667.315,484.939,665.449,637.928,1.616,-0.699,0,-0.95,-3.57
22,0.36703,driven,667.240,484.941,665.162,637.927,1.588,-0.778,0,-1.43,-0.88
23,0.38372,driven,667.174,484.943,665.137,637.929,1.563,-0.763,0,-1.15,-0.33
24,0.4004,driven,667.145,484.944,665.121,637.930,1.553,-0.758,0,-1.42,3.91
25,0.41708,driven,667.145,484.944,665.106,637.930,1.553,-0.764,0,-1.34,-3.44
26,0.43377,driven,667.145,484.944,665.089,637.930,1.553,-0.770,0,8.75,-19.30
27,0.45045,driven,667.684,484.928,663.878,637.881,1.754,-1.425,0,20.70,-34.33
28,0.46713,driven,669.474,484.863,663.684,637.753,2.425,-2.169,0,41.41,-56.72
29,0.48382,driven,671.213,484.779,662.898,637.553,3.077,-3.115,0,68.27,-92.64
30,0.5005,driven,675.105,484.520,661.645,636.927,4.538,-5.047,0,91.18,-122.39
31,0.51718,driven,679.578,484.099,659.850,635.822,6.220,-7.408,0,99.36,-119.95
32,0.53387,driven,683.451,483.627,659.836,634.794,7.681,-8.879,0,69.32,-76.98
33,0.55055,driven,685.948,483.269,659.921,634.039,8.626,-9.794,0,36.36,-28.54
34,0.56723,driven,685.948,483.269,660.185,634.085,8.626,-9.694,0,0.97,30.31
35,0.58392,driven,685.948,483.269,662.412,634.448,8.626,-8.849,0,-43.08,105.15
36,0.6006,driven,682.729,483.723,666.386,635.847,7.409,-6.132,0,-97.77,196.78
37,0.61728,driven,676.884,484.369,670.633,637.241,5.206,-2.341,0,-154.65,282.23
