t_s,theta1_deg,omega1_deg_s
6.2189,42.0288,-321.8444
6.8210,-24.4892,333.1535
8.5814,42.1365,-185.9857
9.0648,-67.8508,233.9334
9.3541,58.7106,220.5277
10.4600,-26.3406,-451.2681
10.9631,34.4520,-17.5850
11.4780,-62.9115,203.8915
11.7778,57.9723,113.2284
12.8303,-6.6348,-492.3334
13.4139,48.0678,-328.5799
14.0407,-21.3238,177.1789
15.2527,-30.7378,-420.1768
15.7656,34.6300,-10.7497
16.3446,-35.9104,469.7766
16.4802,29.1402,378.2964
17.4693,51.1902,-431.4145
18.2658,54.1668,-438.2521
19.0574,58.3435,-411.5167
19.9594,26.9935,-659.2890
20.6100,52.3126,-173.2065
21.4185,58.8509,-233.0460
22.2585,55.8499,-411.1695
23.1241,38.0892,-595.4147
23.8001,52.7530,-205.5489
24.8670,-37.6553,-425.6610
25.4781,45.6280,-330.7824
26.3348,30.2369,-612.0969
26.9959,54.6242,-141.7528
28.2769,-65.1984,313.8022
28.5424,51.0947,239.7302
30.1729,41.6556,-142.5481
30.6740,-58.2806,237.9584
30.9432,55.5375,297.9651
32.0645,-33.2899,-440.4790
32.5722,41.8500,3.6561
