t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.2632,-58.7697,200.2588,-141.3267,-108.3016
6.3158,-49.2684,166.8585,-143.6895,-144.2342
7.3684,-57.7002,199.5477,168.3823,-265.7737
8.4211,-66.9777,380.4902,-68.4783,-384.7778
9.4737,-55.1764,234.4903,-142.4638,-66.4054
10.5263,-47.9876,197.5539,-141.1783,-136.5489
11.5789,-59.0238,206.5738,168.7602,-239.8528
12.6316,-30.6678,397.6697,-148.2526,-220.0842
13.6842,-43.2545,412.0027,-130.3704,-390.6246
14.7368,-42.1132,293.9976,-154.2478,-29.6178
15.7895,-53.7876,216.8942,159.5658,-563.0562
16.8421,-70.5167,344.2512,-116.9749,-453.0659
17.8947,-63.5546,189.0459,163.6074,-235.8947
18.9474,-26.3656,328.8059,-145.8570,-11.7939
20.0000,-50.7687,248.3462,-175.1567,-262.1625
21.0526,-72.3399,378.0071,53.1390,-100.2208
22.1053,-53.0719,285.1112,-158.3496,-42.9101
23.1579,-57.5868,492.0800,-84.2938,-818.3077
24.2105,-51.6213,263.0503,-174.3522,-191.1753
25.2632,-64.3899,309.3799,-153.5360,724.1271
26.3158,-58.5835,216.9368,-149.0452,-209.5620
27.3684,-73.8036,341.7158,-144.2649,386.9270
28.4211,-44.5136,210.4587,-161.1824,-175.3172
29.4737,-62.1434,284.2611,-168.5478,862.9381
30.5263,-69.3628,142.2520,-144.5503,-312.9859
31.5789,-62.9795,122.4373,171.9336,-351.3767
32.6316,-63.2379,297.5875,-87.9142,-66.4559
33.6842,-57.3125,198.4525,-138.7738,-147.1902
34.7368,-59.0258,213.8100,-154.2475,-189.5560
35.7895,-50.8874,226.1421,-165.3974,-165.9300
36.8421,-60.2074,301.6109,-172.8756,856.4002
37.8947,-65.7701,255.5855,-141.6623,-207.4364
38.9474,-52.7533,202.5631,1.7927,-153.7968
40.0000,-58.6386,265.1031,-146.6421,741.2334
41.0526,-64.7022,224.3906,-142.0793,-169.2312
42.1053,-62.3504,182.9727,167.8220,-279.6393
43.1579,-63.9704,331.5489,-76.2125,-140.8181
44.2105,-58.4199,244.1596,-144.4241,-123.8310
45.2632,-60.7333,202.6423,176.0091,-216.4342
46.3158,-61.2237,300.6806,-153.9303,799.7899
47.3684,-57.3620,229.5684,-145.9225,-160.8902
48.4211,-55.0416,188.6189,162.4522,-508.8281
49.4737,-72.0421,350.6364,-109.2889,-451.6212
50.5263,-54.1796,225.4707,-151.5975,-127.8006
51.5789,-58.5521,191.0388,161.0675,-536.7615
52.6316,-73.6950,357.6608,-101.5675,-517.8466
53.6842,-55.9399,228.4793,-156.9141,-87.0109
54.7368,-72.9403,322.3164,-132.1668,361.4561
55.7895,-38.9938,218.1157,-159.2690,-203.0944
56.8421,-47.1345,316.1453,-162.1594,905.1989
57.8947,-68.5291,246.3769,-137.5353,-302.9510
58.9474,-55.7401,157.5897,161.2894,-535.1299
60.0000,-73.8622,359.5431,-98.1714,-481.2705
61.0526,-52.5783,220.1049,-172.1361,-119.2607
62.1053,-54.0921,294.8538,-166.3066,966.8437
63.1579,-62.2807,248.9001,-147.1900,-93.9611
64.2105,-47.5914,176.9621,96.6659,-514.8107
65.2632,-66.4835,378.7770,-113.9886,-421.9229
66.3158,-56.9949,216.9485,-149.9964,-38.0489
67.3684,-60.3707,251.0823,-158.6125,-99.0348
68.4211,-58.1805,201.2768,159.4226,-463.3179
69.4737,-71.2083,358.4315,-109.9240,-447.6814
70.5263,-46.2581,230.2592,-148.1699,-120.7403
71.5789,-47.1799,197.2571,169.6302,-717.8100
72.6316,-72.4919,320.5568,-148.7733,-571.4588
