n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.2632,-58.7697,-49.2684,-141.3267,-143.6895
1,6.3158,-49.2684,-57.7002,-143.6895,168.3823
2,7.3684,-57.7002,-66.9777,168.3823,-68.4783
3,8.4211,-66.9777,-55.1764,-68.4783,-142.4638
4,9.4737,-55.1764,-47.9876,-142.4638,-141.1783
5,10.5263,-47.9876,-59.0238,-141.1783,168.7602
6,11.5789,-59.0238,-30.6678,168.7602,-148.2526
7,12.6316,-30.6678,-43.2545,-148.2526,-130.3704
8,13.6842,-43.2545,-42.1132,-130.3704,-154.2478
9,14.7368,-42.1132,-53.7876,-154.2478,159.5658
10,15.7895,-53.7876,-70.5167,159.5658,-116.9749
11,16.8421,-70.5167,-63.5546,-116.9749,163.6074
12,17.8947,-63.5546,-26.3656,163.6074,-145.8570
13,18.9474,-26.3656,-50.7687,-145.8570,-175.1567
14,20.0000,-50.7687,-72.3399,-175.1567,53.1390
15,21.0526,-72.3399,-53.0719,53.1390,-158.3496
16,22.1053,-53.0719,-57.5868,-158.3496,-84.2938
17,23.1579,-57.5868,-51.6213,-84.2938,-174.3522
18,24.2105,-51.6213,-64.3899,-174.3522,-153.5360
19,25.2632,-64.3899,-58.5835,-153.5360,-149.0452
20,26.3158,-58.5835,-73.8036,-149.0452,-144.2649
21,27.3684,-73.8036,-44.5136,-144.2649,-161.1824
22,28.4211,-44.5136,-62.1434,-161.1824,-168.5478
23,29.4737,-62.1434,-69.3628,-168.5478,-144.5503
24,30.5263,-69.3628,-62.9795,-144.5503,171.9336
25,31.5789,-62.9795,-63.2379,171.9336,-87.9142
26,32.6316,-63.2379,-57.3125,-87.9142,-138.7738
27,33.6842,-57.3125,-59.0258,-138.7738,-154.2475
28,34.7368,-59.0258,-50.8874,-154.2475,-165.3974
29,35.7895,-50.8874,-60.2074,-165.3974,-172.8756
30,36.8421,-60.2074,-65.7701,-172.8756,-141.6623
31,37.8947,-65.7701,-52.7533,-141.6623,1.7927
32,38.9474,-52.7533,-58.6386,1.7927,-146.6421
33,40.0000,-58.6386,-64.7022,-146.6421,-142.0793
34,41.0526,-64.7022,-62.3504,-142.0793,167.8220
35,42.1053,-62.3504,-63.9704,167.8220,-76.2125
36,43.1579,-63.9704,-58.4199,-76.2125,-144.4241
37,44.2105,-58.4199,-60.7333,-144.4241,176.0091
38,45.2632,-60.7333,-61.2237,176.0091,-153.9303
39,46.3158,-61.2237,-57.3620,-153.9303,-145.9225
40,47.3684,-57.3620,-55.0416,-145.9225,162.4522
41,48.4211,-55.0416,-72.0421,162.4522,-109.2889
42,49.4737,-72.0421,-54.1796,-109.2889,-151.5975
43,50.5263,-54.1796,-58.5521,-151.5975,161.0675
44,51.5789,-58.5521,-73.6950,161.0675,-101.5675
45,52.6316,-73.6950,-55.9399,-101.5675,-156.9141
46,53.6842,-55.9399,-72.9403,-156.9141,-132.1668
47,54.7368,-72.9403,-38.9938,-132.1668,-159.2690
48,55.7895,-38.9938,-47.1345,-159.2690,-162.1594
49,56.8421,-47.1345,-68.5291,-162.1594,-137.5353
50,57.8947,-68.5291,-55.7401,-137.5353,161.2894
51,58.9474,-55.7401,-73.8622,161.2894,-98.1714
52,60.0000,-73.8622,-52.5783,-98.1714,-172.1361
53,61.0526,-52.5783,-54.0921,-172.1361,-166.3066
54,62.1053,-54.0921,-62.2807,-166.3066,-147.1900
55,63.1579,-62.2807,-47.5914,-147.1900,96.6659
56,64.2105,-47.5914,-66.4835,96.6659,-113.9886
57,65.2632,-66.4835,-56.9949,-113.9886,-149.9964
58,66.3158,-56.9949,-60.3707,-149.9964,-158.6125
59,67.3684,-60.3707,-58.1805,-158.6125,159.4226
60,68.4211,-58.1805,-71.2083,159.4226,-109.9240
61,69.4737,-71.2083,-46.2581,-109.9240,-148.1699
62,70.5263,-46.2581,-47.1799,-148.1699,169.6302
63,71.5789,-47.1799,-72.4919,169.6302,-148.7733
