t_s,theta1_deg,omega1_deg_s
5.4994,15.8272,85.0860
6.5588,23.0015,41.4392
8.6395,18.2493,107.9976
9.7011,19.3361,85.1422
10.7602,24.5662,64.1160
12.8965,69.0560,15.1526
13.9272,55.9520,-65.0038
14.9572,31.0544,48.9883
17.0863,24.7293,1.5885
19.1644,43.6730,24.5560
20.6844,-3.3744,-820.8546
21.4424,94.2460,70.2431
22.3343,28.9301,48.4294
23.3927,40.2100,-6.3445
24.5379,84.2551,93.5685
25.4018,-31.5755,321.1645
26.5597,27.4169,47.6571
27.5270,-19.5907,342.0778
28.6975,54.1360,18.6333
29.1778,-45.3792,-575.5772
29.6122,-38.4678,274.6742
30.7885,14.3428,121.4532
32.8289,7.5812,230.1362
33.9216,17.5349,49.2124
34.9833,22.4711,15.6301
36.0707,50.9436,26.5031
36.5422,-44.5417,-572.9568
36.9831,-36.0374,228.7774
38.1327,19.1869,97.3622
39.2910,82.8630,77.8052
39.6613,-41.8967,-636.9931
40.1261,-33.7295,325.6770
41.2959,17.5458,91.9416
43.3586,11.8417,201.3680
44.4401,17.6599,88.3956
45.6066,78.4020,46.2937
45.9703,-35.0793,-659.4656
46.4485,-33.5399,329.5043
47.6049,23.8347,70.5951
49.7075,18.4307,18.2452
50.7640,25.5745,38.4163
52.8631,16.2031,34.7866
53.9267,28.6051,43.4057
54.8937,-17.4795,405.5648
56.0675,56.9930,13.0823
56.5484,-51.8797,-471.9122
56.9709,-29.7241,188.3731
58.1496,22.9378,90.1897
60.2318,16.5713,69.4370
61.3208,45.1216,30.1769
61.8176,-47.8589,-518.3068
62.2388,-34.3400,292.7116
63.3939,21.9916,69.0232
65.4901,23.2700,-1.3593
66.5497,13.6018,39.6756
67.6041,22.3001,37.2695
69.7064,20.0313,18.3243
70.7600,30.7885,45.3047
72.9361,63.0112,61.8293
