n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.2083,56.4969,21.7250,-148.4484,45.9378
1,6.2500,21.7250,63.4382,45.9378,-105.1114
2,7.2917,63.4382,41.4278,-105.1114,32.9903
3,8.3333,41.4278,35.6037,32.9903,46.2393
4,9.3750,35.6037,24.6548,46.2393,40.1432
5,10.4167,24.6548,55.5779,40.1432,-51.4273
6,11.4583,55.5779,23.0450,-51.4273,39.2716
7,12.5000,23.0450,61.2153,39.2716,-52.0243
8,13.5417,61.2153,34.4767,-52.0243,54.5443
9,14.5833,34.4767,23.0515,54.5443,39.7423
10,15.6250,23.0515,54.3767,39.7423,-27.7356
11,16.6667,54.3767,23.4612,-27.7356,46.2301
12,17.7083,23.4612,37.2342,46.2301,30.0553
13,18.7500,37.2342,32.1227,30.0553,69.6532
14,19.7917,32.1227,17.9673,69.6532,34.0215
15,20.8333,17.9673,58.0923,34.0215,-127.2137
16,21.8750,58.0923,75.7991,-127.2137,-57.2260
17,22.9167,75.7991,62.8987,-57.2260,-13.2856
18,23.9583,62.8987,81.0134,-13.2856,-13.4820
19,25.0000,81.0134,27.5540,-13.4820,56.5784
20,26.0417,27.5540,24.5887,56.5784,39.0848
21,27.0833,24.5887,56.8805,39.0848,-7.3589
22,28.1250,56.8805,24.4191,-7.3589,38.5798
23,29.1667,24.4191,31.3189,38.5798,33.7190
24,30.2083,31.3189,29.6216,33.7190,64.0200
25,31.2500,29.6216,21.6874,64.0200,24.6541
26,32.2917,21.6874,55.8624,24.6541,1.4999
27,33.3333,55.8624,22.5097,1.4999,42.9215
28,34.3750,22.5097,24.3483,42.9215,37.5327
29,35.4167,24.3483,58.8073,37.5327,-33.4253
30,36.4583,58.8073,38.1677,-33.4253,49.4201
31,37.5000,38.1677,22.9101,49.4201,32.9760
32,38.5417,22.9101,59.2778,32.9760,-25.7138
33,39.5833,59.2778,25.6335,-25.7138,39.9199
34,40.6250,25.6335,34.1301,39.9199,32.4072
35,41.6667,34.1301,83.0654,32.4072,29.5116
36,42.7083,83.0654,31.9557,29.5116,61.5012
37,43.7500,31.9557,25.7386,61.5012,56.7518
38,44.7917,25.7386,66.6582,56.7518,-51.7820
39,45.8333,66.6582,36.2453,-51.7820,56.3789
40,46.8750,36.2453,22.8724,56.3789,43.7917
41,47.9167,22.8724,56.2333,43.7917,-11.2702
42,48.9583,56.2333,24.4382,-11.2702,44.2575
43,50.0000,24.4382,37.0874,44.2575,26.2148
44,51.0417,37.0874,37.6640,26.2148,43.2909
45,52.0833,37.6640,24.5994,43.2909,40.6956
46,53.1250,24.5994,58.5560,40.6956,-52.8785
47,54.1667,58.5560,23.2556,-52.8785,37.7656
48,55.2083,23.2556,60.3029,37.7656,-33.6174
49,56.2500,60.3029,31.0655,-33.6174,56.0287
50,57.2917,31.0655,24.5849,56.0287,41.8566
51,58.3333,24.5849,58.5510,41.8566,-23.7867
52,59.3750,58.5510,31.4463,-23.7867,24.8161
53,60.4167,31.4463,58.9054,24.8161,-38.7124
54,61.4583,58.9054,20.0374,-38.7124,41.4662
55,62.5000,20.0374,32.8603,41.4662,16.4702
56,63.5417,32.8603,23.4436,16.4702,86.9832
57,64.5833,23.4436,21.9719,86.9832,32.2348
