t_s,theta1_deg,omega1_deg_s
6.2086,12.9303,197.0775
7.4224,101.3850,-7.4769
8.3100,40.6584,28.3476
8.8704,-64.0225,-364.4054
9.2448,-31.9628,334.8578
10.3882,23.0835,79.9890
12.4678,19.7757,50.6952
13.5893,68.7240,34.9094
13.9727,-21.8237,-702.3925
14.4627,-29.8089,242.9113
15.5962,20.9720,81.1373
17.6697,19.6550,20.8673
18.7288,36.9738,38.1499
19.3258,-76.0756,-281.7955
19.6659,-18.5530,96.8691
20.8059,14.7501,75.0635
22.2152,37.9608,-739.1928
22.9881,84.7210,36.2750
23.9719,64.1435,63.5678
24.5805,-88.7130,-31.8371
25.9765,9.9294,161.4520
27.0539,22.5785,80.3258
29.1372,23.4837,13.7404
30.1845,31.0985,35.0769
31.1517,-19.9389,195.4218
32.2745,20.5722,86.3915
34.3423,21.6803,2.2884
35.3886,22.4896,82.3043
36.4896,61.1875,21.3574
36.9216,-36.3059,-640.2009
37.3703,-31.4651,290.0479
38.5177,20.8218,98.2188
40.5951,24.8119,2.5918
41.6436,33.7490,30.7554
42.3005,-90.0420,-70.3476
43.6741,10.2280,170.2800
44.7480,21.8799,80.7104
45.8811,74.8210,60.8423
46.2573,-19.9597,-730.1935
46.7511,-30.1066,211.1593
47.8853,20.4218,88.6041
49.9660,23.3812,5.6246
51.0242,36.5296,45.6370
51.5768,-62.2886,-376.8176
51.9497,-33.9973,328.1423
53.0961,22.9978,66.4659
55.1791,21.1086,43.9753
56.2778,63.5796,44.4213
56.6901,-21.0779,-739.1531
57.1782,-28.0405,243.8040
58.3025,21.8132,90.8770
60.3995,31.3300,-2.5079
62.4686,18.3269,21.2526
63.5304,32.7410,31.0161
64.1351,-79.5833,-230.3841
64.4782,-3.5991,-70.7717
65.6024,21.1641,4.7031
