t_s,theta1_deg,omega1_deg_s
1.2849,0.1707,-46.4496
1.9875,43.3987,182.1219
3.0539,2.7645,96.9149
4.1174,17.7898,132.8719
6.1991,10.9716,211.5517
7.3267,79.2858,417.8022
8.2817,38.6016,172.3858
8.9818,-81.1950,52.4469
9.2713,-20.8779,474.9433
10.3741,21.3431,136.9713
12.4537,19.2190,82.9722
13.5347,59.3256,319.3029
14.0079,-39.8329,-352.2750
14.4850,-21.6976,447.9183
15.5832,19.6936,124.4319
17.6554,19.5260,84.8776
18.7025,34.4425,163.5317
19.4234,-79.6625,305.2276
19.6807,-15.8787,218.1659
20.7952,14.0785,79.2169
21.9530,90.5246,365.2077
22.9006,70.7859,348.3586
23.9126,49.8213,398.0119
24.6711,-71.2955,418.9449
25.9686,8.5725,182.3930
27.0393,21.3292,135.9104
29.1209,23.0333,75.4283
30.1622,29.2864,145.9165
31.1646,-16.2763,321.0574
32.2616,19.3262,135.3611
34.3276,21.4900,60.0236
35.3727,20.7233,142.5274
36.4388,54.5763,274.1096
36.9845,-57.5534,-187.0852
37.3952,-20.9995,478.9302
38.5052,19.4961,143.0323
40.5774,24.7540,67.1226
41.6199,31.8578,151.3938
42.3874,-72.5790,473.3534
43.6662,8.7149,193.8333
44.7330,20.2969,142.2984
45.8217,63.0562,330.8114
46.2893,-37.7212,-405.2949
46.7734,-22.2864,429.4357
47.8718,18.8340,141.2287
49.9496,22.9817,59.6466
50.9991,34.3235,160.1196
51.6838,-80.3790,18.3276
51.9777,-21.9807,503.3320
53.0820,21.7527,119.3449
55.1648,20.5311,84.2647
56.2304,55.6923,282.6116
56.7280,-41.1309,-360.7386
57.1993,-20.1887,434.0628
58.2892,20.7594,133.8355
60.3764,31.2350,89.9995
62.4563,18.0266,62.5337
63.5085,30.9295,148.0405
64.2287,-77.9903,353.8799
64.4806,-3.7768,-72.4498
65.5881,20.9550,49.9420
