frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,omega_cap_suspect
0,0.0,free_swing,582,493,587,619,-26.707,2.272,0,9.12,241.67,1,126.10,11.64,2500,0,0,0
1,0.01668,free_swing,582,493,593,599,-26.707,5.925,0,7.09,-74.76,1,106.57,25.32,2500,1,0,0
2,0.03337,free_swing,583,493,580,633,-26.423,-1.228,0,5.07,-219.57,0,140.03,1.87,2500,0,0,0
3,0.05005,free_swing,583,493,579,620,-26.423,-1.804,0,3.04,-192.77,1,127.06,10.96,2500,0,0,0
4,0.06673,free_swing,583,493,576,622,-26.423,-3.106,0,0.00,193.03,1,129.19,9.47,2500,1,0,0
5,0.08342,free_swing,583,493,579,598,-26.423,-2.182,0,-3.04,190.67,1,105.08,26.37,2500,0,0,0
6,0.1001,free_swing,583,493,594,559,-26.423,9.462,0,-6.96,-195.76,1,66.91,53.11,2500,1,0,0
7,0.11678,free_swing,582,493,583,588,-26.707,0.603,0,-6.96,898.12,1,95.01,33.43,2500,1,0,0
8,0.13347,free_swing,582,493,587,595,-26.707,2.806,0,-3.04,664.33,1,102.12,28.44,2500,1,0,0
9,0.15015,free_swing,582,493,609,508,-26.707,60.945,0,0.00,26.15,1,30.89,78.36,2500,1,0,0
10,0.16683,free_swing,582,493,582,537,-26.707,0.000,0,3.04,-875.02,1,44.00,69.17,2500,1,0,0
11,0.18352,free_swing,582,493,584,592,-26.707,1.157,0,6.96,-995.71,1,99.02,30.61,2500,0,0,0
12,0.2002,free_swing,583,493,581,585,-26.423,-1.245,0,9.20,209.10,1,92.02,35.52,2500,1,0,0
13,0.21688,free_swing,583,493,580,572,-26.423,-2.175,0,-2.30,11.05,1,79.06,44.60,2500,0,0,0
14,0.23357,free_swing,583,493,579,586,-26.423,-2.463,0,-11.92,153.07,1,93.09,34.77,2500,0,0,0
15,0.25025,free_swing,582,492,589,577,-26.851,4.708,0,-3.92,261.07,1,85.29,40.24,2500,0,0,0
16,0.26693,free_swing,582,493,587,545,-26.707,5.492,0,5.91,222.54,1,52.24,63.39,2500,0,0,0
17,0.28362,free_swing,583,493,597,568,-26.423,10.574,0,12.23,22.83,1,76.30,46.54,2500,0,0,0
18,0.3003,free_swing,583,493,592,552,-26.423,8.673,0,-2.24,-175.40,1,59.68,58.18,2500,0,0,0
19,0.31698,free_swing,583,493,588,554,-26.423,4.686,0,-3.92,-83.47,1,61.20,57.11,2500,0,0,0
20,0.33367,free_swing,582,493,585,608,-26.707,1.494,0,-4.53,37.46,1,115.04,19.39,2500,0,0,0
21,0.35035,free_swing,583,493,596,563,-26.423,10.521,0,0.00,-86.03,1,71.20,50.11,2500,0,0,0
22,0.36703,free_swing,582,493,585,566,-26.707,2.353,0,6.01,33.84,1,73.06,48.80,2500,0,0,0
23,0.38372,free_swing,583,493,582,621,-26.423,-0.448,0,-1.35,-32.43,1,128.00,10.30,2500,0,0,0
24,0.4004,free_swing,583,493,599,570,-26.423,11.739,0,-0.91,-6.96,1,78.64,44.89,2500,0,0,0
25,0.41708,free_swing,582,493,583,607,-26.707,0.503,0,-3.47,-514.52,1,114.00,20.11,2500,1,0,0
26,0.43377,free_swing,583,492,587,611,-26.565,1.925,0,-4.86,1836.13,1,119.07,16.56,2500,1,0,0
27,0.45045,free_swing,583,492,599,561,-26.565,13.055,0,1.32,1569.77,1,70.83,50.37,2500,1,0,0
28,0.46713,free_swing,582,492,617,475,-26.851,115.907,0,1.22,-121.63,1,38.91,72.73,2500,1,0,0
29,0.48382,free_swing,583,493,581,616,-26.423,-0.932,0,3.95,-1616.67,1,123.02,13.80,2500,1,0,0
30,0.5005,free_swing,583,492,595,578,-26.565,7.943,0,1.86,-1684.46,1,86.83,39.15,2500,0,0,0
31,0.51718,free_swing,583,492,592,591,-26.565,5.194,0,-2.24,593.13,1,99.41,30.34,2500,1,0,0
32,0.53387,free_swing,583,492,588,620,-26.565,2.237,0,4.97,-92.75,1,128.10,10.24,2500,1,0,0
33,0.55055,free_swing,583,493,591,587,-26.423,4.865,0,1.22,53.44,1,94.34,33.89,2500,0,0,0
34,0.56723,free_swing,583,493,589,559,-26.423,5.194,0,-0.44,170.90,1,66.27,53.56,2500,0,0,0
35,0.58392,free_swing,583,492,594,575,-26.565,7.549,0,-0.74,178.79,1,83.73,41.33,2500,0,0,0
36,0.6006,free_swing,583,493,599,564,-26.423,12.700,0,1.96,108.09,1,72.78,49.00,2500,0,0,0
37,0.61728,free_swing,583,493,596,557,-26.423,11.482,0,2.26,-189.67,1,65.31,54.24,2500,1,0,0
38,0.63397,free_swing,583,493,593,564,-26.423,8.017,0,-0.74,-111.04,1,71.70,49.76,2500,0,0,0
39,0.65065,free_swing,583,493,589,601,-26.423,3.180,0,0.00,197.38,1,108.17,24.20,2500,1,0,0
40,0.66733,free_swing,583,493,596,539,-26.423,15.781,0,1.49,136.94,1,47.80,66.50,2500,0,0,0
41,0.68402,free_swing,583,493,604,565,-26.423,16.260,0,-2.29,323.91,1,75.00,47.44,2500,0,0,0
42,0.7007,free_swing,583,493,595,561,-26.423,10.008,0,-10.74,-102.35,1,69.05,51.61,2500,1,0,0
43,0.71738,free_swing,582,493,598,526,-26.707,25.866,0,-5.16,-328.14,1,36.67,74.30,2500,1,0,0
44,0.73407,free_swing,582,492,582,590,-26.851,0.000,0,2.40,-390.32,1,98.00,31.33,2500,0,0,0
45,0.75075,free_swing,583,493,583,611,-26.423,0.000,0,8.45,-330.41,1,118.00,17.31,2500,0,0,0
46,0.76743,free_swing,583,492,587,581,-26.565,2.573,0,-3.45,131.12,1,89.09,37.57,2500,1,0,0
47,0.78412,free_swing,583,492,583,603,-26.565,0.000,0,-5.44,59.62,1,111.00,22.22,2500,0,0,0
48,0.8008,free_swing,582,492,584,592,-26.851,1.146,0,1.96,-5.13,1,100.02,29.91,2500,0,0,0
49,0.81748,free_swing,583,493,590,586,-26.423,4.304,0,5.47,-66.64,1,93.26,34.65,2500,0,0,0
50,0.83417,free_swing,583,492,578,632,-26.565,-2.045,0,7.57,-69.14,0,140.09,1.83,2500,0,0,0
51,0.85085,free_swing,583,493,580,592,-26.423,-1.736,0,-3.32,-64.27,1,99.05,30.59,2500,0,0,0
52,0.86753,free_swing,583,493,586,600,-26.423,1.606,0,-6.18,149.03,1,107.04,24.99,2500,1,0,0
53,0.88422,free_swing,582,493,579,624,-26.707,-1.312,0,-3.92,101.18,0,131.03,8.18,2500,0,0,0
54,0.9009,free_swing,582,493,592,589,-26.707,5.947,0,2.40,-12.67,1,96.52,32.36,2500,0,0,0
55,0.91758,free_swing,583,493,585,582,-26.423,1.287,0,4.22,-60.95,1,89.02,37.62,2500,0,0,0
56,0.93427,free_swing,583,492,582,571,-26.565,-0.725,0,1.82,-91.12,1,79.01,44.64,2500,0,0,0
57,0.95095,free_swing,583,492,584,623,-26.565,0.437,0,-1.79,-17.05,0,131.00,8.20,2500,0,0,0
58,0.96763,free_swing,583,493,585,609,-26.423,0.988,0,3.75,76.46,1,116.02,18.70,2500,0,0,0
59,0.98432,free_swing,583,492,580,630,-26.565,-1.245,0,-2.26,83.67,0,138.03,3.27,2500,0,0,0
60,1.001,free_swing,583,493,593,588,-26.423,6.009,0,-4.22,51.44,1,95.52,33.06,2500,0,0,0
61,1.01768,free_swing,582,493,587,597,-26.707,2.752,0,-1.96,61.88,1,104.12,27.04,2500,0,0,0
