t_s,theta1_deg,omega1_deg_s
5.5556,-27.1350,-1.2308
6.6667,-27.2481,2.9552
7.7778,-27.1350,5.2477
8.8889,-27.0197,0.5469
10.0000,-27.0213,3.7385
11.1111,27.0545,221.8910
12.2222,71.9782,786.8482
13.3333,35.3643,574.7292
14.4444,45.4127,677.6308
15.5556,41.1586,605.5942
16.6667,48.1177,684.5841
17.7778,43.7182,659.3659
18.8889,47.0004,658.5809
20.0000,44.1821,657.2827
21.1111,45.8726,669.8586
22.2222,40.7463,625.1948
23.3333,47.4155,680.2531
24.4444,43.1536,656.9659
25.5556,41.0915,627.8566
26.6667,43.4698,650.5350
27.7778,42.0049,624.3104
28.8889,42.1952,640.4252
30.0000,41.4081,645.3592
31.1111,40.9697,639.3257
32.2222,40.6026,605.8588
33.3333,42.4208,653.9636
34.4444,42.8699,652.1380
35.5556,41.4119,633.8088
36.6667,44.6884,662.6086
37.7778,42.7848,649.4612
38.8889,41.6114,661.5654
40.0000,43.6635,655.6414
41.1111,43.6135,663.5242
42.2222,46.3092,686.3763
43.3333,44.9709,660.4902
44.4444,45.0335,675.6493
45.5556,46.7899,701.1748
46.6667,47.4806,694.5274
47.7778,46.2440,702.5121
48.8889,43.6816,663.0230
50.0000,45.9194,705.5173
51.1111,47.9781,713.6493
52.2222,43.5944,655.4324
53.3333,46.0491,695.8947
54.4444,46.9549,704.1067
55.5556,42.4367,664.7593
56.6667,43.8854,668.2431
57.7778,43.9600,679.0545
58.8889,45.9431,697.5753
60.0000,44.0774,671.1518
61.1111,44.6040,674.1234
62.2222,40.9609,645.6128
63.3333,43.1015,646.3563
64.4444,45.4468,681.5095
65.5556,44.0045,678.4844
66.6667,45.9249,667.7271
67.7778,45.0859,671.9885
68.8889,46.9623,696.9114
70.0000,45.7900,695.7785
71.1111,42.8071,663.2014
72.2222,42.4874,636.9386
73.3333,48.8011,709.3968
74.4444,43.9585,663.8243
75.5556,45.5462,691.5427
76.6667,47.0016,691.8093
77.7778,34.8536,586.2234
78.8889,45.9681,672.3957
80.0000,43.6599,671.1139
81.1111,41.7977,665.0645
82.2222,37.5656,599.8064
83.3333,41.6493,685.8407
84.4444,42.3653,647.8818
85.5556,43.1170,661.2506
86.6667,45.1799,675.9996
87.7778,39.3082,617.1818
88.8889,44.6286,675.8670
90.0000,45.2067,678.6426
