n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
44,40.4762,66.1440,55.4444,-33.1209,20.9427
45,41.2698,55.4444,71.4481,20.9427,-92.2247
46,42.0635,71.4481,56.4515,-92.2247,-47.7583
47,42.8571,56.4515,43.6820,-47.7583,48.4595
48,43.6508,43.6820,69.1528,48.4595,-74.1669
49,44.4444,69.1528,61.8701,-74.1669,-50.1252
50,45.2381,61.8701,33.6551,-50.1252,58.5641
51,46.0317,33.6551,50.8930,58.5641,42.3340
52,46.8254,50.8930,67.3891,42.3340,-101.7488
53,47.6190,67.3891,67.1532,-101.7488,-3.1552
54,48.4127,67.1532,47.8624,-3.1552,36.6306
55,49.2063,47.8624,41.8445,36.6306,62.3073
56,50.0000,41.8445,65.6456,62.3073,-48.1091
57,50.7937,65.6456,35.8354,-48.1091,54.9802
58,51.5873,35.8354,68.8403,54.9802,-51.3959
59,52.3810,68.8403,38.1933,-51.3959,49.3979
60,53.1746,38.1933,51.5111,49.3979,41.1447
61,53.9683,51.5111,69.3899,41.1447,-6.1601
62,54.7619,69.3899,73.2198,-6.1601,81.6972
63,55.5556,73.2198,64.4450,81.6972,66.9952
64,56.3492,64.4450,48.4682,66.9952,-17.2783
65,57.1429,48.4682,49.4610,-17.2783,28.4600
66,57.9365,49.4610,69.8637,28.4600,-33.1366
67,58.7302,69.8637,58.1375,-33.1366,5.9119
68,59.5238,58.1375,74.5894,5.9119,-61.1292
69,60.3175,74.5894,48.3732,-61.1292,31.5165
70,61.1111,48.3732,68.7566,31.5165,-11.4801
71,61.9048,68.7566,68.2661,-11.4801,117.9493
72,62.6984,68.2661,50.4387,117.9493,171.5899
73,63.4921,50.4387,23.7992,171.5899,116.0859
74,64.2857,23.7992,61.0405,116.0859,50.2242
75,65.0794,61.0405,64.5508,50.2242,-7.2445
76,65.8730,64.5508,31.8174,-7.2445,113.1233
77,66.6667,31.8174,76.9801,113.1233,-18.7769
78,67.4603,76.9801,57.5293,-18.7769,-55.0474
79,68.2540,57.5293,43.1128,-55.0474,46.3480
80,69.0476,43.1128,55.6845,46.3480,32.5550
81,69.8413,55.6845,67.0320,32.5550,-154.3196
82,70.6349,67.0320,24.3135,-154.3196,119.1839
83,71.4286,24.3135,51.2057,119.1839,105.3839
84,72.2222,51.2057,60.3148,105.3839,16.2049
85,73.0159,60.3148,70.9185,16.2049,91.7879
86,73.8095,70.9185,43.1716,91.7879,130.4432
87,74.6032,43.1716,21.6114,130.4432,105.0735
88,75.3968,21.6114,56.6347,105.0735,81.9777
89,76.1905,56.6347,67.3501,81.9777,-8.7309
90,76.9841,67.3501,32.0351,-8.7309,114.1478
91,77.7778,32.0351,59.8308,114.1478,55.4008
92,78.5714,59.8308,64.1806,55.4008,-8.4672
93,79.3651,64.1806,30.7938,-8.4672,112.8928
94,80.1587,30.7938,75.1904,112.8928,0.8819
95,80.9524,75.1904,61.1540,0.8819,64.7281
96,81.7460,61.1540,51.4301,64.7281,-22.1732
97,82.5397,51.4301,26.1240,-22.1732,119.0530
98,83.3333,26.1240,58.1598,119.0530,61.3710
99,84.1270,58.1598,64.4076,61.3710,-10.1656
100,84.9206,64.4076,32.4622,-10.1656,115.2320
101,85.7143,32.4622,61.4669,115.2320,43.7332
102,86.5079,61.4669,64.8411,43.7332,6.8649
103,87.3016,64.8411,37.9598,6.8649,61.2314
104,88.0952,37.9598,43.3440,61.2314,105.7740
105,88.8889,43.3440,57.3330,105.7740,50.4876
106,89.6825,57.3330,56.3532,50.4876,-133.2440
107,90.4762,56.3532,69.4685,-133.2440,-21.3912
108,91.2698,69.4685,62.3158,-21.3912,-110.0369
109,92.0635,62.3158,61.1636,-110.0369,-62.1265
110,92.8571,61.1636,61.5731,-62.1265,-61.1039
111,93.6508,61.5731,56.1297,-61.1039,-7.5511
112,94.4444,56.1297,58.1998,-7.5511,-114.0519
113,95.2381,58.1998,58.0720,-114.0519,-69.7371
114,96.0317,58.0720,59.7486,-69.7371,-79.2377
115,96.8254,59.7486,56.0945,-79.2377,-78.8881
116,97.6190,56.0945,56.7494,-78.8881,-78.8210
117,98.4127,56.7494,57.4820,-78.8210,-78.2085
118,99.2063,57.4820,58.1393,-78.2085,-79.4889
119,100.0000,58.1393,56.1446,-79.4889,-81.0957
120,100.7937,56.1446,59.1470,-81.0957,-80.3983
121,101.5873,59.1470,57.4938,-80.3983,-84.9042
122,102.3810,57.4938,64.5312,-84.9042,-82.6308
123,103.1746,64.5312,68.7362,-82.6308,-71.9847
124,103.9683,68.7362,54.8742,-71.9847,-80.1098
125,104.7619,54.8742,62.2282,-80.1098,-82.7494
126,105.5556,62.2282,64.2695,-82.7494,-76.2765
127,106.3492,64.2695,57.3714,-76.2765,-81.1969
128,107.1429,57.3714,59.2107,-81.1969,-81.9783
129,107.9365,59.2107,59.0573,-81.9783,-81.9982
130,108.7302,59.0573,59.7780,-81.9982,-79.1728
131,109.5238,59.7780,60.1443,-79.1728,-81.4530
132,110.3175,60.1443,60.7346,-81.4530,-83.1858
133,111.1111,60.7346,63.4002,-83.1858,-82.2680
134,111.9048,63.4002,66.3719,-82.2680,-72.3566
135,112.6984,66.3719,55.5469,-72.3566,-81.1660
136,113.4921,55.5469,56.4369,-81.1660,-81.0771
137,114.2857,56.4369,58.6373,-81.0771,-84.3408
138,115.0794,58.6373,60.9012,-84.3408,-82.7960
139,115.8730,60.9012,63.8321,-82.7960,-84.0787
140,116.6667,63.8321,64.9524,-84.0787,-67.9296
141,117.4603,64.9524,56.0364,-67.9296,-73.9894
142,118.2540,56.0364,56.3676,-73.9894,-69.0121
143,119.0476,56.3676,60.0906,-69.0121,-44.4611
144,119.8413,60.0906,29.6885,-44.4611,73.9023
145,120.6349,29.6885,50.9999,73.9023,101.0561
146,121.4286,50.9999,54.0588,101.0561,-22.3069
147,122.2222,54.0588,32.1430,-22.3069,116.7686
148,123.0159,32.1430,49.6481,116.7686,116.6300
149,123.8095,49.6481,57.6483,116.6300,105.1497
150,124.6032,57.6483,67.9450,105.1497,-38.9446
151,125.3968,67.9450,36.3644,-38.9446,45.6177
152,126.1905,36.3644,59.8607,45.6177,22.9035
153,126.9841,59.8607,63.3230,22.9035,106.5109
154,127.7778,63.3230,48.7151,106.5109,-172.3421
155,128.5714,48.7151,27.9884,-172.3421,124.8593
156,129.3651,27.9884,68.7525,124.8593,15.4398
