n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.5556,60.4900,21.9120,170.3807,103.9175
1,6.3492,21.9120,57.0622,103.9175,60.9193
2,7.1429,57.0622,61.9111,60.9193,-11.5352
3,7.9365,61.9111,25.8330,-11.5352,101.8546
4,8.7302,25.8330,52.0008,101.8546,102.8321
5,9.5238,52.0008,56.0964,102.8321,14.6669
6,10.3175,56.0964,61.0299,14.6669,-139.2119
7,11.1111,61.0299,54.8850,-139.2119,85.0343
8,11.9048,54.8850,45.7563,85.0343,-5.8256
9,12.6984,45.7563,57.8528,-5.8256,-34.6969
10,13.4921,57.8528,37.2520,-34.6969,42.0928
11,14.2857,37.2520,54.5647,42.0928,28.1620
12,15.0794,54.5647,59.9239,28.1620,-157.8880
13,15.8730,59.9239,25.8224,-157.8880,119.3631
14,16.6667,25.8224,52.8634,119.3631,51.1782
15,17.4603,52.8634,64.9121,51.1782,-2.5344
16,18.2540,64.9121,28.0025,-2.5344,95.3334
17,19.0476,28.0025,51.8134,95.3334,92.5274
18,19.8413,51.8134,63.5551,92.5274,-6.9255
19,20.6349,63.5551,60.1140,-6.9255,-172.7527
20,21.4286,60.1140,25.4616,-172.7527,118.5301
21,22.2222,25.4616,50.0079,118.5301,100.7399
22,23.0159,50.0079,50.8594,100.7399,35.8836
23,23.8095,50.8594,70.4413,35.8836,-32.6917
24,24.6032,70.4413,62.9327,-32.6917,-14.3810
25,25.3968,62.9327,71.7377,-14.3810,-58.7733
26,26.1905,71.7377,42.2951,-58.7733,45.5742
27,26.9841,42.2951,53.4201,45.5742,34.4676
28,27.7778,53.4201,72.9269,34.4676,-86.8908
29,28.5714,72.9269,51.5136,-86.8908,-81.3190
30,29.3651,51.5136,63.2948,-81.3190,-78.1273
31,30.1587,63.2948,58.2313,-78.1273,-76.8567
32,30.9524,58.2313,61.4169,-76.8567,-77.3332
33,31.7460,61.4169,59.5705,-77.3332,-77.5403
34,32.5397,59.5705,58.9122,-77.5403,-75.9794
35,33.3333,58.9122,58.3876,-75.9794,-75.3487
36,34.1270,58.3876,53.3082,-75.3487,-73.1256
37,34.9206,53.3082,60.8029,-73.1256,-62.2963
38,35.7143,60.8029,52.3575,-62.2963,-4.5248
39,36.5079,52.3575,61.4930,-4.5248,-117.5481
40,37.3016,61.4930,70.7761,-117.5481,-62.3995
41,38.0952,70.7761,61.5449,-62.3995,-56.0914
42,38.8889,61.5449,40.4941,-56.0914,26.7891
43,39.6825,40.4941,66.1440,26.7891,-33.1209
