t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.5556,60.4900,-187.7982,170.3807,-453.9846
6.3492,21.9120,36.7159,103.9175,906.7253
7.1429,57.0622,-310.4606,60.9193,777.5639
7.9365,61.9111,-198.4811,-11.5352,-550.1227
8.7302,25.8330,9.6248,101.8546,826.4979
9.5238,52.0008,-211.7777,102.8321,775.6401
10.3175,56.0964,-416.5472,14.6669,964.8949
11.1111,61.0299,-253.7686,-139.2119,-310.5017
11.9048,54.8850,-16.9259,85.0343,-732.7176
12.6984,45.7563,-405.6416,-5.8256,1096.4538
13.4921,57.8528,-210.3900,-34.6969,344.6446
14.2857,37.2520,-482.2034,42.0928,1198.6403
15.0794,54.5647,-438.0590,28.1620,1011.7505
15.8730,59.9239,-248.8288,-157.8880,-390.9424
16.6667,25.8224,134.8673,119.3631,775.3299
17.4603,52.8634,-290.0637,51.1782,728.4413
18.2540,64.9121,-241.8872,-2.5344,-512.9299
19.0476,28.0025,-153.2389,95.3334,913.5952
19.8413,51.8134,-268.7109,92.5274,799.7622
20.6349,63.5551,-349.8669,-6.9255,703.8291
21.4286,60.1140,-233.0592,-172.7527,-471.0473
22.2222,25.4616,158.2948,118.5301,776.7805
23.0159,50.0079,-232.2258,100.7399,733.9234
23.8095,50.8594,-507.8748,35.8836,1120.4755
24.6032,70.4413,-265.9010,-32.6917,412.8220
25.3968,62.9327,-318.0057,-14.3810,660.2796
26.1905,71.7377,-234.7197,-58.7733,227.3949
26.9841,42.2951,-433.8131,45.5742,1135.2811
27.7778,53.4201,-482.1828,34.4676,1139.4062
28.5714,72.9269,-243.0883,-86.8908,1.7953
29.3651,51.5136,-291.0735,-81.3190,-441.0795
30.1587,63.2948,-273.6950,-78.1273,-386.0339
30.9524,58.2313,-284.7874,-76.8567,-383.5790
31.7460,61.4169,-256.8357,-77.3332,-349.3501
32.5397,59.5705,-257.7248,-77.5403,-343.6391
33.3333,58.9122,-263.9251,-75.9794,-304.0668
34.1270,58.3876,-237.3470,-75.3487,-239.7257
34.9206,53.3082,-238.5684,-73.1256,-210.9071
35.7143,60.8029,-208.9447,-62.2963,-92.7298
36.5079,52.3575,-297.9962,-4.5248,656.9508
37.3016,61.4930,-265.0614,-117.5481,-172.8193
38.0952,70.7761,-248.9939,-62.3995,-247.6591
38.8889,61.5449,-187.5604,-56.0914,3.9921
39.6825,40.4941,-426.3949,26.7891,988.0480
40.4762,66.1440,-259.5758,-33.1209,424.3029
41.2698,55.4444,-487.1179,20.9427,1066.9541
42.0635,71.4481,-256.1618,-92.2247,-32.9322
42.8571,56.4515,-312.8200,-47.7583,-388.5528
43.6508,43.6820,-385.2917,48.4595,991.3747
44.4444,69.1528,-256.6925,-74.1669,117.2786
45.2381,61.8701,-192.4156,-50.1252,152.8105
46.0317,33.6551,-409.1619,58.5641,1008.9483
46.8254,50.8930,-480.0518,42.3340,1068.9823
47.6190,67.3891,-247.1021,-101.7488,-57.9739
48.4127,67.1532,-266.5152,-3.1552,-367.6060
49.2063,47.8624,-535.0345,36.6306,1184.9489
50.0000,41.8445,-437.1156,62.3073,1121.5635
50.7937,65.6456,-161.4079,-48.1091,162.2285
51.5873,35.8354,-422.3743,54.9802,1095.2665
52.3810,68.8403,-183.3057,-51.3959,108.7240
53.1746,38.1933,-419.1870,49.3979,1018.8262
53.9683,51.5111,-477.5090,41.1447,1092.4822
