t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
54.7619,69.3899,-325.2799,-6.1601,624.6771
55.5556,73.2198,-36.9782,81.6972,-698.9522
56.3492,64.4450,62.8711,66.9952,-817.4716
57.1429,48.4682,-344.0549,-17.2783,912.2974
57.9365,49.4610,-440.2027,28.4600,1045.6405
58.7302,69.8637,-265.9248,-33.1366,422.1300
59.5238,58.1375,-431.6916,5.9119,977.5342
60.3175,74.5894,-229.9953,-61.1292,186.1266
61.1111,48.3732,-423.4933,31.5165,1117.1356
61.9048,68.7566,-316.4830,-11.4801,619.6573
62.6984,68.2661,-56.3843,117.9493,-640.1578
63.4921,50.4387,-138.4517,171.5899,-515.1894
64.2857,23.7992,125.9727,116.0859,883.5243
65.0794,61.0405,-339.7919,50.2242,745.4568
65.8730,64.5508,-230.3076,-7.2445,-518.2749
66.6667,31.8174,-56.7462,113.1233,853.3938
67.4603,76.9801,-209.5787,-18.7769,68.9277
68.2540,57.5293,-245.6982,-55.0474,400.5171
69.0476,43.1128,-460.4201,46.3480,1064.2896
69.8413,55.6845,-512.1358,32.5550,1020.3382
70.6349,67.0320,-268.9480,-154.3196,-411.7233
71.4286,24.3135,178.0707,119.1839,792.0219
72.2222,51.2057,-218.3949,105.3839,720.3788
73.0159,60.3148,-400.9872,16.2049,886.0846
73.8095,70.9185,-82.2899,91.7879,-644.9317
74.6032,43.1716,-52.4317,130.4432,-675.9436
75.3968,21.6114,58.6119,105.0735,887.2452
76.1905,56.6347,-299.1430,81.9777,767.8748
76.9841,67.3501,-229.2109,-8.7309,-496.6989
77.7778,32.0351,-1.8758,114.1478,805.8303
78.5714,59.8308,-318.1832,55.4008,774.5890
79.3651,64.1806,-230.1763,-8.4672,-485.6828
80.1587,30.7938,-12.2823,112.8928,843.0008
80.9524,75.1904,-215.8181,0.8819,259.9864
81.7460,61.1540,-42.7515,64.7281,-656.8325
82.5397,51.4301,-183.0692,-22.1732,-489.7651
83.3333,26.1240,156.5591,119.0530,839.9665
84.1270,58.1598,-330.8233,61.3710,820.0252
84.9206,64.4076,-217.0193,-10.1656,-527.5513
85.7143,32.4622,1.6918,115.2320,819.6563
86.5079,61.4669,-325.5577,43.7332,720.1830
87.3016,64.8411,-192.7024,6.8649,-506.2548
88.0952,37.9598,-463.8899,61.2314,1175.5556
88.8889,43.3440,-10.6315,105.7740,282.5314
89.6825,57.3330,-66.2548,50.4876,-620.3255
90.4762,56.3532,-235.9686,-133.2440,-257.4688
91.2698,69.4685,-283.4442,-21.3912,451.2875
92.0635,62.3158,-265.7843,-110.0369,-114.2322
92.8571,61.1636,-354.6999,-62.1265,-457.4831
93.6508,61.5731,-214.9394,-61.1039,-90.5336
94.4444,56.1297,-285.2349,-7.5511,484.5733
95.2381,58.1998,-260.0973,-114.0519,-104.4339
96.0317,58.0720,-370.3629,-69.7371,-473.3108
96.8254,59.7486,-274.0161,-79.2377,-275.2783
97.6190,56.0945,-297.5228,-78.8881,-334.3472
98.4127,56.7494,-285.0453,-78.8210,-301.4268
99.2063,57.4820,-285.8679,-78.2085,-316.1972
100.0000,58.1393,-286.0581,-79.4889,-337.4721
100.7937,56.1446,-299.5908,-81.0957,-362.9084
101.5873,59.1470,-293.2178,-80.3983,-373.6876
102.3810,57.4938,-315.4566,-84.9042,-463.1553
103.1746,64.5312,-302.3252,-82.6308,-448.0934
103.9683,68.7362,-271.6029,-71.9847,-339.9607
104.7619,54.8742,-292.5223,-80.1098,-383.1271
105.5556,62.2282,-295.7258,-82.7494,-453.0436
106.3492,64.2695,-284.4763,-76.2765,-416.2044
107.1429,57.3714,-307.0107,-81.1969,-424.6019
107.9365,59.2107,-307.5020,-81.9783,-446.2219
108.7302,59.0573,-319.1407,-81.9982,-484.5630
109.5238,59.7780,-297.9873,-79.1728,-444.8295
110.3175,60.1443,-308.5491,-81.4530,-457.9134
111.1111,60.7346,-316.7062,-83.1858,-510.1538
111.9048,63.4002,-302.6944,-82.2680,-470.3838
112.6984,66.3719,-267.6701,-72.3566,-351.4795
113.4921,55.5469,-296.8819,-81.1660,-382.7796
114.2857,56.4369,-307.0596,-81.0771,-396.3095
115.0794,58.6373,-310.1824,-84.3408,-415.9841
115.8730,60.9012,-306.6290,-82.7960,-457.2022
116.6667,63.8321,-313.5328,-84.0787,-478.0973
117.4603,64.9524,-272.1960,-67.9296,-282.8423
118.2540,56.0364,-259.8261,-73.9894,-234.5947
119.0476,56.3676,-250.5650,-69.0121,-199.3474
119.8413,60.0906,-211.3163,-44.4611,149.7507
120.6349,29.6885,-325.3599,73.9023,985.6768
121.4286,50.9999,-73.3381,101.0561,352.6428
122.2222,54.0588,-218.2027,-22.3069,-420.5020
123.0159,32.1430,18.6847,116.7686,725.2042
123.8095,49.6481,-179.3675,116.6300,731.1184
124.6032,57.6483,-172.8586,105.1497,743.3624
125.3968,67.9450,-181.4923,-38.9446,271.7500
126.1905,36.3644,-492.7759,45.6177,1126.1432
126.9841,59.8607,-401.9142,22.9035,875.8716
127.7778,63.3230,-33.4791,106.5109,-692.5952
128.5714,48.7151,-196.3911,-172.3421,-519.6127
129.3651,27.9884,116.8948,124.8593,814.3551
130.1587,68.7525,-258.7126,15.4398,373.9485
