t_s,theta1_deg,omega1_deg_s
5.3331,-14.1503,89.3666
6.4385,22.9082,89.2440
8.4023,15.0839,201.3239
9.5556,82.5860,-88.4256
10.5209,89.0210,-44.0017
12.4065,10.0711,104.2021
13.6626,58.5715,-501.2191
14.6238,88.3133,-319.6046
16.4763,47.7260,-8.0334
16.9490,-61.8600,-326.1968
17.3221,-12.1590,-0.6233
18.4297,27.5473,71.5237
19.3360,1.8848,470.5751
20.3337,-21.2119,332.9836
22.4852,52.6320,27.3227
22.8696,-30.0534,-659.3591
23.3094,-30.0686,180.8571
24.4384,31.4573,39.6915
25.0768,-86.7809,67.2153
25.6853,63.9487,-486.3630
27.4017,10.4376,132.6936
28.8610,-28.5665,-658.9901
29.4505,49.2940,-2.8344
30.3177,-13.4108,494.6147
31.7674,13.1448,-675.8656
32.5168,80.4292,-41.2084
33.4169,44.8009,17.7282
34.3181,-20.7096,381.4041
36.4778,55.3070,-3.7568
36.9398,-63.7972,-339.7641
37.3090,-15.1280,14.6708
38.4493,43.0297,50.7794
38.9143,-43.8839,-575.6743
39.3079,-33.4225,158.2733
40.4441,33.1546,31.7479
41.0450,-86.0320,-45.1306
42.3269,1.7913,462.7134
