t_s,theta1_deg,omega1_deg_s
0.1375,7.9691,-61.0581
0.8529,38.6299,150.9818
1.5816,-8.0127,487.7155
3.3128,29.4190,-39.7619
3.8998,-31.0896,427.5106
5.7211,46.9566,67.9688
6.3948,-15.1212,429.3813
8.0901,42.1240,127.3942
8.7261,-18.5860,547.6625
10.4791,30.2275,191.7622
11.1302,-23.6651,483.3365
12.9081,51.0830,141.6038
13.6092,-16.4568,306.3582
15.2797,29.5577,222.4469
15.9716,3.0401,487.8643
16.9122,63.1573,182.9898
17.7100,65.4720,193.0766
18.5030,66.5042,239.1696
19.3427,74.4461,54.3417
20.0896,48.2510,255.9357
20.8854,55.8767,268.4944
21.7036,65.3667,218.6264
22.5324,70.5620,97.7166
23.2874,50.4233,229.2627
24.8866,44.9299,288.5057
25.7530,68.0922,-9.7143
26.4816,48.6334,260.4664
27.9906,12.7708,474.4713
29.6853,41.7338,123.8425
30.3307,-14.7994,497.9241
32.0724,34.3665,284.3705
