t_s,theta1_deg,omega1_deg_s
1.0449,48.3326,251.9236
4.3531,19.9945,40.7789
5.7794,-17.7436,350.9200
7.1958,-21.6006,156.5228
8.6243,-11.2564,-94.7982
10.0338,0.9624,-163.9720
11.4432,9.9262,-17.6089
12.8413,3.8431,-44.4422
14.2399,-4.8260,-43.7005
15.6319,-12.1343,7.4593
17.0251,-9.4111,-93.1849
18.4140,-1.2771,-144.7574
19.8020,6.4747,-105.6455
21.1848,8.1945,-40.9848
22.5661,1.8250,-58.2548
23.9427,-6.5153,-47.1017
25.3185,-11.4408,-31.3578
26.6912,-8.2513,-106.4290
28.0627,-0.1930,-140.3500
29.4303,6.9678,-92.7643
30.7966,6.7803,-55.7784
32.1583,0.8097,-61.4999
