n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.1020,12.4951,23.3688,-30.1741,-35.8764
1,6.1224,23.3688,36.6141,-35.8764,46.9379
2,7.1429,36.6141,20.6154,46.9379,15.6157
3,8.1633,20.6154,19.1085,15.6157,-29.6266
4,9.1837,19.1085,36.2683,-29.6266,-152.0663
5,10.2041,36.2683,1.4150,-152.0663,50.9733
6,11.2245,1.4150,19.0926,50.9733,-28.0270
7,12.2449,19.0926,35.0938,-28.0270,-63.9925
8,13.2653,35.0938,11.9310,-63.9925,46.1104
9,14.2857,11.9310,11.2591,46.1104,8.7064
10,15.3061,11.2591,14.3050,8.7064,-18.5659
11,16.3265,14.3050,22.6927,-18.5659,-54.0643
12,17.3469,22.6927,30.9809,-54.0643,29.1930
13,18.3673,30.9809,63.3496,29.1930,-31.2679
14,19.3878,63.3496,53.6021,-31.2679,-66.8999
15,20.4082,53.6021,66.5413,-66.8999,-15.4842
16,21.4286,66.5413,50.4659,-15.4842,-32.3723
17,22.4490,50.4659,10.7097,-32.3723,69.4065
18,23.4694,10.7097,22.9209,69.4065,-39.4776
19,24.4898,22.9209,42.1936,-39.4776,43.4301
20,25.5102,42.1936,17.7033,43.4301,-12.7116
21,26.5306,17.7033,23.9410,-12.7116,-32.9240
22,27.5510,23.9410,44.7801,-32.9240,-27.9365
23,28.5714,44.7801,20.5850,-27.9365,-21.1710
24,29.5918,20.5850,38.9427,-21.1710,175.0474
25,30.6122,38.9427,24.4630,175.0474,-29.0739
26,31.6327,24.4630,23.9175,-29.0739,-16.7894
27,32.6531,23.9175,46.2110,-16.7894,-139.7349
28,33.6735,46.2110,51.0719,-139.7349,-59.3584
29,34.6939,51.0719,54.7345,-59.3584,-27.8390
30,35.7143,54.7345,10.1467,-27.8390,12.6285
31,36.7347,10.1467,24.6106,12.6285,-37.5279
32,37.7551,24.6106,47.0198,-37.5279,-43.4948
33,38.7755,47.0198,55.4398,-43.4948,-30.6505
34,39.7959,55.4398,58.0956,-30.6505,-39.3394
35,40.8163,58.0956,24.0464,-39.3394,-1.3701
36,41.8367,24.0464,12.4648,-1.3701,6.0561
37,42.8571,12.4648,26.5681,6.0561,-64.9565
38,43.8776,26.5681,1.6142,-64.9565,54.0643
39,44.8980,1.6142,19.5983,54.0643,-12.9980
40,45.9184,19.5983,40.3078,-12.9980,-82.4928
41,46.9388,40.3078,6.8098,-82.4928,66.3017
42,47.9592,6.8098,14.9957,66.3017,-41.3640
43,48.9796,14.9957,32.7136,-41.3640,-67.2318
44,50.0000,32.7136,5.5096,-67.2318,60.0223
45,51.0204,5.5096,21.9108,60.0223,-38.5836
46,52.0408,21.9108,32.3382,-38.5836,36.1617
47,53.0612,32.3382,18.1055,36.1617,-8.7197
48,54.0816,18.1055,32.0619,-8.7197,-51.9204
49,55.1020,32.0619,59.0936,-51.9204,-28.0581
50,56.1224,59.0936,20.5262,-28.0581,-21.2453
51,57.1429,20.5262,32.5782,-21.2453,-166.1539
52,58.1633,32.5782,25.8538,-166.1539,-53.3992
53,59.1837,25.8538,46.0131,-53.3992,171.7131
54,60.2041,46.0131,37.1340,171.7131,-23.4967
55,61.2245,37.1340,18.9658,-23.4967,-1.7618
56,62.2449,18.9658,17.1889,-1.7618,-8.3859
57,63.2653,17.1889,33.1697,-8.3859,-111.5637
58,64.2857,33.1697,6.4663,-111.5637,55.9711
