t_s,theta1_deg,omega1_deg_s
1.4857,-1.0921,-59.8206
2.0963,56.9169,70.5126
3.0538,15.1960,-3.4769
4.0897,11.5881,176.0350
5.1282,16.0300,102.2244
6.1516,25.7290,32.3090
8.1457,16.8992,228.2817
9.2070,21.2307,51.2427
10.7148,-45.4359,-509.1193
11.1819,2.0274,-99.7703
12.2660,19.9345,50.3650
13.3219,42.3062,24.3987
13.8718,-68.1115,-250.9441
14.2509,16.6973,-206.3666
15.2991,10.8446,86.5325
16.3408,16.0271,108.0708
17.3912,28.9877,46.7281
18.3095,3.8134,486.1066
19.0568,-85.9370,31.6715
19.7559,31.8996,-675.8752
20.4820,61.3108,2.8879
21.0707,-87.5660,9.9897
22.4796,55.4104,99.6723
22.9536,-40.3710,-578.9002
23.3760,-23.6660,24.8043
24.5202,26.1670,53.7284
26.5395,17.9685,50.1072
27.5767,26.1340,23.3188
29.6079,23.5036,159.7455
31.6537,24.4630,-16.9426
32.6661,25.0252,50.5927
34.0436,31.5791,-689.1128
34.7555,57.1320,-28.6052
36.7220,7.8883,190.5877
37.7836,27.3459,37.0996
38.8239,54.4660,18.6962
39.8259,56.4040,-7.1470
40.8568,59.3760,-60.6129
41.8379,24.1330,22.6402
42.8529,12.0196,134.2736
43.9281,34.9785,38.7875
44.4745,-61.6851,-345.8605
44.8391,-8.6290,-62.8864
45.9278,20.6331,113.3639
47.0148,53.3876,10.0526
47.4727,-49.0679,-484.4172
47.8703,-23.0450,16.0891
49.0105,15.7407,20.3712
50.0535,41.0725,33.3016
50.5560,-51.1320,-482.6642
50.9320,-31.8640,72.6088
52.0700,24.6778,40.6683
54.0886,18.6997,109.9437
55.1449,37.1483,30.5567
55.8106,-86.5931,120.1323
56.3014,90.9620,-11.2742
57.1593,21.5610,65.3115
59.2208,28.5270,27.6235
60.5784,12.4235,-649.5285
61.2419,37.1340,-120.4414
62.2462,19.0154,13.4652
63.2710,17.5675,91.9907
64.3949,63.4640,17.7414
64.7419,-17.5138,-706.3525
65.2270,-28.3078,136.4133
