frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,655.551,484.819,654.276,637.813,-2.790,-0.477,0,-0.67,0.70
1,0.01668,driven,655.551,484.819,654.276,637.813,-2.790,-0.477,0,0.45,-0.46
2,0.03337,driven,655.551,484.819,654.276,637.813,-2.790,-0.477,0,1.06,-1.11
3,0.05005,driven,655.671,484.824,654.272,637.818,-2.746,-0.524,0,1.17,-1.25
4,0.06673,driven,655.677,484.825,654.272,637.818,-2.743,-0.526,0,0.51,-0.63
5,0.08342,driven,655.677,484.825,654.261,637.818,-2.743,-0.530,0,-0.27,0.18
6,0.1001,driven,655.671,484.824,654.261,637.818,-2.746,-0.528,0,-0.08,0.01
7,0.11678,driven,655.671,484.824,654.261,637.818,-2.746,-0.528,0,-0.04,0.06
8,0.13347,driven,655.671,484.824,654.261,637.818,-2.746,-0.528,0,-0.01,-0.03
9,0.15015,driven,655.668,484.824,654.263,637.818,-2.747,-0.526,0,-0.02,0.24
10,0.16683,driven,655.668,484.824,654.266,637.818,-2.747,-0.525,0,-0.08,0.49
11,0.18352,driven,655.668,484.824,654.310,637.818,-2.747,-0.509,0,0.14,0.29
12,0.2002,driven,655.668,484.824,654.310,637.818,-2.747,-0.509,0,0.63,-0.58
13,0.21688,driven,655.702,484.826,654.315,637.820,-2.734,-0.519,0,-0.31,0.69
14,0.23357,driven,655.702,484.826,654.315,637.820,-2.734,-0.519,0,-1.31,2.22
15,0.25025,driven,655.546,484.818,654.414,637.814,-2.793,-0.424,0,-1.51,2.51
16,0.26693,driven,655.545,484.818,654.414,637.814,-2.793,-0.424,0,-0.63,0.91
17,0.28362,driven,655.545,484.818,654.414,637.814,-2.793,-0.424,0,0.31,-1.40
18,0.3003,driven,655.545,484.818,654.348,637.814,-2.793,-0.448,0,-0.10,-1.20
19,0.31698,driven,655.545,484.818,654.271,637.813,-2.793,-0.477,0,0.16,-1.13
20,0.33367,driven,655.542,484.818,654.271,637.813,-2.794,-0.476,0,0.45,-0.76
21,0.35035,driven,655.587,484.820,654.271,637.815,-2.777,-0.493,0,0.21,0.19
22,0.36703,driven,655.587,484.820,654.271,637.815,-2.777,-0.493,0,-0.39,0.72
23,0.38372,driven,655.554,484.819,654.330,637.814,-2.789,-0.458,0,0.75,0.23
24,0.4004,driven,655.587,484.820,654.330,637.815,-2.777,-0.471,0,2.08,-0.61
25,0.41708,driven,655.795,484.830,654.439,637.824,-2.699,-0.508,0,2.10,-1.71
26,0.43377,driven,655.795,484.830,654.439,637.824,-2.699,-0.508,0,0.85,-1.52
27,0.45045,driven,655.794,484.830,654.318,637.823,-2.699,-0.553,0,-0.44,-0.83
28,0.46713,driven,655.794,484.830,654.318,637.823,-2.699,-0.553,0,-0.64,0.30
29,0.48382,driven,655.755,484.828,654.327,637.822,-2.714,-0.535,0,-0.78,0.67
30,0.5005,driven,655.689,484.825,654.317,637.819,-2.739,-0.514,0,-1.15,0.67
31,0.51718,driven,655.689,484.825,654.256,637.819,-2.739,-0.537,0,-1.20,0.92
32,0.53387,driven,655.584,484.820,654.292,637.815,-2.778,-0.484,0,-0.85,0.88
33,0.55055,driven,655.565,484.819,654.292,637.814,-2.785,-0.477,0,-1.07,1.33
34,0.56723,driven,655.555,484.819,654.292,637.814,-2.789,-0.473,0,-0.85,1.48
35,0.58392,driven,655.459,484.814,654.334,637.810,-2.825,-0.421,0,-0.78,2.18
36,0.6006,driven,655.459,484.814,654.428,637.811,-2.825,-0.386,0,-0.80,2.14
37,0.61728,driven,655.459,484.814,654.461,637.811,-2.825,-0.373,0,0.16,0.43
38,0.63397,driven,655.407,484.811,654.461,637.809,-2.845,-0.354,0,0.78,-0.90
39,0.65065,driven,655.520,484.817,654.461,637.813,-2.802,-0.397,0,0.40,-0.70
40,0.66733,driven,655.520,484.817,654.461,637.813,-2.802,-0.397,0,-0.47,1.39
41,0.68402,driven,655.412,484.812,654.488,637.809,-2.843,-0.346,0,-1.18,2.96
42,0.7007,driven,655.412,484.812,654.656,637.810,-2.843,-0.283,0,-0.48,2.10
43,0.71738,driven,655.426,484.812,654.656,637.810,-2.838,-0.288,0,0.68,0.11
44,0.73407,driven,655.426,484.812,654.660,637.810,-2.838,-0.287,0,0.84,-0.92
45,0.75075,driven,655.511,484.817,654.683,637.814,-2.806,-0.310,0,0.86,-1.00
46,0.76743,driven,655.511,484.817,654.660,637.814,-2.806,-0.319,0,0.13,-0.55
47,0.78412,driven,655.511,484.817,654.611,637.814,-2.806,-0.337,0,-0.66,-0.59
48,0.8008,driven,655.458,484.814,654.589,637.812,-2.826,-0.325,0,-0.52,-0.88
49,0.81748,driven,655.458,484.814,654.471,637.811,-2.826,-0.369,0,-0.20,-0.77
50,0.83417,driven,655.458,484.814,654.471,637.811,-2.826,-0.369,0,0.30,-1.13
51,0.85085,driven,655.470,484.815,654.457,637.811,-2.821,-0.379,0,0.33,-1.00
52,0.86753,driven,655.488,484.815,654.380,637.811,-2.814,-0.415,0,0.15,-1.10
53,0.88422,driven,655.488,484.815,654.360,637.811,-2.814,-0.422,0,-0.03,-0.96
54,0.9009,driven,655.470,484.815,654.360,637.811,-2.821,-0.416,0,-0.39,1.49
55,0.91758,driven,655.470,484.815,654.360,637.811,-2.821,-0.416,0,-0.66,3.09
56,0.93427,driven,655.425,484.812,654.621,637.810,-2.838,-0.301,0,-0.05,2.46
57,0.95095,driven,655.425,484.812,654.621,637.810,-2.838,-0.301,0,0.63,0.49
58,0.96763,driven,655.510,484.817,654.621,637.814,-2.806,-0.333,0,0.89,-1.36
59,0.98432,driven,655.518,484.817,654.621,637.814,-2.803,-0.336,0,0.46,-1.03
60,1.001,driven,655.518,484.817,654.582,637.814,-2.803,-0.351,0,0.40,-2.18
61,1.01768,driven,655.548,484.818,654.476,637.815,-2.792,-0.401,0,0.35,-2.13
62,1.03437,driven,655.584,484.820,654.365,637.815,-2.778,-0.457,0,-0.10,-2.32
63,1.05105,driven,655.524,484.817,654.365,637.813,-2.801,-0.434,0,-0.47,-0.55
64,1.06773,driven,655.524,484.817,654.179,637.811,-2.801,-0.504,0,-0.32,-0.36
65,1.08442,driven,655.524,484.817,654.335,637.813,-2.801,-0.445,0,0.12,-1.16
66,1.1011,driven,655.524,484.817,654.179,637.811,-2.801,-0.504,0,-0.02,0.16
67,1.11778,driven,655.524,484.817,654.179,637.811,-2.801,-0.504,0,0.04,0.18
68,1.13447,driven,655.524,484.817,654.326,637.813,-2.801,-0.448,0,0.07,2.19
69,1.15115,driven,655.534,484.818,654.335,637.813,-2.797,-0.449,0,0.18,1.65
70,1.16783,driven,655.534,484.818,654.460,637.814,-2.797,-0.402,0,0.16,0.98
71,1.18452,driven,655.546,484.818,654.460,637.814,-2.792,-0.407,0,0.03,-0.06
72,1.2012,driven,655.534,484.818,654.460,637.814,-2.797,-0.402,0,-0.55,-0.86
73,1.21788,driven,655.508,484.816,654.333,637.812,-2.807,-0.440,0,-1.23,0.01
74,1.23457,driven,655.428,484.813,654.333,637.809,-2.837,-0.410,0,-1.26,0.31
75,1.25125,driven,655.383,484.810,654.321,637.807,-2.854,-0.397,0,-0.71,1.35
76,1.26793,driven,655.373,484.810,654.321,637.806,-2.857,-0.394,0,-0.16,2.14
77,1.28462,driven,655.373,484.810,654.495,637.807,-2.857,-0.329,0,-0.12,1.79
78,1.3013,driven,655.347,484.808,654.603,637.807,-2.867,-0.279,0,2.28,0.43
79,1.31798,driven,655.325,484.807,654.603,637.806,-2.875,-0.271,0,-2.79,6.17
80,1.33467,driven,655.247,484.803,655.072,637.803,-2.905,-0.065,0,-14.34,24.16
81,1.35135,driven,653.702,484.717,655.505,637.707,-3.484,0.675,0,-41.13,62.88
82,1.36803,driven,651.438,484.563,656.908,637.465,-4.334,2.049,0,-87.36,124.40
83,1.38472,driven,646.503,484.108,658.876,636.607,-6.190,4.638,0,-130.42,182.10
84,1.4014,driven,639.406,483.170,661.306,634.594,-8.871,8.230,0,-158.88,210.85
