t_s,theta1_deg,omega1_deg_s
5.1439,-55.0334,-664.4896
5.4779,-32.6656,433.0712
6.0937,-81.6735,-366.2637
6.3888,-24.4841,264.1255
11.3301,44.9690,-761.7258
19.7014,-91.7789,-357.9463
20.0438,-31.6826,602.3318
20.5852,-48.0835,-713.8096
20.9311,-31.4337,478.8872
21.5089,-61.5660,-614.4661
21.8390,-32.2339,448.4046
22.4375,-74.3277,-478.1201
22.7427,-31.4402,381.7777
23.7474,54.8732,482.4238
24.1042,34.1661,-919.4930
24.6048,-21.2525,438.7289
25.1340,-51.8339,-687.6398
25.4790,-32.1809,538.5008
26.0376,-47.8576,-726.2419
26.3906,-32.9398,552.2612
26.9341,-34.0359,-818.9704
27.3014,-31.7321,523.9367
27.8477,-38.3897,-796.5535
28.2125,-31.6904,521.0839
29.1174,-33.3003,528.6956
29.6723,-42.2557,-753.3873
30.0293,-32.0569,514.4507
30.5912,-50.6397,-709.0527
30.9398,-32.1412,508.9566
31.5041,-52.6889,-680.9294
31.8452,-32.2585,480.8030
32.4213,-59.1472,-628.3192
32.7542,-31.7790,448.8667
33.3494,-74.0937,-485.0434
33.6614,-31.1809,436.7882
34.2944,-92.2879,-200.8396
34.5915,-3.9296,162.8871
