t_s,theta1_deg,omega1_deg_s
5.4545,-40.9411,279.5415
6.3636,-29.0269,153.2706
7.2727,-9.6519,648.2408
8.1818,-44.0881,454.9741
9.0909,-36.5613,495.2046
10.0000,-33.4280,500.6523
10.9091,-21.4974,556.4201
11.8182,-34.1812,700.8138
12.7273,-36.0939,473.4893
13.6364,-37.1744,488.5295
14.5455,-30.0852,528.8123
15.4545,-19.5213,577.1347
16.3636,-52.2012,471.9047
17.2727,-37.6206,480.8977
18.1818,-33.2904,503.8482
19.0909,-21.5633,557.5659
20.0000,-52.8609,335.5856
20.9091,-40.5390,344.2696
21.8182,-40.3332,316.7635
22.7273,-36.5250,267.4583
23.6364,-10.8472,779.9719
24.5455,-40.2931,285.9014
25.4545,-43.5715,395.4850
26.3636,-45.3851,381.8442
27.2727,-44.5244,363.8276
28.1818,-44.9760,347.9300
29.0909,-45.1856,363.4071
30.0000,-44.5811,331.4896
30.9091,-44.9813,322.2460
31.8182,-42.8103,302.6440
32.7273,-41.8062,291.8526
33.6364,-40.1612,281.1694
34.5455,-9.2451,110.3685
35.4545,-22.4796,522.7231
36.3636,-39.8625,475.0944
37.2727,-32.6767,521.5780
38.1818,-23.8309,554.1596
