frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,omega_cap_suspect
0,0.0,free_swing,583,492,583,637,-26.565,0.000,0,1.70,55.66,0,145.00,4.15,2500,0,0,0
1,0.01668,free_swing,583,492,583,632,-26.565,0.000,0,4.23,18.58,0,140.00,0.56,2500,0,0,0
2,0.03337,free_swing,584,492,581,643,-26.278,-1.138,0,5.34,-5.72,0,151.03,8.48,2500,0,0,0
3,0.05005,free_swing,583,492,589,623,-26.565,2.622,0,5.03,-17.26,0,131.14,5.81,2500,0,0,0
4,0.06673,free_swing,584,493,583,624,-26.136,-0.437,0,1.71,-30.41,0,131.00,5.90,2500,0,0,0
5,0.08342,free_swing,584,492,580,640,-26.278,-1.548,0,4.88,-33.74,0,148.05,6.34,2500,0,0,0
6,0.1001,free_swing,584,492,585,625,-26.278,0.431,0,-1.81,3.78,0,133.00,4.47,2500,0,0,0
7,0.11678,free_swing,584,493,583,634,-26.136,-0.406,0,2.25,23.10,0,141.00,1.28,2500,0,0,0
8,0.13347,free_swing,584,492,580,633,-26.278,-1.625,0,-6.53,-8.90,0,141.06,1.32,2500,0,0,0
9,0.15015,free_swing,584,492,587,625,-26.278,1.292,0,-6.22,-37.02,0,133.03,4.45,2500,0,0,0
10,0.16683,free_swing,583,492,580,598,-26.565,-1.621,0,3.00,28.93,1,106.04,23.83,2500,0,0,0
11,0.18352,free_swing,584,492,581,598,-26.278,-1.621,0,-2.91,98.10,1,106.04,23.83,2500,0,0,0
12,0.2002,free_swing,584,492,590,582,-26.278,3.814,0,0.13,70.16,1,90.20,35.21,2500,0,0,0
13,0.21688,free_swing,583,491,588,588,-26.709,2.951,0,-6.82,-25.19,1,97.13,30.24,2500,0,0,0
14,0.23357,free_swing,584,492,582,608,-26.278,-0.988,0,4.25,-54.84,1,116.02,16.67,2500,0,0,0
15,0.25025,free_swing,583,492,586,584,-26.565,1.868,0,8.83,-89.23,1,92.05,33.88,2500,0,0,0
16,0.26693,free_swing,584,493,586,592,-26.136,1.157,0,1.70,145.46,1,99.02,28.88,2500,1,0,0
17,0.28362,free_swing,584,492,579,629,-26.278,-2.090,0,2.62,-69.29,1,137.09,1.53,2500,1,0,0
18,0.3003,free_swing,584,492,599,568,-26.278,11.165,0,-3.77,427.71,1,77.47,44.36,2500,1,0,0
19,0.31698,free_swing,584,492,587,591,-26.278,1.736,0,2.25,1044.78,1,99.05,28.86,2500,1,0,0
20,0.33367,free_swing,584,492,610,525,-26.278,38.234,0,-4.57,544.93,1,42.01,69.82,2500,1,0,0
21,0.35035,free_swing,584,492,614,524,-26.278,43.152,0,-3.96,-350.59,1,43.86,68.49,2500,1,0,0
22,0.36703,free_swing,583,492,593,545,-26.565,10.685,0,1.50,-1115.64,1,53.94,61.26,2500,1,0,0
23,0.38372,free_swing,584,492,587,605,-26.278,1.521,0,-0.61,-522.26,1,113.04,18.81,2500,1,0,0
24,0.4004,free_swing,584,492,592,586,-26.278,4.865,0,0.61,33.23,1,94.34,32.24,2500,1,0,0
25,0.41708,free_swing,583,492,590,606,-26.565,3.514,0,-1.50,238.30,1,114.21,17.96,2500,1,0,0
26,0.43377,free_swing,584,492,588,609,-26.278,1.958,0,3.96,16.10,1,117.07,15.91,2500,1,0,0
27,0.45045,free_swing,584,492,602,557,-26.278,15.479,0,6.08,121.21,1,67.45,51.56,2500,0,0,0
28,0.46713,free_swing,584,492,584,601,-26.278,0.000,0,-4.57,68.10,1,109.00,21.71,2500,0,0,0
29,0.48382,free_swing,584,492,600,551,-26.278,15.173,0,-7.03,229.36,1,61.13,56.09,2500,0,0,0
30,0.5005,free_swing,583,492,602,581,-26.565,12.051,0,-7.03,216.86,1,91.01,34.63,2500,0,0,0
31,0.51718,free_swing,583,492,602,543,-26.565,20.433,0,-4.57,-335.24,1,54.42,60.91,2500,1,0,0
32,0.53387,free_swing,583,492,592,595,-26.565,4.994,0,4.57,-216.85,1,103.39,25.74,2500,0,0,0
33,0.55055,free_swing,583,492,589,602,-26.565,3.122,0,7.03,-436.11,1,110.16,20.87,2500,1,0,0
34,0.56723,free_swing,584,492,596,570,-26.278,8.746,0,7.79,662.31,1,78.92,43.32,2500,1,0,0
35,0.58392,free_swing,584,492,586,619,-26.278,0.902,0,0.76,665.51,0,127.02,8.77,2500,0,0,0
36,0.6006,free_swing,584,492,621,528,-26.278,45.785,0,-2.00,41.09,1,51.62,62.92,2500,1,0,0
37,0.61728,free_swing,583,493,603,585,-26.423,12.265,0,-3.07,-518.41,1,94.15,32.38,2500,1,0,0
38,0.63397,free_swing,584,492,590,595,-26.278,3.334,0,-6.53,-470.74,1,103.17,25.89,2500,0,0,0
39,0.65065,free_swing,583,492,597,583,-26.565,8.746,0,-1.65,260.84,1,92.07,33.87,2500,1,0,0
40,0.66733,free_swing,583,492,606,556,-26.565,19.767,0,3.96,-64.26,1,68.01,51.15,2500,1,0,0
41,0.68402,free_swing,584,492,589,615,-26.278,2.328,0,7.73,98.76,1,123.10,11.58,2500,0,0,0
42,0.7007,free_swing,584,492,597,574,-26.278,9.009,0,-3.50,52.49,1,83.02,40.37,2500,0,0,0
43,0.71738,free_swing,583,493,609,549,-26.423,24.905,0,-5.46,181.37,1,61.74,55.65,2500,0,0,0
44,0.73407,free_swing,583,492,591,578,-26.565,5.315,0,2.00,-108.38,1,86.37,37.96,2500,1,0,0
45,0.75075,free_swing,584,492,602,563,-26.278,14.226,0,7.77,-372.50,1,73.25,47.39,2500,1,0,0
46,0.76743,free_swing,584,492,599,565,-26.278,11.611,0,1.50,330.14,1,74.53,46.47,2500,1,0,0
47,0.78412,free_swing,584,492,589,594,-26.278,2.806,0,-12.33,134.29,1,102.12,26.65,2500,0,0,0
48,0.8008,free_swing,583,492,609,538,-26.565,29.476,0,-6.69,-108.14,1,52.84,62.05,2500,1,0,0
49,0.81748,free_swing,583,491,592,588,-26.709,5.301,0,7.73,-489.75,1,97.42,30.03,2500,1,0,0
50,0.83417,free_swing,584,492,583,627,-26.278,-0.424,0,7.91,33.80,1,135.00,3.03,2500,1,0,0
51,0.85085,free_swing,584,493,592,588,-26.136,4.814,0,1.41,583.13,1,95.34,31.52,2500,1,0,0
52,0.86753,free_swing,583,492,611,536,-26.565,32.471,0,-2.71,23.98,1,52.15,62.54,2500,1,0,0
53,0.88422,free_swing,584,492,590,574,-26.278,4.185,0,-2.88,-464.53,1,82.22,40.94,2500,1,0,0
54,0.9009,free_swing,584,492,587,616,-26.278,1.386,0,1.36,-445.94,1,124.04,10.91,2500,0,0,0
55,0.91758,free_swing,583,492,591,592,-26.565,4.574,0,-1.50,297.64,1,100.32,27.94,2500,1,0,0
56,0.93427,free_swing,584,492,593,583,-26.278,5.648,0,6.22,-87.76,1,91.44,34.32,2500,1,0,0
57,0.95095,free_swing,584,492,598,577,-26.278,9.353,0,-0.79,461.51,1,86.15,38.12,2500,1,0,0
58,0.96763,free_swing,584,492,589,603,-26.278,2.579,0,-12.02,377.17,1,111.11,20.19,2500,0,0,0
59,0.98432,free_swing,583,491,605,520,-26.709,37.185,0,-2.46,-69.09,1,36.40,73.85,2500,1,0,0
60,1.001,free_swing,583,492,593,621,-26.565,4.433,0,2.87,-510.24,1,129.39,7.06,2500,1,0,0
61,1.01768,free_swing,584,492,589,623,-26.278,2.186,0,3.05,-614.05,0,131.10,5.84,2500,0,0,0
62,1.03437,free_swing,583,492,587,612,-26.565,1.909,0,-4.70,856.33,1,120.07,13.76,2500,1,0,0
63,1.05105,free_swing,583,492,603,582,-26.565,12.529,0,2.72,533.16,1,92.20,33.78,2500,1,0,0
64,1.06773,free_swing,583,493,616,535,-26.423,38.157,0,11.25,-138.11,1,53.41,61.63,2500,1,0,0
65,1.08442,free_swing,584,493,591,606,-26.136,3.545,0,2.76,-609.56,1,113.22,18.68,2500,1,0,0
66,1.1011,free_swing,584,492,588,593,-26.278,2.268,0,-1.65,-511.26,1,101.08,27.40,2500,0,0,0
67,1.11778,free_swing,583,493,594,598,-26.423,5.981,0,-4.60,315.29,1,105.57,24.17,2500,1,0,0
68,1.13447,free_swing,584,492,591,597,-26.278,3.814,0,-8.85,180.25,1,105.23,24.41,2500,0,0,0
69,1.15115,free_swing,583,492,599,567,-26.565,12.043,0,-10.17,-7.13,1,76.69,44.92,2500,0,0,0
70,1.16783,free_swing,582,492,595,586,-26.851,7.874,0,0.74,-118.32,1,94.89,31.84,2500,0,0,0
71,1.18452,free_swing,583,492,587,598,-26.565,2.161,0,9.41,-271.99,1,106.08,23.81,2500,0,0,0
72,1.2012,free_swing,584,492,589,598,-26.278,2.701,0,3.06,-61.42,1,106.12,23.78,2500,1,0,0
73,1.21788,free_swing,583,492,581,626,-26.565,-0.855,0,0.61,15.47,0,134.01,3.74,2500,0,0,0
74,1.23457,free_swing,583,492,589,612,-26.565,2.862,0,-4.42,-12.60,1,120.15,13.70,2500,0,0,0
75,1.25125,free_swing,584,492,585,594,-26.278,0.562,0,-4.74,-24.00,1,102.00,26.73,2500,0,0,0
76,1.26793,free_swing,582,492,583,613,-26.851,0.474,0,-5.95,90.87,1,121.00,13.09,2500,0,0,0
77,1.28462,free_swing,583,491,586,604,-26.709,1.521,0,0.13,126.08,1,113.04,18.81,2500,0,0,0
78,1.3013,free_swing,583,492,595,575,-26.565,8.227,0,4.25,-97.22,1,83.86,39.76,2500,1,0,0
79,1.31798,free_swing,583,492,584,580,-26.565,0.651,0,3.39,85.11,1,88.01,36.79,2500,0,0,0
80,1.33467,free_swing,583,491,582,602,-26.709,-0.516,0,3.21,22.41,1,111.00,20.27,2500,0,0,0
81,1.35135,free_swing,584,492,600,557,-26.278,13.829,0,1.99,63.55,1,66.94,51.92,2500,0,0,0
82,1.36803,free_swing,583,492,580,619,-26.565,-1.353,0,-1.66,-169.61,1,127.04,8.75,2500,1,0,0
83,1.38472,free_swing,583,492,588,594,-26.565,2.806,0,-5.33,-113.41,1,102.12,26.65,2500,0,0,0
84,1.4014,free_swing,583,492,584,622,-26.565,0.441,0,1.50,156.00,1,130.00,6.62,2500,1,0,0
85,1.41808,free_swing,583,492,595,591,-26.565,6.911,0,0.74,201.10,1,99.72,28.37,2500,0,0,0
86,1.43477,free_swing,583,492,591,587,-26.565,4.814,0,-2.26,169.77,1,95.34,31.52,2500,0,0,0
87,1.45145,free_swing,583,492,599,558,-26.565,13.627,0,-1.96,-129.96,1,67.91,51.22,2500,1,0,0
88,1.46813,free_swing,582,493,589,578,-26.707,4.708,0,0.00,-181.75,1,85.29,38.74,2500,0,0,0
89,1.48482,free_swing,583,492,585,599,-26.565,1.071,0,2.71,29.44,1,107.02,23.13,2500,1,0,0
90,1.5015,free_swing,583,492,594,579,-26.565,7.206,0,-0.03,379.70,1,87.69,37.01,2500,1,0,0
91,1.51818,free_swing,583,492,600,552,-26.565,15.819,0,-1.23,95.05,1,62.36,55.21,2500,1,0,0
92,1.53487,free_swing,583,491,600,568,-26.709,12.450,0,-6.06,-170.51,1,78.85,43.36,2500,1,0,0
93,1.55155,free_swing,583,492,589,589,-26.565,3.540,0,2.62,-291.06,1,97.19,30.19,2500,0,0,0
94,1.56823,free_swing,582,492,596,593,-26.851,7.892,0,6.26,63.92,1,101.97,26.76,2500,1,0,0
95,1.58492,free_swing,584,492,591,611,-26.278,3.366,0,3.19,123.14,1,119.21,14.38,2500,0,0,0
96,1.6016,free_swing,583,492,599,562,-26.565,12.875,0,-0.90,-23.02,1,71.81,48.42,2500,0,0,0
97,1.61828,free_swing,583,492,591,595,-26.565,4.441,0,-1.50,-129.17,1,103.31,25.80,2500,0,0,0
98,1.63497,free_swing,583,492,593,611,-26.565,4.803,0,5.46,-154.53,1,119.42,14.22,2500,0,0,0
99,1.65165,free_swing,584,492,586,576,-26.278,1.364,0,-1.50,5.53,1,84.02,39.65,2500,0,0,0
100,1.66833,free_swing,583,492,593,602,-26.565,5.194,0,0.61,-35.82,1,110.45,20.66,2500,0,0,0
101,1.68502,free_swing,583,492,586,616,-26.565,1.386,0,-2.12,83.05,1,124.04,10.91,2500,0,0,0
102,1.7017,free_swing,584,492,591,605,-26.278,3.545,0,5.32,32.06,1,113.22,18.68,2500,0,0,0
103,1.71838,free_swing,583,492,595,583,-26.565,7.512,0,0.79,37.19,1,91.79,34.07,2500,0,0,0
104,1.73507,free_swing,584,492,591,613,-26.278,3.311,0,1.23,81.46,1,121.20,12.94,2500,0,0,0
105,1.75175,free_swing,584,491,594,592,-26.421,5.654,0,3.80,-46.90,1,101.49,27.10,2500,0,0,0
106,1.76843,free_swing,584,492,601,584,-26.278,10.469,0,-6.08,164.84,1,93.56,32.80,2500,1,0,0
107,1.78512,free_swing,584,491,588,605,-26.421,2.010,0,-0.18,-16.85,1,114.07,18.07,2500,0,0,0
108,1.8018,free_swing,583,492,601,561,-26.565,14.621,0,-1.85,-211.52,1,71.31,48.78,2500,0,0,0
109,1.81848,free_swing,584,492,586,626,-26.278,0.855,0,-0.79,162.60,1,134.01,3.74,2500,1,0,0
110,1.83517,free_swing,583,492,589,612,-26.565,2.862,0,-3.21,72.00,1,120.15,13.70,2500,0,0,0
111,1.85185,free_swing,583,492,609,564,-26.565,19.855,0,-4.57,70.77,1,76.55,45.02,2500,0,0,0
112,1.86853,free_swing,583,492,589,617,-26.565,2.748,0,2.26,-210.32,1,125.14,10.11,2500,1,0,0
113,1.88522,free_swing,583,492,588,623,-26.565,2.186,0,-1.55,-296.74,0,131.10,5.84,2500,0,0,0
114,1.9019,free_swing,583,492,592,598,-26.565,4.853,0,-5.75,124.20,1,106.38,23.59,2500,1,0,0
115,1.91858,free_swing,583,491,584,601,-26.709,0.521,0,2.62,9.70,1,110.00,20.99,2500,0,0,0
116,1.93527,free_swing,582,493,594,603,-26.707,6.226,0,5.95,5.27,1,110.65,20.52,2500,0,0,0
117,1.95195,free_swing,584,492,589,615,-26.278,2.328,0,4.25,40.11,1,123.10,11.58,2500,0,0,0
118,1.96863,free_swing,583,492,592,596,-26.565,4.946,0,-3.19,100.16,1,104.39,25.02,2500,0,0,0
119,1.98532,free_swing,583,492,595,602,-26.565,6.226,0,-4.56,187.39,1,110.65,20.52,2500,0,0,0
120,2.002,free_swing,583,492,601,583,-26.565,11.189,0,8.04,-62.49,1,92.76,33.37,2500,1,0,0
121,2.01868,free_swing,583,493,595,594,-26.423,6.776,0,3.22,-188.58,1,101.71,26.94,2500,0,0,0
122,2.03537,free_swing,584,492,585,626,-26.278,0.428,0,0.30,-230.48,0,134.00,3.75,2500,0,0,0
123,2.05205,free_swing,583,492,587,609,-26.565,1.958,0,-4.26,-55.25,1,117.07,15.91,2500,0,0,0
124,2.06873,free_swing,583,493,582,639,-26.423,-0.392,0,-4.57,109.29,0,146.00,4.87,2500,0,0,0
125,2.08542,free_swing,583,492,588,617,-26.565,2.291,0,1.06,107.64,1,125.10,10.14,2500,0,0,0
126,2.1021,free_swing,583,492,594,598,-26.565,5.925,0,-0.29,33.59,1,106.57,23.45,2500,0,0,0
127,2.11878,free_swing,583,493,590,607,-26.423,3.514,0,8.80,-47.56,1,114.21,17.96,2500,0,0,0
128,2.13547,free_swing,583,493,586,630,-26.423,1.254,0,3.98,-73.01,0,137.03,1.57,2500,0,0,0
129,2.15215,free_swing,584,493,591,599,-26.136,3.778,0,3.07,-47.55,1,106.23,23.70,2500,0,0,0
130,2.16883,free_swing,583,493,585,619,-26.423,0.909,0,0.81,101.79,0,126.02,9.49,2500,0,0,0
131,2.18552,free_swing,584,493,588,631,-26.136,1.660,0,1.24,52.59,0,138.06,0.84,2500,0,0,0
132,2.2022,free_swing,584,492,595,566,-26.278,8.455,0,3.05,-63.98,1,74.81,46.26,2500,0,0,0
133,2.21888,free_swing,584,493,585,632,-26.136,0.412,0,-2.26,61.41,0,139.00,0.16,2500,0,0,0
134,2.23557,free_swing,584,492,586,627,-26.278,0.849,0,-3.53,80.51,0,135.01,3.02,2500,0,0,0
135,2.25225,free_swing,584,492,602,573,-26.278,12.529,0,-2.76,29.66,1,82.98,40.40,2500,0,0,0
136,2.26893,free_swing,583,493,587,596,-26.423,2.224,0,-3.83,-159.65,1,103.08,25.96,2500,0,0,0
137,2.28562,free_swing,584,492,582,644,-26.278,-0.754,0,-1.96,-152.01,0,152.01,9.19,2500,0,0,0
138,2.3023,free_swing,583,492,589,612,-26.565,2.862,0,2.31,56.58,1,120.15,13.70,2500,1,0,0
139,2.31898,free_swing,584,492,588,605,-26.278,2.027,0,4.70,-2.75,1,113.07,18.78,2500,0,0,0
