frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,574.604,491.781,570.159,652.720,-2.989,-1.582,0,-1.19,13.69
1,0.01668,driven,574.604,491.781,570.690,652.733,-2.989,-1.393,0,0.36,5.92
2,0.03337,driven,574.604,491.781,570.780,652.736,-2.989,-1.361,0,1.13,0.80
3,0.05005,driven,574.708,491.786,570.780,652.738,-2.952,-1.398,0,1.12,-1.69
4,0.06673,driven,574.708,491.786,570.789,652.739,-2.952,-1.395,0,-0.04,-0.05
5,0.08342,driven,574.708,491.786,570.789,652.739,-2.952,-1.395,0,-1.20,1.23
6,0.1001,driven,574.593,491.780,570.789,652.735,-2.993,-1.354,0,-1.00,0.99
7,0.11678,driven,574.593,491.780,570.789,652.735,-2.993,-1.354,0,-0.48,0.46
8,0.13347,driven,574.593,491.780,570.789,652.735,-2.993,-1.354,0,0.30,-0.26
9,0.15015,driven,574.594,491.780,570.788,652.735,-2.993,-1.355,0,0.05,-0.05
10,0.16683,driven,574.615,491.782,570.788,652.736,-2.985,-1.362,0,0.49,-0.99
11,0.18352,driven,574.615,491.782,570.757,652.735,-2.985,-1.373,0,0.75,-1.33
12,0.2002,driven,574.691,491.785,570.694,652.736,-2.958,-1.423,0,0.62,-1.13
13,0.21688,driven,574.691,491.785,570.694,652.736,-2.958,-1.423,0,0.29,-2.69
14,0.23357,driven,574.691,491.785,570.568,652.733,-2.958,-1.467,0,-0.51,-3.68
15,0.25025,driven,574.691,491.785,570.223,652.723,-2.958,-1.590,0,0.75,-5.01
16,0.26693,driven,574.691,491.785,570.127,652.721,-2.958,-1.625,0,2.11,-5.41
17,0.28362,driven,574.888,491.795,570.041,652.723,-2.888,-1.725,0,0.91,-3.67
18,0.3003,driven,574.888,491.795,569.825,652.716,-2.888,-1.802,0,-1.19,-1.76
19,0.31698,driven,574.678,491.785,569.718,652.708,-2.963,-1.766,0,-1.99,0.54
20,0.33367,driven,574.678,491.785,569.707,652.708,-2.963,-1.769,0,-0.31,0.13
21,0.35035,driven,574.733,491.788,569.676,652.708,-2.943,-1.800,0,0.84,-4.39
22,0.36703,driven,574.733,491.788,569.481,652.702,-2.943,-1.870,0,0.29,-6.71
23,0.38372,driven,574.733,491.788,568.986,652.685,-2.943,-2.046,0,0.15,-5.82
24,0.4004,driven,574.758,491.789,568.908,652.683,-2.934,-2.082,0,0.29,-2.49
25,0.41708,driven,574.768,491.789,568.908,652.683,-2.931,-2.086,0,-0.16,0.77
26,0.43377,driven,574.768,491.789,568.907,652.683,-2.931,-2.086,0,0.71,-0.54
27,0.45045,driven,574.771,491.790,568.908,652.683,-2.930,-2.087,0,1.49,-1.55
28,0.46713,driven,574.953,491.799,568.908,652.685,-2.865,-2.152,0,1.57,-1.86
29,0.48382,driven,574.953,491.799,568.889,652.685,-2.865,-2.158,0,1.54,-1.40
30,0.5005,driven,575.014,491.802,568.889,652.685,-2.843,-2.180,0,1.95,-1.40
31,0.51718,driven,575.160,491.809,568.966,652.690,-2.791,-2.205,0,2.71,-2.07
32,0.53387,driven,575.293,491.815,568.966,652.691,-2.744,-2.252,0,1.70,-1.94
33,0.55055,driven,575.307,491.816,568.991,652.692,-2.739,-2.248,0,0.25,2.59
34,0.56723,driven,575.307,491.816,569.066,652.695,-2.739,-2.221,0,0.17,5.41
35,0.58392,driven,575.316,491.817,569.628,652.716,-2.736,-2.025,0,0.60,4.54
36,0.6006,driven,575.386,491.820,569.641,652.717,-2.711,-2.045,0,0.59,2.61
37,0.61728,driven,575.373,491.819,569.697,652.719,-2.715,-2.020,0,0.27,0.97
38,0.63397,driven,575.386,491.820,569.876,652.726,-2.711,-1.961,0,-0.12,2.28
