t_s,theta1_deg,omega1_deg_s
5.6957,32.6439,418.0689
6.4913,15.8694,458.1332
7.3757,25.0258,425.9531
8.1567,21.4934,445.7054
8.9823,-0.7793,483.1207
9.7892,-10.9010,483.7756
10.6424,-22.0727,408.3507
11.8709,11.2746,-713.6962
12.5446,67.2918,-204.4578
13.5714,-4.2181,-576.5373
14.1352,51.7846,-109.0604
14.5702,-67.7320,-91.7066
15.2140,10.4274,-673.5300
15.8051,54.5980,-52.7982
16.2993,-65.4941,216.8940
16.6012,66.7459,287.3522
17.8761,-76.0510,-93.4155
18.5826,-9.8692,-659.6863
19.2688,53.6209,-387.7906
20.7585,28.6870,50.3467
21.2452,-57.0934,-133.4996
21.8767,9.5531,-664.8343
22.4649,53.7100,-7.6673
22.9792,-59.6360,299.5905
23.2429,57.4871,319.2212
24.9290,28.1200,26.0486
25.4101,-57.2538,-161.8400
26.0929,-16.8737,-618.4201
26.8032,40.1532,-484.1910
27.5341,58.3014,-345.9758
28.3164,65.4684,-111.3997
29.0434,11.4047,32.9306
30.2000,9.0610,-546.5390
30.9687,43.6050,-577.1051
31.6856,64.2273,-231.2933
32.4736,61.7030,-41.9098
33.1817,16.7070,456.6348
34.0598,44.2834,357.9856
34.7890,-15.1293,486.0631
35.6395,-21.9962,400.5454
37.4327,33.0460,-8.2852
37.8683,-50.1047,-351.8505
38.6192,-47.6994,-390.6508
39.5257,-65.7532,-226.6533
40.6691,-8.2774,145.2507
41.9628,-47.7677,-381.8155
42.7037,8.1883,-621.9320
43.3126,56.5700,-42.3947
43.9892,-16.0891,240.0945
45.2903,-49.7334,-374.4443
46.0324,9.2894,-623.3754
46.6508,51.8176,-84.4640
49.8237,3.8377,481.9622
50.6992,26.5917,449.5983
51.5064,19.6957,459.1038
52.1466,-61.2674,258.3012
52.4277,61.7368,308.5917
54.9910,44.9937,-207.0783
55.4356,-62.7370,6.6581
55.8439,81.6260,-18.8053
58.2719,20.8767,50.1461
58.8297,-50.3002,224.1982
59.0923,56.2314,309.1394
60.2287,-12.8972,-515.4257
60.7789,41.5990,-85.1704
61.3469,-51.0455,357.3685
61.5698,49.4443,348.3695
62.5385,73.5803,-303.5679
63.5735,-20.0218,-516.9670
64.0998,36.2540,-19.7432
64.8317,12.6687,452.6519
65.6259,-23.5086,378.2084
66.8864,-11.1003,-551.9331
67.4442,45.3720,-98.5237
67.9664,-63.7334,202.8775
68.2595,61.7177,305.8087
69.4303,-43.5554,-417.1986
70.0228,61.5279,-125.1718
71.8148,31.7865,-605.9862
72.4835,54.7910,-101.6206
73.1527,-17.4157,185.0116
74.4259,-32.8581,-437.8894
74.9416,41.5020,72.0364
75.6334,-8.6034,473.6217
76.4873,-16.1366,194.9783
77.7606,-29.1041,-436.6946
78.2687,39.5810,37.9276
78.9714,-6.4123,480.8421
79.7997,-22.1430,434.4961
80.9064,65.2519,-340.2401
83.3162,28.9650,-127.0196
83.8567,-40.4630,335.9296
84.0349,38.4553,403.9055
88.2559,20.0720,46.9707
88.9655,-23.3341,292.1944
90.7426,17.2841,145.3698
91.5414,9.1981,-80.2910
