t_s,theta1_deg,omega1_deg_s
3.4057,-84.1266,460.7191
4.8137,-128.7390,144.1157
5.1908,-19.0537,-62.3282
8.6781,-84.1467,221.7863
10.1671,-84.2116,296.7515
10.3352,16.6801,715.2697
10.7767,81.0895,-8.5435
11.6950,-17.2282,485.0335
14.2105,63.1535,313.9159
14.6826,-52.4112,-154.0266
15.0060,-47.8858,205.2482
16.4609,49.4411,457.9668
16.9927,-26.5881,-547.5626
17.4523,-47.5269,430.9640
18.9224,28.6595,157.4169
19.3960,80.0396,-116.6206
20.3562,58.4559,437.0616
21.5289,92.0816,38.9177
21.8010,27.3696,-576.7548
22.6255,67.7320,352.9790
26.1263,59.1997,211.2283
26.7507,-59.1439,242.0888
28.1181,35.4092,266.3881
28.6695,19.3685,-541.4052
29.3164,-33.5520,273.7916
31.9102,26.0503,498.1158
34.2088,0.7259,449.9154
35.6786,11.8874,-243.1862
36.2140,36.2185,-353.0565
36.9802,29.7661,-191.2663
37.4703,-18.5655,-391.6495
37.9065,7.6195,-389.4307
38.3709,-3.5228,-417.5211
38.8340,1.3165,-408.9754
39.3083,-0.0745,-410.5191
39.7898,-1.0779,-409.3987
40.2796,3.1902,-410.3489
40.7880,-7.9291,-385.6712
41.3054,18.7284,-387.3235
41.9049,-28.2570,-149.4105
43.3013,19.0191,-89.6365
47.4557,-43.7516,255.7885
48.8777,41.4202,-102.1370
50.4010,-48.6015,224.8946
51.7697,43.5057,22.8513
53.3515,-42.9616,156.1102
54.6928,40.0503,71.9410
56.2850,-41.3309,81.0750
57.6285,41.3303,132.6140
59.1023,-38.4778,-71.8954
60.4857,44.0549,187.9065
61.8169,-18.8387,-322.9832
63.0813,-31.1130,317.9648
63.2665,39.2855,248.1318
64.4921,14.7759,-326.3642
65.7843,-43.8816,173.3062
67.1715,30.9004,-129.4363
68.4989,-40.9270,80.3045
69.8591,37.1887,18.4677
71.1682,-35.3196,-43.2139
72.5409,40.3606,93.0070
73.8016,-27.0648,-167.1766
75.2036,41.4311,124.0953
76.4176,-18.3959,-251.4453
77.8383,41.6769,134.4449
79.0233,-12.3553,-280.9765
80.4499,41.1358,139.0618
81.6191,-10.4181,-279.0326
83.0423,40.5299,131.2871
84.2041,-12.5183,-264.9487
85.6215,39.5453,110.1694
86.7811,-18.6563,-210.4078
88.1821,37.6436,67.6188
89.3466,-26.9446,-112.6285
90.7308,33.0005,-5.6084
91.8949,-34.0887,5.9251
93.2773,22.6641,-140.7699
94.4232,-37.9030,95.9171
95.8235,2.1183,-253.6288
97.2357,36.9850,92.6071
98.3609,-22.2412,-135.4792
99.7454,28.2557,-45.0675
100.8736,-35.0936,57.0601
102.2651,1.5820,-234.1628
103.6653,34.1830,56.3373
104.7754,-28.4172,-45.2243
106.1561,14.2067,-180.1311
107.5498,34.1813,96.8709
108.6493,-22.0460,-111.4308
109.3290,1.1160,-334.2172
110.0263,18.6875,-132.7783
111.1592,-28.6162,174.7072
111.4010,31.9310,127.1229
112.5035,-20.6527,-117.0797
113.1668,5.9022,-322.8299
113.8787,15.8927,-145.1123
115.2617,32.6828,80.5445
116.3406,-24.8662,-64.1435
117.7135,6.4323,-197.9952
119.0948,29.0125,4.8606
120.1632,-30.5583,28.9138
121.5327,-11.1539,-169.2261
122.9020,16.7132,-119.5534
124.2709,30.0283,49.2534
125.3323,-27.5120,-3.9711
126.6944,-9.4011,-168.2595
128.0568,14.3498,-130.9043
129.4194,27.5439,14.3940
130.4757,-29.0002,51.3648
131.8237,-18.7419,-90.5813
133.1752,0.4398,-175.7903
