frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,omega_cap_suspect
0,0.0,free_swing,587,492,585,651,-25.408,-0.721,0,-1.62,50.59,0,159.01,0.08,2500,0,0,0
1,0.01668,free_swing,588,491,585,651,-25.253,-1.074,0,-1.42,18.77,0,160.03,0.55,2500,0,0,0
2,0.03337,free_swing,587,491,585,651,-25.547,-0.716,0,-1.07,2.93,0,160.01,0.54,2500,0,0,0
3,0.05005,free_swing,587,492,590,637,-25.408,1.185,0,-0.55,3.08,0,145.03,8.87,2500,0,0,0
4,0.06673,free_swing,587,492,585,651,-25.408,-0.721,0,3.75,20.49,0,159.01,0.08,2500,0,0,0
5,0.08342,free_swing,587,492,587,651,-25.408,0.000,0,-2.94,18.33,0,159.00,0.09,2500,0,0,0
6,0.1001,free_swing,587,492,592,639,-25.408,1.948,0,-1.92,-3.72,0,147.09,7.58,2500,0,0,0
7,0.11678,free_swing,587,491,587,639,-25.547,0.000,0,0.00,-28.85,0,148.00,7.00,2500,0,0,0
8,0.13347,free_swing,587,492,585,637,-25.408,-0.790,0,1.92,33.27,0,145.01,8.88,2500,0,0,0
9,0.15015,free_swing,587,492,591,628,-25.408,1.685,0,2.94,38.35,1,136.06,14.51,2500,0,0,0
10,0.16683,free_swing,587,492,593,619,-25.408,2.705,0,-2.22,62.73,1,127.14,20.11,2500,0,0,0
11,0.18352,free_swing,587,492,588,638,-25.408,0.392,0,-3.41,21.93,0,146.00,8.26,2500,0,0,0
12,0.2002,free_swing,587,491,598,616,-25.547,5.029,0,-3.41,36.97,1,125.48,21.15,2500,0,0,0
13,0.21688,free_swing,587,491,592,614,-25.547,2.328,0,-2.22,-8.29,1,123.10,22.65,2500,0,0,0
14,0.23357,free_swing,587,491,594,620,-25.547,3.106,0,2.22,-82.68,1,129.19,18.82,2500,0,0,0
15,0.25025,free_swing,587,491,589,612,-25.547,0.947,0,4.13,-38.79,1,121.02,23.96,2500,0,0,0
16,0.26693,free_swing,587,492,589,618,-25.408,0.909,0,1.19,-60.22,1,126.02,20.82,2500,0,0,0
