t_s,theta1_deg,omega1_deg_s
0.0317,-2.8994,-110.4672
0.0517,-6.2352,-142.8648
0.7700,16.6013,134.4704
1.8404,1.1920,166.6615
2.8807,6.8037,53.9513
3.8798,19.6783,75.7519
5.5263,-57.7673,259.0029
6.1687,15.4268,-480.9951
6.8365,33.0942,129.3823
7.8640,29.5573,2.0962
8.8697,32.5764,4.9893
9.8722,36.4994,26.0069
10.8953,49.3225,102.0024
11.8490,53.2944,200.0272
12.8557,44.0564,90.5346
13.8485,26.3185,-14.8075
14.8381,12.8132,8.9200
15.8433,8.2825,138.3797
16.8637,8.6120,113.5893
17.8967,15.1504,12.5376
19.8160,19.8344,158.5531
20.8497,3.1443,72.6304
21.8683,6.4190,49.0534
22.8747,19.9329,83.1762
24.5375,-58.8498,298.1490
25.2325,-12.4077,-403.5061
25.8393,35.6110,194.0841
26.8678,36.1108,15.8136
27.8780,39.1881,53.1371
28.9239,65.6131,183.0315
29.9402,70.8070,184.8303
30.8919,47.7335,65.1587
31.8887,61.4849,185.6789
32.8747,55.0959,160.7331
33.8618,53.8204,167.9528
34.8586,46.4661,106.1102
