t_s,theta1_deg,omega1_deg_s
5.0000,59.7508,-135.0233
6.0000,64.4034,-62.7198
7.0000,42.1569,49.6956
8.0000,32.7352,86.4302
9.0000,32.3469,80.5712
10.0000,32.9323,42.2788
11.0000,36.4966,-198.2477
12.0000,46.7086,-138.4988
13.0000,33.7677,-11.0911
14.0000,30.7954,104.7604
15.0000,37.5831,164.4640
16.0000,42.1904,204.5220
17.0000,35.9087,224.9912
18.0000,24.0032,156.2938
19.0000,69.2612,41.9896
20.0000,46.6991,106.4371
21.0000,38.5483,212.3103
22.0000,33.3346,233.2864
23.0000,31.9874,173.8394
24.0000,58.0220,-164.3761
25.0000,66.0177,-75.4325
26.0000,43.4468,-17.1664
27.0000,33.0339,51.6266
28.0000,31.9260,1.5632
29.0000,66.8187,-188.2119
30.0000,74.5652,-83.2194
31.0000,34.6556,-162.9322
32.0000,56.2592,-294.7559
33.0000,41.4944,-233.1522
34.0000,39.2847,-162.5399
35.0000,34.1848,-27.4624
