frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,residual_suspect,energy_J,energy_ceiling_suspect,energy_rolling_spike,energy_suspect,trend_arm_suspect,omega_cap_suspect
0,0.0,holding,660,486,657,634,-1.116,-1.161,0,0.00,0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
1,0.01668,holding,660,486,657,634,-1.116,-1.161,0,0.00,0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
2,0.03337,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
3,0.05005,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
4,0.06673,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
5,0.08342,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
6,0.1001,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
7,0.11678,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
8,0.13347,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
9,0.15015,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
10,0.16683,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
11,0.18352,holding,660,486,657,634,-1.116,-1.161,0,1.30,-1.35,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
12,0.2002,holding,660,486,657,634,-1.116,-1.161,0,-1.27,1.33,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
13,0.21688,holding,660,486,657,634,-1.116,-1.161,0,-1.01,1.05,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
14,0.23357,holding,660,486,657,634,-1.116,-1.161,0,-3.45,3.59,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
15,0.25025,holding,660,486,657,634,-1.116,-1.161,0,-3.59,3.73,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
16,0.26693,holding,659,486,657,634,-1.488,-0.774,0,-2.18,2.27,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
17,0.28362,holding,660,486,657,634,-1.116,-1.161,0,-0.00,-0.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
18,0.3003,holding,659,486,657,634,-1.488,-0.774,0,2.18,-2.27,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
19,0.31698,holding,660,486,657,634,-1.116,-1.161,0,3.59,-3.73,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
20,0.33367,holding,660,486,657,634,-1.116,-1.161,0,3.43,-3.56,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
21,0.35035,holding,660,486,657,634,-1.116,-1.161,0,1.03,-1.07,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
22,0.36703,holding,660,486,657,634,-1.116,-1.161,0,2.62,-2.73,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
23,0.38372,holding,660,486,657,634,-1.116,-1.161,0,-1.27,1.30,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
24,0.4004,holding,660,486,657,634,-1.116,-1.161,0,-2.22,2.33,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
25,0.41708,holding,660,487,657,634,-1.109,-1.169,0,-5.70,5.96,0,147.03,1.91,100,0,0,0,,0,0,0,0,0
26,0.43377,holding,660,486,657,634,-1.116,-1.161,0,-5.73,6.00,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
27,0.45045,holding,659,486,657,634,-1.488,-0.774,0,-2.17,0.93,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
28,0.46713,holding,659,487,657,634,-1.478,-0.779,0,-1.32,2.70,0,147.01,1.92,100,0,0,0,,0,0,0,0,0
29,0.48382,holding,659,486,657,634,-1.488,-0.774,0,2.40,-0.11,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
30,0.5005,holding,660,486,657,634,-1.116,-1.161,0,3.58,-1.49,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
31,0.51718,holding,660,486,657,634,-1.116,-1.161,0,2.13,-0.92,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
32,0.53387,holding,659,486,658,634,-1.488,-0.387,0,-2.21,2.28,0,148.00,1.26,100,0,0,0,,0,0,0,0,0
33,0.55055,holding,660,486,657,634,-1.116,-1.161,0,-4.45,3.31,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
34,0.56723,holding,659,486,657,634,-1.488,-0.774,0,-4.86,2.79,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
35,0.58392,holding,659,486,657,634,-1.488,-0.774,0,-2.15,-0.16,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
36,0.6006,holding,659,486,657,634,-1.488,-0.774,0,-1.01,-0.28,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
37,0.61728,holding,659,486,657,634,-1.488,-0.774,0,-2.57,4.03,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
38,0.63397,holding,659,486,657,634,-1.488,-0.774,0,1.27,-1.33,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
39,0.65065,holding,659,486,657,634,-1.488,-0.774,0,0.98,-1.02,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
40,0.66733,holding,659,486,657,634,-1.488,-0.774,0,5.73,-5.96,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
41,0.68402,holding,659,486,657,634,-1.488,-0.774,0,10.64,-13.78,0,148.01,1.25,100,0,0,0,,0,0,0,0,0
42,0.7007,holding,660,486,657,634,-1.116,-1.161,0,12.00,-18.08,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
43,0.71738,holding,660,486,657,634,-1.116,-1.161,0,11.73,-6.41,0,148.03,1.24,100,0,0,0,,0,0,0,0,0
44,0.73407,holding,661,486,657,634,-0.744,-1.548,0,-5.52,23.33,0,148.05,1.23,100,0,0,0,,0,0,0,0,0
45,0.75075,free_swing,660,486,657,634,-1.116,-1.161,0,-33.72,65.77,0,148.03,1.24,2500,0,0,0,0.0152,0,0,0,0,0
46,0.76743,free_swing,658,486,659,634,-1.86,0.387,0,-75.95,111.01,0,148.00,1.26,2500,0,0,0,0.0938,0,0,0,0,0
47,0.78412,free_swing,655,484,663,637,-3.013,3.174,0,-114.24,146.63,1,153.21,2.21,2500,0,0,0,0.2413,0,1,1,0,0
48,0.8008,free_swing,647,484,663,636,-6.009,5.959,0,-141.96,173.54,1,152.84,1.97,2500,0,0,0,0.4062,0,1,1,0,0
49,0.81748,free_swing,641,483,664,634,-8.289,8.743,0,-151.08,179.88,1,152.74,1.90,2500,0,0,0,0.4916,0,1,1,0,0
50,0.83417,free_swing,633,480,664,630,-11.459,11.530,0,-152.51,175.01,1,153.17,2.19,2500,0,0,0,0.5612,0,1,1,0,0
51,0.85085,free_swing,628,480,665,625,-13.305,14.315,0,-148.34,165.56,0,149.65,0.16,2500,0,0,0,0.5808,0,0,0,0,0
52,0.86753,free_swing,622,480,666,621,-15.484,17.331,0,-140.62,146.01,0,147.71,1.46,2500,0,0,0,0.6055,0,0,0,0,0
53,0.88422,free_swing,616,478,665,618,-17.844,19.29,0,-142.38,119.03,0,148.33,1.04,2500,0,0,0,0.7411,0,0,0,0,0
54,0.9009,free_swing,609,475,663,614,-20.688,21.231,0,-143.55,85.45,0,149.12,0.52,2500,0,0,0,0.9208,0,0,0,0,0
55,0.91758,free_swing,603,473,658,607,-23.051,22.316,0,-145.02,44.80,0,144.85,3.37,2500,0,0,0,1.1368,0,0,0,0,0
56,0.93427,free_swing,598,471,652,603,-25.062,22.249,0,-138.45,7.28,0,142.62,4.85,2500,0,0,0,1.2628,0,0,0,0,0
57,0.95095,free_swing,592,468,649,605,-27.567,22.59,0,-132.46,-24.89,0,148.38,1.01,2500,0,0,0,1.4077,0,0,0,0,0
58,0.96763,free_swing,587,465,642,603,-29.745,21.73,0,-127.43,-60.50,0,148.56,0.89,2500,0,0,0,1.5859,0,0,0,0,0
59,0.98432,free_swing,583,462,633,598,-31.608,20.186,0,-122.85,-93.27,0,144.90,3.33,2500,0,0,0,1.7654,0,0,0,0,0
60,1.001,free_swing,578,459,626,600,-33.794,18.8,0,-114.54,-124.90,0,148.95,0.63,2500,0,0,0,1.9213,0,0,0,0,0
61,1.01768,free_swing,574,456,616,599,-35.669,16.368,0,-102.69,-158.17,0,149.04,0.57,2500,0,0,0,2.0460,0,0,0,0,0
62,1.03437,free_swing,571,453,605,598,-37.247,13.196,0,-94.97,-184.03,0,148.93,0.64,2500,0,0,0,2.1974,0,0,0,0,0
63,1.05105,free_swing,568,451,594,598,-38.601,10.03,0,-83.73,-207.77,0,149.28,0.41,2500,0,0,0,2.2903,0,0,0,0,0
64,1.06773,free_swing,565,449,582,598,-39.95,6.509,0,-68.73,-234.94,0,149.97,0.05,2500,0,0,0,2.3682,0,0,0,0,0
65,1.08442,free_swing,563,447,569,597,-41.009,2.291,0,-55.39,-254.73,0,150.12,0.15,2500,0,0,0,2.4401,0,0,0,0,0
66,1.1011,free_swing,561,445,556,594,-42.071,-1.922,0,-40.76,-272.73,0,149.08,0.54,2500,0,0,0,2.5056,0,0,0,0,0
67,1.11778,free_swing,560,445,543,594,-42.349,-6.509,0,-26.79,-282.77,0,149.97,0.05,2500,0,0,0,2.5110,0,0,0,0,0
68,1.13447,free_swing,560,444,529,591,-42.603,-11.908,0,-12.36,-287.45,0,150.23,0.23,2500,0,0,0,2.5284,0,0,0,0,0
69,1.15115,free_swing,559,444,518,585,-42.879,-16.213,0,-7.36,-277.00,0,146.84,2.04,2500,0,0,0,2.5734,0,0,0,0,0
70,1.16783,free_swing,559,444,507,581,-42.879,-20.785,0,-4.40,-261.77,0,146.54,2.24,2500,0,0,0,2.6153,0,0,0,0,0
71,1.18452,free_swing,559,444,498,575,-42.879,-24.969,0,0.21,-245.97,0,144.51,3.59,2500,0,0,0,2.6456,0,0,0,0,0
72,1.2012,free_swing,559,445,489,569,-42.625,-29.445,0,12.29,-234.69,0,142.39,5.00,2500,0,0,0,2.6469,0,0,0,0,0
73,1.21788,free_swing,559,444,482,565,-42.879,-32.471,0,32.23,-238.10,0,143.42,4.32,2500,0,0,0,2.6773,0,0,0,0,0
74,1.23457,free_swing,561,446,475,561,-41.82,-36.79,0,60.14,-245.75,0,143.60,4.20,2500,0,0,0,2.6641,0,0,0,0,0
75,1.25125,free_swing,564,448,470,556,-40.479,-41.035,0,99.24,-263.39,0,143.18,4.48,2500,0,0,0,2.7112,0,0,0,0,0
76,1.26793,free_swing,567,452,465,553,-38.66,-45.282,0,139.06,-276.50,0,143.54,4.24,2500,0,0,0,2.8279,0,0,0,0,0
77,1.28462,free_swing,573,456,461,549,-35.972,-50.295,0,176.47,-277.97,0,145.58,2.88,2500,0,0,0,3.0034,0,0,0,0,0
78,1.3013,free_swing,580,461,461,545,-32.758,-54.782,0,201.40,-256.16,0,145.66,2.82,2500,0,0,0,3.1391,0,0,0,0,0
79,1.31798,free_swing,589,466,462,542,-28.909,-59.103,0,219.21,-219.57,0,148.00,1.26,2500,0,0,0,3.2405,0,0,0,0,0
80,1.33467,free_swing,597,471,467,540,-25.399,-62.042,0,225.87,-168.08,0,147.18,1.81,2500,0,0,0,3.2756,0,0,0,0,0
81,1.35135,free_swing,607,475,474,539,-21.386,-64.303,0,233.15,-102.81,0,147.60,1.53,2500,0,0,0,3.3589,0,0,0,0,0
82,1.36803,free_swing,616,479,482,540,-17.731,-65.524,0,239.56,-34.93,0,147.23,1.78,2500,0,0,0,3.5112,0,0,0,0,0
83,1.38472,free_swing,626,482,493,543,-13.856,-65.362,0,246.46,39.57,0,146.32,2.38,2500,0,0,0,3.7571,0,0,0,0,0
84,1.4014,free_swing,637,485,508,547,-9.644,-64.33,0,251.78,117.18,0,143.13,4.51,2500,0,0,0,4.0821,0,0,0,0,0
85,1.41808,free_swing,650,485,525,553,-4.857,-61.454,0,253.77,196.48,0,142.30,5.07,2500,0,0,0,4.4592,0,0,0,0,0
86,1.43477,free_swing,660,487,540,563,-1.109,-57.653,0,247.30,278.80,0,142.04,5.24,2500,0,0,0,4.8435,0,0,0,0,0
87,1.45145,free_swing,671,486,559,573,2.974,-52.16,0,235.40,360.69,0,141.82,5.39,2500,0,0,0,5.2142,0,0,0,0,0
