t_s,theta1_deg,omega1_deg_s
5.5556,47.5829,-559.7176
6.6667,97.1425,-482.3532
7.7778,77.6238,-414.1870
8.8889,116.2547,-134.8820
10.0000,70.6505,-497.9357
11.1111,60.1762,-542.8370
12.2222,123.6143,-443.9593
13.3333,80.4735,-467.8002
14.4444,90.9999,-331.2398
15.5556,78.5014,-414.6187
16.6667,91.3481,-273.5630
17.7778,92.6979,-326.4939
18.8889,89.2784,-322.3013
20.0000,88.0267,-318.8689
21.1111,92.9299,-296.7596
22.2222,94.3357,-306.1048
23.3333,93.7569,-311.0137
24.4444,86.2650,-330.3705
25.5556,86.5699,-357.4039
26.6667,82.9331,-342.4512
27.7778,84.8181,-335.5157
28.8889,86.7570,-323.9466
30.0000,85.7520,-329.0051
31.1111,86.6195,-337.1904
32.2222,84.2592,-337.0542
33.3333,84.8425,-336.5631
34.4444,86.2237,-344.2147
35.5556,84.0694,-324.1491
36.6667,82.7128,-360.7757
37.7778,82.6804,-351.3259
38.8889,81.6585,-362.8738
40.0000,84.4898,-336.9242
41.1111,84.0955,-344.3976
42.2222,81.9245,-342.0468
43.3333,86.9149,-343.0677
44.4444,84.3750,-346.1141
45.5556,90.0942,-320.5953
46.6667,84.4439,-345.6795
47.7778,84.9098,-354.3807
48.8889,82.2369,-336.9617
50.0000,83.0355,-347.5722
51.1111,82.4792,-357.2722
52.2222,85.0824,-344.6587
53.3333,84.3537,-349.7240
54.4444,82.9918,-350.0727
55.5556,85.3462,-333.9848
56.6667,84.8101,-334.6950
57.7778,89.5894,-325.3654
58.8889,85.8154,-325.3684
60.0000,86.1432,-345.5931
61.1111,86.5733,-332.3934
62.2222,83.7979,-346.1362
63.3333,80.5384,-357.3404
64.4444,87.7393,-323.7203
65.5556,87.1600,-342.8368
66.6667,84.6151,-334.7954
67.7778,84.2350,-350.9846
68.8889,82.2745,-356.1973
70.0000,81.8204,-356.3519
71.1111,82.1693,-361.4828
72.2222,84.1803,-341.6479
73.3333,81.8777,-363.1547
74.4444,83.8659,-340.1300
75.5556,86.2231,-334.4488
76.6667,80.9661,-375.1955
77.7778,82.7101,-361.1153
78.8889,80.6304,-361.5184
80.0000,83.2859,-353.8240
81.1111,86.6196,-324.1984
