n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.5556,47.5829,97.1425,124.0853,-122.2117
1,6.6667,97.1425,77.6238,-122.2117,-164.2948
2,7.7778,77.6238,116.2547,-164.2948,-61.7261
3,8.8889,116.2547,70.6505,-61.7261,-169.6030
4,10.0000,70.6505,60.1762,-169.6030,-179.2861
5,11.1111,60.1762,123.6143,-179.2861,-128.0046
6,12.2222,123.6143,80.4735,-128.0046,-54.9301
7,13.3333,80.4735,90.9999,-54.9301,-119.4628
8,14.4444,90.9999,78.5014,-119.4628,-151.9841
9,15.5556,78.5014,91.3481,-151.9841,-110.5116
10,16.6667,91.3481,92.6979,-110.5116,-125.8586
11,17.7778,92.6979,89.2784,-125.8586,-135.1791
12,18.8889,89.2784,88.0267,-135.1791,-136.8665
13,20.0000,88.0267,92.9299,-136.8665,-123.6398
14,21.1111,92.9299,94.3357,-123.6398,-127.4523
15,22.2222,94.3357,93.7569,-127.4523,-129.8979
16,23.3333,93.7569,86.2650,-129.8979,-134.2685
17,24.4444,86.2650,86.5699,-134.2685,-139.4524
18,25.5556,86.5699,82.9331,-139.4524,-140.7627
19,26.6667,82.9331,84.8181,-140.7627,-139.9654
20,27.7778,84.8181,86.7570,-139.9654,-136.8721
21,28.8889,86.7570,85.7520,-136.8721,-141.9190
22,30.0000,85.7520,86.6195,-141.9190,-136.9324
23,31.1111,86.6195,84.2592,-136.9324,-142.4245
24,32.2222,84.2592,84.8425,-142.4245,-136.7149
25,33.3333,84.8425,86.2237,-136.7149,-144.9667
26,34.4444,86.2237,84.0694,-144.9667,-137.4102
27,35.5556,84.0694,82.7128,-137.4102,-143.5405
28,36.6667,82.7128,82.6804,-143.5405,-138.9734
29,37.7778,82.6804,81.6585,-138.9734,-145.6204
30,38.8889,81.6585,84.4898,-145.6204,-136.2475
31,40.0000,84.4898,84.0955,-136.2475,-140.3033
32,41.1111,84.0955,81.9245,-140.3033,-138.0041
33,42.2222,81.9245,86.9149,-138.0041,-136.0685
34,43.3333,86.9149,84.3750,-136.0685,-139.3465
35,44.4444,84.3750,90.0942,-139.3465,-135.8644
36,45.5556,90.0942,84.4439,-135.8644,-129.0507
37,46.6667,84.4439,84.9098,-129.0507,-142.6938
38,47.7778,84.9098,82.2369,-142.6938,-140.4625
39,48.8889,82.2369,83.0355,-140.4625,-137.2960
40,50.0000,83.0355,82.4792,-137.2960,-142.0516
41,51.1111,82.4792,85.0824,-142.0516,-139.2515
42,52.2222,85.0824,84.3537,-139.2515,-144.2027
43,53.3333,84.3537,82.9918,-144.2027,-142.1289
44,54.4444,82.9918,85.3462,-142.1289,-143.7752
45,55.5556,85.3462,84.8101,-143.7752,-142.5213
46,56.6667,84.8101,89.5894,-142.5213,-141.0763
47,57.7778,89.5894,85.8154,-141.0763,-140.7563
48,58.8889,85.8154,86.1432,-140.7563,-139.5824
49,60.0000,86.1432,86.5733,-139.5824,-141.3386
50,61.1111,86.5733,83.7979,-141.3386,-139.0141
51,62.2222,83.7979,80.5384,-139.0141,-144.6576
52,63.3333,80.5384,87.7393,-144.6576,-135.8485
53,64.4444,87.7393,87.1600,-135.8485,-140.8037
54,65.5556,87.1600,84.6151,-140.8037,-137.1710
55,66.6667,84.6151,84.2350,-137.1710,-139.0385
56,67.7778,84.2350,82.2745,-139.0385,-140.7420
57,68.8889,82.2745,81.8204,-140.7420,-137.4230
58,70.0000,81.8204,82.1693,-137.4230,-142.0020
59,71.1111,82.1693,84.1803,-142.0020,-136.7766
60,72.2222,84.1803,81.8777,-136.7766,-142.5602
61,73.3333,81.8777,83.8659,-142.5602,-140.1195
62,74.4444,83.8659,86.2231,-140.1195,-140.5328
63,75.5556,86.2231,80.9661,-140.5328,-140.8913
64,76.6667,80.9661,82.7101,-140.8913,-145.4566
65,77.7778,82.7101,80.6304,-145.4566,-143.7391
66,78.8889,80.6304,83.2859,-143.7391,-147.5997
67,80.0000,83.2859,86.6196,-147.5997,-139.0651
