t_s,theta1_deg,omega1_deg_s
5.3936,112.3600,42.0745
6.3944,136.6304,442.2520
7.4083,-8.7018,246.4079
8.0222,-82.9673,-464.4800
8.4912,-20.4552,723.7156
8.9480,96.6030,-571.0718
9.6392,5.4539,127.5255
10.7541,23.6786,-19.8907
12.9840,66.1256,143.3869
13.3994,37.3605,-957.2410
14.0955,12.8973,315.0490
14.5727,13.3544,-1014.6807
15.1845,-11.1185,283.9971
15.7343,-43.8158,-850.9122
16.2871,-20.3535,448.6897
17.3959,-11.6129,386.9098
18.5152,-11.8869,360.1214
19.0295,2.1913,-1024.9114
19.6258,-14.0278,374.1482
20.1425,0.0206,-1039.8322
20.7282,-15.9141,408.3078
21.2312,23.4985,-1062.0171
21.8386,-12.6726,386.6299
22.3493,18.9700,-1054.2935
22.9526,-12.6587,383.8767
23.4654,15.2535,-1055.8763
24.0762,-12.5095,365.3401
24.5802,-0.1160,-1029.7584
25.1873,-11.1126,326.5989
25.7040,-10.6895,-1028.5956
26.3079,-11.2002,307.6255
26.8172,-14.9071,-992.6376
27.4129,-12.5621,332.2969
27.9245,-8.4427,-961.6030
28.5218,-12.8696,343.0415
29.0312,-4.2591,-1041.7935
29.6387,-11.1462,324.7633
30.1525,-11.6394,-995.3513
30.7450,-13.9250,333.7046
31.2515,-3.5447,-1024.5034
31.8632,-10.4763,314.4520
32.3748,-13.1006,-994.5316
32.9683,-13.6813,334.7534
33.4727,-5.7653,-1040.3139
34.0851,-9.8864,292.9476
34.6055,-17.4790,-992.8081
35.1934,-14.3188,349.5980
35.6957,-4.7408,-1043.2289
36.3093,-8.9597,293.0085
36.8256,-21.2960,-965.3247
37.4177,-12.3908,318.5042
37.9240,-12.0489,-1030.4047
38.5328,-9.7149,286.5999
39.0511,-25.5248,-944.8439
39.6355,-14.7820,333.0098
40.7523,-8.1791,275.5059
41.2640,-16.5026,-993.2848
41.8639,-11.5640,325.9548
42.3670,-12.3856,-995.0041
42.9653,-11.2887,346.3497
43.4737,-2.3837,-1041.6980
44.0858,-9.2686,316.8627
45.1840,-13.9080,356.8318
45.6944,4.4695,-1071.2071
46.2997,-11.8606,352.8472
46.7955,1.7086,-1067.1051
47.9378,-20.7896,-985.9821
49.0382,-13.1219,-997.2858
49.6353,-12.6215,319.3644
50.1413,-9.8494,-1018.0257
50.7536,-8.5104,266.7008
51.2677,-22.2324,-942.5771
51.8588,-12.8196,320.5222
52.9760,-9.7631,298.7853
53.4925,-18.8724,-989.2517
54.0876,-12.2600,320.1988
54.5961,-15.7615,-999.1972
55.1978,-10.3099,303.3149
55.7121,-15.6631,-1012.7915
56.3119,-11.1184,324.1761
56.8178,-13.1482,-985.8716
57.4156,-11.5785,326.9528
57.9276,-5.7860,-1034.0499
58.5335,-10.6959,326.9132
59.0370,-8.8301,-974.7719
59.6356,-12.8063,330.8201
60.1466,-8.1381,-1036.8220
60.7514,-10.3399,311.9932
61.2631,-10.2045,-1045.4972
61.8660,-10.5541,333.2825
62.3692,-12.9618,-1019.8652
65.1919,-10.2035,308.3704
65.7073,-11.2757,-1009.0441
66.3051,-12.1788,322.3820
66.8097,-9.6578,-1009.7199
67.4119,-11.0653,295.0957
67.9250,-12.9307,-1003.0973
68.5291,-9.8888,280.3348
69.0432,-20.3464,-974.5381
69.6408,-10.5450,296.0096
70.1458,-16.0908,-994.5609
70.7522,-8.9646,271.7888
71.2676,-22.1118,-960.1089
71.8610,-12.4949,316.2411
72.3646,-9.2578,-995.8437
72.9759,-8.8450,271.6186
73.4917,-22.9742,-1005.0306
74.0838,-12.3621,302.6438
74.5950,-13.8025,-1009.5313
75.7064,-10.4289,-971.5840
76.8184,-19.3024,-989.9806
77.4230,-8.9346,273.4098
77.9400,-25.4992,-959.2796
78.5380,-10.7294,297.1799
79.6531,-7.4009,267.7041
80.1706,-28.9559,-943.7710
80.7561,-12.7786,329.3094
81.2554,-5.9763,-1016.5792
81.8701,-7.7852,303.6276
