frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,omega_cap_suspect
0,0.0,free_swing,585,493,590,582,-25.849,3.215,0,-6.90,178.15,1,89.14,38.76,2500,0,0,0
1,0.01668,free_swing,585,493,592,589,-25.849,4.170,0,-3.96,67.95,1,96.25,33.88,2500,0,0,0
2,0.03337,free_swing,584,493,599,579,-26.136,9.894,0,-2.43,-2.74,1,87.30,40.03,2500,0,0,0
3,0.05005,free_swing,585,493,590,600,-25.849,2.675,0,-2.33,-33.92,1,107.12,26.42,2500,0,0,0
4,0.06673,free_swing,584,493,587,592,-26.136,1.736,0,-2.48,-10.35,1,99.05,31.96,2500,0,0,0
5,0.08342,free_swing,584,493,597,571,-26.136,9.462,0,-12.63,44.57,1,79.08,45.68,2500,0,0,0
6,0.1001,free_swing,584,492,591,585,-26.278,4.304,0,-8.18,256.45,1,93.26,35.93,2500,1,0,0
7,0.11678,free_swing,583,492,591,557,-26.565,7.017,0,6.82,200.75,1,65.49,55.01,2500,0,0,0
8,0.13347,free_swing,584,492,602,538,-26.278,21.371,0,4.54,-32.39,1,49.40,66.07,2500,1,0,0
9,0.15015,free_swing,585,493,594,566,-25.849,7.028,0,1.46,-322.22,1,73.55,49.47,2500,1,0,0
10,0.16683,free_swing,583,492,585,611,-26.565,0.963,0,5.77,-306.57,1,119.02,18.24,2500,0,0,0
11,0.18352,free_swing,585,492,593,575,-25.989,5.505,0,13.87,366.15,1,83.38,42.72,2500,1,0,0
12,0.2002,free_swing,586,493,597,577,-25.560,7.461,0,6.51,254.49,1,84.72,41.80,2500,0,0,0
13,0.21688,free_swing,585,493,608,559,-25.849,19.213,0,-10.69,9.68,1,69.89,51.99,2500,1,0,0
14,0.23357,free_swing,584,492,594,593,-26.278,5.654,0,-6.07,-272.81,1,101.49,30.28,2500,1,0,0
15,0.25025,free_swing,585,493,601,596,-25.849,8.830,0,1.66,36.87,1,104.24,28.39,2500,1,0,0
16,0.26693,free_swing,585,492,594,607,-25.989,4.475,0,1.38,205.31,1,115.35,20.76,2500,0,0,0
17,0.28362,free_swing,584,493,608,555,-26.136,21.161,0,-3.74,-122.74,1,66.48,54.33,2500,1,0,0
18,0.3003,free_swing,585,492,591,598,-25.989,3.240,0,2.03,-41.83,1,106.17,27.07,2500,0,0,0
19,0.31698,free_swing,585,492,594,592,-25.989,5.143,0,4.57,-137.31,1,100.40,31.03,2500,0,0,0
20,0.33367,free_swing,585,492,603,561,-25.989,14.621,0,1.16,244.53,1,71.31,51.01,2500,1,0,0
21,0.35035,free_swing,585,493,595,597,-25.849,5.492,0,0.00,-30.60,1,104.48,28.23,2500,1,0,0
22,0.36703,free_swing,585,492,603,570,-25.989,12.995,0,-0.42,-155.07,1,80.05,45.01,2500,0,0,0
23,0.38372,free_swing,585,492,596,616,-25.989,5.069,0,-6.84,-116.53,1,124.49,14.48,2500,0,0,0
24,0.4004,free_swing,585,492,595,617,-25.989,4.574,0,-3.26,-102.25,1,125.40,13.86,2500,0,0,0
25,0.41708,free_swing,584,492,591,623,-26.278,3.059,0,0.00,6.98,0,131.19,9.88,2500,0,0,0
26,0.43377,free_swing,585,492,597,586,-25.989,7.275,0,3.99,29.18,1,94.76,34.90,2500,0,0,0
27,0.45045,free_swing,585,492,590,616,-25.989,2.309,0,5.38,230.14,1,124.10,14.75,2500,1,0,0
28,0.46713,free_swing,585,492,598,563,-25.989,10.376,0,-2.34,153.45,1,72.18,50.42,2500,0,0,0
29,0.48382,free_swing,585,492,604,562,-25.989,15.186,0,-6.63,-86.72,1,72.53,50.17,2500,1,0,0
30,0.5005,free_swing,584,493,595,603,-26.136,5.711,0,-4.72,-138.77,1,110.55,24.06,2500,0,0,0
31,0.51718,free_swing,584,492,591,629,-26.278,2.925,0,4.26,-20.77,0,137.18,5.76,2500,0,0,0
32,0.53387,free_swing,585,492,606,580,-25.989,13.422,0,8.26,92.24,1,90.47,37.85,2500,0,0,0
33,0.55055,free_swing,585,493,594,582,-25.849,5.774,0,3.84,-43.00,1,89.45,38.55,2500,0,0,0
34,0.56723,free_swing,585,492,597,606,-25.989,6.009,0,-3.44,-143.41,1,114.63,21.25,2500,0,0,0
35,0.58392,free_swing,585,492,596,597,-25.989,5.981,0,-2.23,-97.37,1,105.57,27.47,2500,0,0,0
36,0.6006,free_swing,585,492,591,585,-25.989,3.691,0,-1.51,41.63,1,93.19,35.98,2500,0,0,0
37,0.61728,free_swing,585,492,588,631,-25.989,1.236,0,6.84,77.85,0,139.03,4.49,2500,0,0,0
38,0.63397,free_swing,585,492,603,576,-25.989,12.095,0,5.92,3.57,1,85.91,40.99,2500,0,0,0
39,0.65065,free_swing,586,493,594,612,-25.560,3.846,0,-0.73,258.95,1,119.27,18.07,2500,1,0,0
40,0.66733,free_swing,585,492,595,576,-25.989,6.789,0,-3.69,78.42,1,84.59,41.89,2500,0,0,0
41,0.68402,free_swing,585,492,606,545,-25.989,21.615,0,-3.39,-78.90,1,57.01,60.84,2500,0,0,0
42,0.7007,free_swing,585,493,589,593,-25.849,2.291,0,-3.09,-192.04,1,100.08,31.25,2500,0,0,0
43,0.71738,free_swing,585,492,591,598,-25.989,3.240,0,-2.18,28.98,1,106.17,27.07,2500,1,0,0
44,0.73407,free_swing,584,492,601,563,-26.278,13.465,0,-3.39,244.14,1,73.01,49.85,2500,1,0,0
45,0.75075,free_swing,585,493,598,552,-25.849,12.426,0,-4.61,-213.27,1,60.42,58.50,2500,1,0,0
46,0.76743,free_swing,584,492,589,597,-26.278,2.726,0,1.69,-273.01,1,105.12,27.79,2500,0,0,0
47,0.78412,free_swing,584,492,585,604,-26.278,0.512,0,-0.17,-86.51,1,112.00,23.06,2500,0,0,0
48,0.8008,free_swing,585,493,594,573,-25.849,6.419,0,6.57,153.86,1,80.50,44.70,2500,1,0,0
49,0.81748,free_swing,584,493,589,606,-26.136,2.534,0,2.66,135.16,1,113.11,22.30,2500,0,0,0
50,0.83417,free_swing,585,492,596,557,-25.989,9.605,0,2.45,158.03,1,65.92,54.71,2500,0,0,0
51,0.85085,free_swing,585,493,595,554,-25.849,9.310,0,5.75,24.91,1,61.81,57.54,2500,0,0,0
52,0.86753,free_swing,585,493,600,563,-25.849,12.095,0,-7.21,78.13,1,71.59,50.82,2500,0,0,0
53,0.88422,free_swing,585,492,594,586,-25.989,5.469,0,-0.02,-39.65,1,94.43,35.13,2500,0,0,0
54,0.9009,free_swing,585,491,606,559,-26.131,17.162,0,6.65,-153.88,1,71.17,51.11,2500,0,0,0
55,0.91758,free_swing,586,493,587,609,-25.560,0.494,0,4.62,-252.30,1,116.00,20.31,2500,0,0,0
56,0.93427,free_swing,585,493,591,586,-25.849,3.691,0,-4.39,-149.62,1,93.19,35.98,2500,0,0,0
57,0.95095,free_swing,585,492,585,615,-25.989,0.000,0,-7.28,73.91,1,123.00,15.50,2500,1,0,0
58,0.96763,free_swing,585,492,598,583,-25.989,8.130,0,1.95,481.89,1,91.92,36.85,2500,1,0,0
59,0.98432,free_swing,585,493,594,591,-25.849,5.247,0,2.99,244.27,1,98.41,32.39,2500,1,0,0
60,1.001,free_swing,585,492,618,551,-25.989,29.219,0,-9.55,-11.01,1,67.60,53.56,2500,1,0,0
61,1.01768,free_swing,585,492,585,600,-25.989,0.000,0,-6.69,-293.14,1,108.00,25.81,2500,1,0,0
