t_s,theta1_deg,omega1_deg_s
5.2632,-12.3344,-275.9872
5.7895,-45.1660,-71.8759
6.3158,-29.4596,-156.3207
6.8421,-39.2526,-256.5364
7.3684,-26.5100,-45.1601
7.8947,-8.6980,-67.4090
8.4211,-23.7712,-166.2125
8.9474,-19.7096,-129.0689
9.4737,-8.8678,-254.0158
10.0000,-22.4337,456.0012
10.5263,-25.2150,-179.1081
11.0526,-39.8310,-12.0538
11.5789,1.2300,-89.8539
12.1053,-20.9253,-94.6421
12.6316,-21.7754,-142.7357
13.1579,-47.7069,-163.8592
13.6842,-33.9295,-96.7911
14.2105,-29.4589,-60.7889
14.7368,1.3849,-167.1824
15.2632,-16.3852,-181.8596
15.7895,-9.2328,-255.9940
16.3158,-12.8582,300.5933
16.8421,-26.8369,-179.2350
17.3684,-46.1320,-42.9948
17.8947,-31.6296,-142.1802
18.4211,-44.4180,-193.7859
18.9474,-30.0710,-33.4435
19.4737,-6.1960,-57.0577
20.0000,-21.9710,-47.7928
20.5263,-13.9965,-152.3705
21.0526,-28.2423,-138.1260
21.5789,-44.6510,-144.3079
22.1053,-26.5470,-19.3348
22.6316,-14.8510,-132.6695
23.1579,-40.5790,-98.6139
23.6842,0.0894,247.7492
24.2105,-28.8776,-132.7240
24.7368,-41.1320,-64.7164
25.2632,-31.6098,-167.0612
25.7895,-41.4171,-236.3272
26.3158,-30.9840,-62.9264
26.8421,-8.0738,-128.2640
27.3684,-40.5451,-70.8167
27.8947,-5.7057,-112.7005
28.4211,-51.9410,-39.8934
28.9474,-32.3608,-142.2247
29.4737,-28.6080,-39.8115
30.0000,-4.7537,-175.5117
30.5263,-20.0953,-249.8136
31.0526,-39.2630,-12.5052
31.5789,-25.6676,-61.2650
32.1053,-12.2534,-329.5345
32.6316,-43.0050,20.6609
33.1579,-14.3570,-123.3101
33.6842,-23.4276,-293.5331
34.2105,-39.2230,33.4752
34.7368,-13.8051,-187.8245
35.2632,-30.7445,-170.6253
35.7895,-46.5387,-152.1357
36.3158,-34.4983,-129.3069
36.8421,-33.8040,-83.1522
37.3684,-2.8236,-312.4200
37.8947,-45.2329,-158.5258
38.4211,-11.0643,-70.9066
38.9474,-27.0925,-175.2372
39.4737,-48.8740,-168.9888
40.0000,-23.9616,-58.7965
