t_s,theta1_deg,omega1_deg_s
5.7672,-41.8018,-278.5694
6.1263,42.4709,-258.2912
7.0977,27.4500,57.5573
7.5722,4.0205,-47.0232
8.0690,7.1163,35.9165
11.2702,4.6692,-84.9797
11.7548,18.8780,-15.6459
12.2785,-5.6514,152.1471
13.1185,-34.7535,-463.5165
13.5232,20.6360,-366.1850
17.3210,-37.1415,-405.4992
17.7326,34.1242,-391.1966
18.6837,28.9840,14.1418
19.1511,2.4323,-57.0780
19.6472,10.8302,1.5581
20.2249,17.2197,-255.1746
20.6611,-11.6995,234.9328
21.8439,30.5240,0.9532
22.2850,-3.0574,22.8495
23.0100,22.5886,-519.4813
24.6957,-30.9516,-476.3532
25.1016,33.7975,-374.1147
26.0576,33.9930,17.9536
26.5138,-0.9298,-14.8748
27.1300,39.2779,-531.1266
27.5658,-14.5124,126.4160
28.3762,-41.5360,-460.1439
28.7608,35.0246,-344.3318
30.9581,-14.2289,-554.7394
32.5310,-21.7890,-486.8309
34.0696,-0.4399,-493.3832
34.8700,-14.3500,261.3000
35.7720,-41.8689,-318.5438
36.1343,29.7983,-326.3067
38.1060,13.2927,338.0725
38.5838,0.9529,38.3506
39.7353,28.1130,27.0717
